Bits_Input,InputPower,Bits_Output,OutputPower
7.53125,9.99E-05,7.53125,0.000576737
7.546875,9.99E-05,7.546875,0.000588899
7.5625,9.99E-05,7.5625,0.000620407
7.578125,9.99E-05,7.578125,0.000650823
7.59375,9.99E-05,7.59375,0.00064626
7.609375,9.99E-05,7.609375,0.00061167
7.625,9.99E-05,7.625,0.000581194
7.640625,9.99E-05,7.640625,0.000570353
7.65625,9.99E-05,7.65625,0.000611667
7.671875,9.99E-05,7.671875,0.000704001
7.6875,9.99E-05,7.6875,0.00078839
7.703125,9.99E-05,7.703125,0.000833401
7.71875,9.99E-05,7.71875,0.000858317
7.734375,9.99E-05,7.734375,0.000911673
7.75,9.99E-05,7.75,0.000975653
7.765625,9.99E-05,7.765625,0.001011876
7.78125,9.99E-05,7.78125,0.001003485
7.796875,9.99E-05,7.796875,0.000922724
7.8125,9.99E-05,7.8125,0.000802938
7.828125,9.99E-05,7.828125,0.000697241
7.84375,9.99E-05,7.84375,0.000629869
7.859375,9.99E-05,7.859375,0.00059027
7.875,9.99E-05,7.875,0.000559886
7.890625,9.99E-05,7.890625,0.000546785
7.90625,9.99E-05,7.90625,0.000552993
7.921875,9.99E-05,7.921875,0.00052802
7.9375,9.99E-05,7.9375,0.000499932
7.953125,9.99E-05,7.953125,0.000482395
7.96875,9.99E-05,7.96875,0.000465006
7.984375,9.99E-05,7.984375,0.000456229
8,9.99E-05,8,0.00044151
8.015625,9.99E-05,8.015625,0.000450319
8.03125,9.99E-05,8.03125,0.000491605
8.046875,9.99E-05,8.046875,0.000546724
8.0625,9.99E-05,8.0625,0.000597541
8.078125,9.99E-05,8.078125,0.000674195
8.09375,9.99E-05,8.09375,0.000764281
8.109375,9.99E-05,8.109375,0.000889363
8.125,9.99E-05,8.125,0.001039975
8.140625,9.99E-05,8.140625,0.001156112
8.15625,9.99E-05,8.15625,0.001229218
8.171875,9.99E-05,8.171875,0.001262412
8.1875,9.99E-05,8.1875,0.001205919
8.203125,9.99E-05,8.203125,0.001124667
8.21875,9.99E-05,8.21875,0.001080527
8.234375,9.99E-05,8.234375,0.001049468
8.25,9.99E-05,8.25,0.001009412
8.265625,9.99E-05,8.265625,0.000923367
8.28125,9.99E-05,8.28125,0.000790748
8.296875,9.99E-05,8.296875,0.000685829
8.3125,9.99E-05,8.3125,0.000611757
8.328125,9.99E-05,8.328125,0.000545441
8.34375,9.99E-05,8.34375,0.000463645
8.359375,9.99E-05,8.359375,0.000378964
8.375,9.99E-05,8.375,0.000315806
8.390625,9.99E-05,8.390625,0.000289906
8.40625,9.99E-05,8.40625,0.000284022
8.421875,9.99E-05,8.421875,0.000276805
8.4375,9.99E-05,8.4375,0.000265488
8.453125,9.99E-05,8.453125,0.000276392
8.46875,9.99E-05,8.46875,0.000322536
8.484375,9.99E-05,8.484375,0.000377898
8.5,9.99E-05,8.5,0.000421136
8.515625,9.99E-05,8.515625,0.000467736
8.53125,9.99E-05,8.53125,0.000509795
8.546875,9.99E-05,8.546875,0.00052026
8.5625,9.99E-05,8.5625,0.000514722
8.578125,9.99E-05,8.578125,0.000510694
8.59375,9.99E-05,8.59375,0.00049851
8.609375,9.99E-05,8.609375,0.000479114
8.625,9.99E-05,8.625,0.000478365
8.640625,9.99E-05,8.640625,0.000458381
8.65625,9.99E-05,8.65625,0.000428514
8.671875,9.99E-05,8.671875,0.000420009
8.6875,9.99E-05,8.6875,0.000402311
8.703125,9.99E-05,8.703125,0.000373125
8.71875,9.99E-05,8.71875,0.00034565
8.734375,9.99E-05,8.734375,0.000308081
8.75,9.99E-05,8.75,0.000260126
8.765625,9.99E-05,8.765625,0.000193697
8.78125,9.99E-05,8.78125,0.000108078
8.796875,9.99E-05,8.796875,4.57E-05
8.8125,9.99E-05,8.8125,1.38E-05
8.828125,9.99E-05,8.828125,2.68E-06
8.84375,9.99E-05,8.84375,1.13E-05
8.859375,9.99E-05,8.859375,4.46E-05
8.875,9.99E-05,8.875,9.68E-05
8.890625,9.99E-05,8.890625,0.000149368
8.90625,9.99E-05,8.90625,0.000200518
8.921875,9.99E-05,8.921875,0.000264517
8.9375,9.99E-05,8.9375,0.000325941
8.953125,9.99E-05,8.953125,0.000370724
8.96875,9.99E-05,8.96875,0.00039509
8.984375,9.99E-05,8.984375,0.00042907
9,9.99E-05,9,0.00047201
9.015625,9.99E-05,9.015625,0.000520471
9.03125,9.99E-05,9.03125,0.000568186
9.046875,9.99E-05,9.046875,0.000574601
9.0625,9.99E-05,9.0625,0.000526606
9.078125,9.99E-05,9.078125,0.00048218
9.09375,9.99E-05,9.09375,0.000443427
9.109375,9.99E-05,9.109375,0.000401265
9.125,9.99E-05,9.125,0.000331526
9.140625,9.99E-05,9.140625,0.000255136
9.15625,9.99E-05,9.15625,0.000179079
9.171875,9.99E-05,9.171875,0.000128021
9.1875,9.99E-05,9.1875,0.000107475
9.203125,9.99E-05,9.203125,0.000100534
9.21875,9.99E-05,9.21875,8.93E-05
9.234375,9.99E-05,9.234375,7.22E-05
9.25,9.99E-05,9.25,5.21E-05
9.265625,9.99E-05,9.265625,3.13E-05
9.28125,9.99E-05,9.28125,1.04E-05
9.296875,9.99E-05,9.296875,3.24E-06
9.3125,9.99E-05,9.3125,9.75E-06
9.328125,9.99E-05,9.328125,3.77E-05
9.34375,9.99E-05,9.34375,8.42E-05
9.359375,9.99E-05,9.359375,0.000139648
9.375,9.99E-05,9.375,0.000188292
9.390625,9.99E-05,9.390625,0.000238963
9.40625,9.99E-05,9.40625,0.000301336
9.421875,9.99E-05,9.421875,0.000364916
9.4375,9.99E-05,9.4375,0.000420305
9.453125,9.99E-05,9.453125,0.000479914
9.46875,9.99E-05,9.46875,0.000551169
9.484375,9.99E-05,9.484375,0.000644219
