InputPower,OutputPowerWithoutDelay,Previous1OutputPower,Previous2OutputPower,Previous3OutputPower,,
9.99E-06,0.000131429,0.00015219,0.000161819,0.000130459,,
9.99E-06,0.000124937,0.000131429,0.00015219,0.000161819,,
9.99E-06,0.00012971,0.000124937,0.000131429,0.00015219,,
9.99E-06,0.000143196,0.00012971,0.000124937,0.000131429,,
9.99E-06,0.000168847,0.000143196,0.00012971,0.000124937,,
9.99E-06,0.000210108,0.000168847,0.000143196,0.00012971,,
9.99E-06,0.000233168,0.000210108,0.000168847,0.000143196,,
9.99E-06,0.000236638,0.000233168,0.000210108,0.000168847,,
9.99E-06,0.000257341,0.000236638,0.000233168,0.000210108,,
9.99E-06,0.000296218,0.000257341,0.000236638,0.000233168,,
9.99E-06,0.000296566,0.000296218,0.000257341,0.000236638,,
9.99E-06,0.00024837,0.000296566,0.000296218,0.000257341,,
9.99E-06,0.00019773,0.00024837,0.000296566,0.000296218,,
9.99E-06,0.00016417,0.00019773,0.00024837,0.000296566,,
9.99E-06,0.000140049,0.00016417,0.00019773,0.00024837,,
9.99E-06,0.000134093,0.000140049,0.00016417,0.00019773,,
9.99E-06,0.000131318,0.000134093,0.000140049,0.00016417,,
9.99E-06,0.000105685,0.000131318,0.000134093,0.000140049,,
9.99E-06,8.12E-05,0.000105685,0.000131318,0.000134093,,
9.99E-06,6.95E-05,8.12E-05,0.000105685,0.000131318,,
9.99E-06,7.49E-05,6.95E-05,8.12E-05,0.000105685,,
9.99E-06,5.84E-05,7.49E-05,6.95E-05,8.12E-05,,
9.99E-06,3.43E-05,5.84E-05,7.49E-05,6.95E-05,,
9.99E-06,2.05E-05,3.43E-05,5.84E-05,7.49E-05,,
9.99E-06,2.02E-05,2.05E-05,3.43E-05,5.84E-05,,
9.99E-06,2.48E-05,2.02E-05,2.05E-05,3.43E-05,,
9.99E-06,4.34E-05,2.48E-05,2.02E-05,2.05E-05,,
9.99E-06,5.12E-05,4.34E-05,2.48E-05,2.02E-05,,
9.99E-06,3.97E-05,5.12E-05,4.34E-05,2.48E-05,,
9.99E-06,3.44E-05,3.97E-05,5.12E-05,4.34E-05,,
9.99E-06,4.72E-05,3.44E-05,3.97E-05,5.12E-05,,
9.99E-06,7.69E-05,4.72E-05,3.44E-05,3.97E-05,,
9.99E-06,0.000117828,7.69E-05,4.72E-05,3.44E-05,,
9.99E-06,0.000162687,0.000117828,7.69E-05,4.72E-05,,
9.99E-06,0.000181449,0.000162687,0.000117828,7.69E-05,,
9.99E-06,0.000170339,0.000181449,0.000162687,0.000117828,,
9.99E-06,0.000176422,0.000170339,0.000181449,0.000162687,,
9.99E-06,0.000204031,0.000176422,0.000170339,0.000181449,,
9.99E-06,0.000220804,0.000204031,0.000176422,0.000170339,,
9.99E-06,0.000215189,0.000220804,0.000204031,0.000176422,,
9.99E-06,0.000211623,0.000215189,0.000220804,0.000204031,,
9.99E-06,0.00022086,0.000211623,0.000215189,0.000220804,,
9.99E-06,0.000225032,0.00022086,0.000211623,0.000215189,,
9.99E-06,0.0002193,0.000225032,0.00022086,0.000211623,,
9.99E-06,0.000244117,0.0002193,0.000225032,0.00022086,,
9.99E-06,0.000278667,0.000244117,0.0002193,0.000225032,,
9.99E-06,0.000336216,0.000278667,0.000244117,0.0002193,,
0.000507324,0.000415678,0.000336216,0.000278667,0.000244117,,
0.003899336,0.000477699,0.000415678,0.000336216,0.000278667,,
0.008002787,0.0005321,0.000477699,0.000415678,0.000336216,,
0.009625215,0.000539419,0.0005321,0.000477699,0.000415678,,
0.009938743,0.000529102,0.000539419,0.0005321,0.000477699,,
0.009982581,0.000574124,0.000529102,0.000539419,0.0005321,,
0.009988931,0.000642094,0.000574124,0.000529102,0.000539419,,
0.009989879,0.000653345,0.000642094,0.000574124,0.000529102,,
0.009989998,0.000646119,0.000653345,0.000642094,0.000574124,,
0.009990009,0.000622322,0.000646119,0.000653345,0.000642094,,
0.00999001,0.000607055,0.000622322,0.000646119,0.000653345,,
0.00999001,0.000641486,0.000607055,0.000622322,0.000646119,,
0.00999001,0.000695725,0.000641486,0.000607055,0.000622322,,
0.00999001,0.000672187,0.000695725,0.000641486,0.000607055,,
0.00999001,0.000583136,0.000672187,0.000695725,0.000641486,,
0.00999001,0.000541927,0.000583136,0.000672187,0.000695725,,
0.00999001,0.000564572,0.000541927,0.000583136,0.000672187,,
0.00999001,0.000588976,0.000564572,0.000541927,0.000583136,,
0.00999001,0.000582025,0.000588976,0.000564572,0.000541927,,
0.00999001,0.000632186,0.000582025,0.000588976,0.000564572,,
0.00999001,0.000730358,0.000632186,0.000582025,0.000588976,,
0.00999001,0.000786181,0.000730358,0.000632186,0.000582025,,
0.00999001,0.000799375,0.000786181,0.000730358,0.000632186,,
0.00999001,0.000833112,0.000799375,0.000786181,0.000730358,,
0.00999001,0.000915231,0.000833112,0.000799375,0.000786181,,
0.00999001,0.000991511,0.000915231,0.000833112,0.000799375,,
0.00999001,0.00108613,0.000991511,0.000915231,0.000833112,,
0.00999001,0.001146147,0.00108613,0.000991511,0.000915231,,
0.00999001,0.001140543,0.001146147,0.00108613,0.000991511,,
0.00999001,0.001053581,0.001140543,0.001146147,0.00108613,,
0.00999001,0.000995668,0.001053581,0.001140543,0.001146147,,
0.00999001,0.000988205,0.000995668,0.001053581,0.001140543,,
0.00999001,0.001072447,0.000988205,0.000995668,0.001053581,,
0.00999001,0.001293235,0.001072447,0.000988205,0.000995668,,
0.00999001,0.001537056,0.001293235,0.001072447,0.000988205,,
0.00999001,0.001736401,0.001537056,0.001293235,0.001072447,,
0.00999001,0.001908686,0.001736401,0.001537056,0.001293235,,
0.00999001,0.002061755,0.001908686,0.001736401,0.001537056,,
0.00999001,0.002166251,0.002061755,0.001908686,0.001736401,,
0.00999001,0.002123432,0.002166251,0.002061755,0.001908686,,
0.00999001,0.00194199,0.002123432,0.002166251,0.002061755,,
0.00999001,0.001749797,0.00194199,0.002123432,0.002166251,,
0.00999001,0.001598037,0.001749797,0.00194199,0.002123432,,
0.00999001,0.001403926,0.001598037,0.001749797,0.00194199,,
0.00999001,0.001238526,0.001403926,0.001598037,0.001749797,,
0.00999001,0.001129673,0.001238526,0.001403926,0.001598037,,
0.00999001,0.001064539,0.001129673,0.001238526,0.001403926,,
0.00999001,0.001025762,0.001064539,0.001129673,0.001238526,,
0.00999001,0.000956332,0.001025762,0.001064539,0.001129673,,
0.00999001,0.000841701,0.000956332,0.001025762,0.001064539,,
0.00999001,0.000772998,0.000841701,0.000956332,0.001025762,,
0.00999001,0.000766946,0.000772998,0.000841701,0.000956332,,
0.00999001,0.000791854,0.000766946,0.000772998,0.000841701,,
0.00999001,0.000828924,0.000791854,0.000766946,0.000772998,,
0.00999001,0.000818561,0.000828924,0.000791854,0.000766946,,
0.00999001,0.000747952,0.000818561,0.000828924,0.000791854,,
0.00999001,0.000746624,0.000747952,0.000818561,0.000828924,,
0.00999001,0.000829915,0.000746624,0.000747952,0.000818561,,
0.00999001,0.000938071,0.000829915,0.000746624,0.000747952,,
0.00999001,0.00098515,0.000938071,0.000829915,0.000746624,,
0.00999001,0.000958551,0.00098515,0.000938071,0.000829915,,
0.00999001,0.000927903,0.000958551,0.00098515,0.000938071,,
0.00999001,0.000879427,0.000927903,0.000958551,0.00098515,,
0.00999001,0.000806932,0.000879427,0.000927903,0.000958551,,
0.00999001,0.000738516,0.000806932,0.000879427,0.000927903,,
0.00999001,0.000757238,0.000738516,0.000806932,0.000879427,,
0.00999001,0.000835414,0.000757238,0.000738516,0.000806932,,
0.00999001,0.000866416,0.000835414,0.000757238,0.000738516,,
0.00999001,0.000806665,0.000866416,0.000835414,0.000757238,,
0.00999001,0.00074747,0.000806665,0.000866416,0.000835414,,
0.00999001,0.000779946,0.00074747,0.000806665,0.000866416,,
0.00999001,0.000867555,0.000779946,0.00074747,0.000806665,,
0.00999001,0.000982594,0.000867555,0.000779946,0.00074747,,
0.00999001,0.001088653,0.000982594,0.000867555,0.000779946,,
0.00999001,0.001159554,0.001088653,0.000982594,0.000867555,,
0.00999001,0.001176308,0.001159554,0.001088653,0.000982594,,
0.00999001,0.001321229,0.001176308,0.001159554,0.001088653,,
0.00999001,0.001543246,0.001321229,0.001176308,0.001159554,,
0.00999001,0.001786061,0.001543246,0.001321229,0.001176308,,
0.00999001,0.001945037,0.001786061,0.001543246,0.001321229,,
0.00999001,0.002074687,0.001945037,0.001786061,0.001543246,,
0.00999001,0.002200075,0.002074687,0.001945037,0.001786061,,
0.00999001,0.002206381,0.002200075,0.002074687,0.001945037,,
0.00999001,0.002058297,0.002206381,0.002200075,0.002074687,,
0.00999001,0.001847098,0.002058297,0.002206381,0.002200075,,
0.00999001,0.001665034,0.001847098,0.002058297,0.002206381,,
0.00999001,0.001460487,0.001665034,0.001847098,0.002058297,,
0.00999001,0.001277275,0.001460487,0.001665034,0.001847098,,
0.00999001,0.001128742,0.001277275,0.001460487,0.001665034,,
0.00999001,0.001045693,0.001128742,0.001277275,0.001460487,,
0.00999001,0.001049068,0.001045693,0.001128742,0.001277275,,
0.00999001,0.001127737,0.001049068,0.001045693,0.001128742,,
0.00999001,0.00120465,0.001127737,0.001049068,0.001045693,,
0.00999001,0.001203064,0.00120465,0.001127737,0.001049068,,
0.00999001,0.001086457,0.001203064,0.00120465,0.001127737,,
0.00999001,0.000928252,0.001086457,0.001203064,0.00120465,,
0.00999001,0.000853454,0.000928252,0.001086457,0.001203064,,
0.00999001,0.000800572,0.000853454,0.000928252,0.001086457,,
0.00999001,0.0007724,0.000800572,0.000853454,0.000928252,,
0.00999001,0.000735121,0.0007724,0.000800572,0.000853454,,
0.00999001,0.000671436,0.000735121,0.0007724,0.000800572,,
0.00999001,0.000601517,0.000671436,0.000735121,0.0007724,,
0.00999001,0.000534096,0.000601517,0.000671436,0.000735121,,
0.00999001,0.000532466,0.000534096,0.000601517,0.000671436,,
0.00999001,0.000562185,0.000532466,0.000534096,0.000601517,,
0.00999001,0.000574649,0.000562185,0.000532466,0.000534096,,
0.00999001,0.000601122,0.000574649,0.000562185,0.000532466,,
0.00999001,0.00069645,0.000601122,0.000574649,0.000562185,,
0.00999001,0.000744694,0.00069645,0.000601122,0.000574649,,
0.00999001,0.000665719,0.000744694,0.00069645,0.000601122,,
0.00999001,0.000605158,0.000665719,0.000744694,0.00069645,,
0.00999001,0.000633487,0.000605158,0.000665719,0.000744694,,
0.00999001,0.000703884,0.000633487,0.000605158,0.000665719,,
0.00999001,0.000732189,0.000703884,0.000633487,0.000605158,,
0.00999001,0.000711975,0.000732189,0.000703884,0.000633487,,
0.00999001,0.000644233,0.000711975,0.000732189,0.000703884,,
0.00999001,0.000580596,0.000644233,0.000711975,0.000732189,,
0.00999001,0.000551622,0.000580596,0.000644233,0.000711975,,
0.00999001,0.000553,0.000551622,0.000580596,0.000644233,,
0.00999001,0.000512466,0.000553,0.000551622,0.000580596,,
0.00999001,0.000403715,0.000512466,0.000553,0.000551622,,
0.00999001,0.000292829,0.000403715,0.000512466,0.000553,,
0.00999001,0.000249686,0.000292829,0.000403715,0.000512466,,
0.00999001,0.000209841,0.000249686,0.000292829,0.000403715,,
0.00999001,0.000183207,0.000209841,0.000249686,0.000292829,,
0.00999001,0.000180392,0.000183207,0.000209841,0.000249686,,
0.00999001,0.000174757,0.000180392,0.000183207,0.000209841,,
0.00999001,0.000167902,0.000174757,0.000180392,0.000183207,,
0.009492676,0.000174919,0.000167902,0.000174757,0.000180392,,
0.006100664,0.000163939,0.000174919,0.000167902,0.000174757,,
0.001997213,0.000157993,0.000163939,0.000174919,0.000167902,,
3.75E-04,0.000153337,0.000157993,0.000163939,0.000174919,,
6.13E-05,0.000153704,0.000153337,0.000157993,0.000163939,,
1.74E-05,0.000153488,0.000153704,0.000153337,0.000157993,,
1.11E-05,0.000123048,0.000153488,0.000153704,0.000153337,,
1.01E-05,8.41E-05,0.000123048,0.000153488,0.000153704,,
1.00E-05,4.80E-05,8.41E-05,0.000123048,0.000153488,,
9.99E-06,3.02E-05,4.80E-05,8.41E-05,0.000123048,,
9.99E-06,2.86E-05,3.02E-05,4.80E-05,8.41E-05,,
9.99E-06,4.28E-05,2.86E-05,3.02E-05,4.80E-05,,
9.99E-06,5.39E-05,4.28E-05,2.86E-05,3.02E-05,,
9.99E-06,5.45E-05,5.39E-05,4.28E-05,2.86E-05,,
9.99E-06,3.60E-05,5.45E-05,5.39E-05,4.28E-05,,
9.99E-06,2.59E-05,3.60E-05,5.45E-05,5.39E-05,,
9.99E-06,3.47E-05,2.59E-05,3.60E-05,5.45E-05,,
9.99E-06,5.87E-05,3.47E-05,2.59E-05,3.60E-05,,
9.99E-06,8.01E-05,5.87E-05,3.47E-05,2.59E-05,,
9.99E-06,8.46E-05,8.01E-05,5.87E-05,3.47E-05,,
9.99E-06,9.11E-05,8.46E-05,8.01E-05,5.87E-05,,
9.99E-06,9.16E-05,9.11E-05,8.46E-05,8.01E-05,,
9.99E-06,0.000103334,9.16E-05,9.11E-05,8.46E-05,,
9.99E-06,0.000144876,0.000103334,9.16E-05,9.11E-05,,
9.99E-06,0.000154321,0.000144876,0.000103334,9.16E-05,,
9.99E-06,0.000151007,0.000154321,0.000144876,0.000103334,,
9.99E-06,0.000179523,0.000151007,0.000154321,0.000144876,,
9.99E-06,0.000223436,0.000179523,0.000151007,0.000154321,,
9.99E-06,0.000272774,0.000223436,0.000179523,0.000151007,,
9.99E-06,0.000309234,0.000272774,0.000223436,0.000179523,,
9.99E-06,0.000293218,0.000309234,0.000272774,0.000223436,,
9.99E-06,0.000250729,0.000293218,0.000309234,0.000272774,,
9.99E-06,0.000213972,0.000250729,0.000293218,0.000309234,,
9.99E-06,0.000212523,0.000213972,0.000250729,0.000293218,,
9.99E-06,0.000213569,0.000212523,0.000213972,0.000250729,,
9.99E-06,0.000181357,0.000213569,0.000212523,0.000213972,,
9.99E-06,0.000134656,0.000181357,0.000213569,0.000212523,,
9.99E-06,0.000123213,0.000134656,0.000181357,0.000213569,,
9.99E-06,0.000127191,0.000123213,0.000134656,0.000181357,,
9.99E-06,0.000137193,0.000127191,0.000123213,0.000134656,,
9.99E-06,0.000152191,0.000137193,0.000127191,0.000123213,,
9.99E-06,0.000159543,0.000152191,0.000137193,0.000127191,,
9.99E-06,0.000115823,0.000159543,0.000152191,0.000137193,,
9.99E-06,6.70E-05,0.000115823,0.000159543,0.000152191,,
9.99E-06,3.31E-05,6.70E-05,0.000115823,0.000159543,,
9.99E-06,1.35E-05,3.31E-05,6.70E-05,0.000115823,,
9.99E-06,1.41E-05,1.35E-05,3.31E-05,6.70E-05,,
9.99E-06,3.25E-05,1.41E-05,1.35E-05,3.31E-05,,
9.99E-06,4.57E-05,3.25E-05,1.41E-05,1.35E-05,,
9.99E-06,4.52E-05,4.57E-05,3.25E-05,1.41E-05,,
9.99E-06,3.29E-05,4.52E-05,4.57E-05,3.25E-05,,
9.99E-06,2.86E-05,3.29E-05,4.52E-05,4.57E-05,,
9.99E-06,4.45E-05,2.86E-05,3.29E-05,4.52E-05,,
9.99E-06,7.03E-05,4.45E-05,2.86E-05,3.29E-05,,
9.99E-06,0.000101305,7.03E-05,4.45E-05,2.86E-05,,
9.99E-06,0.000136488,0.000101305,7.03E-05,4.45E-05,,
9.99E-06,0.000153188,0.000136488,0.000101305,7.03E-05,,
9.99E-06,0.000161436,0.000153188,0.000136488,0.000101305,,
9.99E-06,0.000172221,0.000161436,0.000153188,0.000136488,,
9.99E-06,0.000198021,0.000172221,0.000161436,0.000153188,,
9.99E-06,0.000249906,0.000198021,0.000172221,0.000161436,,
9.99E-06,0.000331166,0.000249906,0.000198021,0.000172221,,
9.99E-06,0.000370872,0.000331166,0.000249906,0.000198021,,
9.99E-06,0.000381867,0.000370872,0.000331166,0.000249906,,
0.000507324,0.000385586,0.000381867,0.000370872,0.000331166,,
0.003899336,0.000396157,0.000385586,0.000381867,0.000370872,,
0.008002787,0.000456304,0.000396157,0.000385586,0.000381867,,
0.009625215,0.000513637,0.000456304,0.000396157,0.000385586,,
0.009938743,0.000502076,0.000513637,0.000456304,0.000396157,,
0.009982581,0.000505032,0.000502076,0.000513637,0.000456304,,
0.009988931,0.000555673,0.000505032,0.000502076,0.000513637,,
0.009989879,0.000631476,0.000555673,0.000505032,0.000502076,,
0.009989998,0.000680233,0.000631476,0.000555673,0.000505032,,
0.009990009,0.000701511,0.000680233,0.000631476,0.000555673,,
0.00999001,0.00070035,0.000701511,0.000680233,0.000631476,,
0.00999001,0.000716903,0.00070035,0.000701511,0.000680233,,
0.00999001,0.000767358,0.000716903,0.00070035,0.000701511,,
0.00999001,0.00079959,0.000767358,0.000716903,0.00070035,,
0.00999001,0.000820897,0.00079959,0.000767358,0.000716903,,
0.00999001,0.000852177,0.000820897,0.00079959,0.000767358,,
0.00999001,0.000939853,0.000852177,0.000820897,0.00079959,,
0.00999001,0.001068027,0.000939853,0.000852177,0.000820897,,
0.00999001,0.001190334,0.001068027,0.000939853,0.000852177,,
0.00999001,0.001284872,0.001190334,0.001068027,0.000939853,,
0.00999001,0.001347655,0.001284872,0.001190334,0.001068027,,
0.00999001,0.001348581,0.001347655,0.001284872,0.001190334,,
0.00999001,0.001281804,0.001348581,0.001347655,0.001284872,,
0.00999001,0.001247029,0.001281804,0.001348581,0.001347655,,
0.00999001,0.001279699,0.001247029,0.001281804,0.001348581,,
0.00999001,0.001374287,0.001279699,0.001247029,0.001281804,,
0.00999001,0.001542844,0.001374287,0.001279699,0.001247029,,
0.00999001,0.001700075,0.001542844,0.001374287,0.001279699,,
0.00999001,0.001735729,0.001700075,0.001542844,0.001374287,,
0.00999001,0.00165583,0.001735729,0.001700075,0.001542844,,
0.00999001,0.001450184,0.00165583,0.001735729,0.001700075,,
0.00999001,0.001252599,0.001450184,0.00165583,0.001735729,,
0.00999001,0.001175483,0.001252599,0.001450184,0.00165583,,
0.00999001,0.001234774,0.001175483,0.001252599,0.001450184,,
0.00999001,0.001312772,0.001234774,0.001175483,0.001252599,,
0.00999001,0.001344927,0.001312772,0.001234774,0.001175483,,
0.00999001,0.00136227,0.001344927,0.001312772,0.001234774,,
0.00999001,0.001261951,0.00136227,0.001344927,0.001312772,,
0.00999001,0.001110289,0.001261951,0.00136227,0.001344927,,
0.00999001,0.001020026,0.001110289,0.001261951,0.00136227,,
0.00999001,0.000940261,0.001020026,0.001110289,0.001261951,,
0.00999001,0.000866081,0.000940261,0.001020026,0.001110289,,
0.00999001,0.000847854,0.000866081,0.000940261,0.001020026,,
0.00999001,0.000868343,0.000847854,0.000866081,0.000940261,,
0.00999001,0.000845929,0.000868343,0.000847854,0.000866081,,
0.00999001,0.000788993,0.000845929,0.000868343,0.000847854,,
0.00999001,0.000755686,0.000788993,0.000845929,0.000868343,,
0.00999001,0.000744994,0.000755686,0.000788993,0.000845929,,
0.00999001,0.000719993,0.000744994,0.000755686,0.000788993,,
0.00999001,0.000667697,0.000719993,0.000744994,0.000755686,,
0.00999001,0.000597652,0.000667697,0.000719993,0.000744994,,
0.00999001,0.000545629,0.000597652,0.000667697,0.000719993,,
0.00999001,0.000527111,0.000545629,0.000597652,0.000667697,,
0.00999001,0.000531868,0.000527111,0.000545629,0.000597652,,
0.00999001,0.000489606,0.000531868,0.000527111,0.000545629,,
0.00999001,0.000416932,0.000489606,0.000531868,0.000527111,,
0.00999001,0.000377742,0.000416932,0.000489606,0.000531868,,
0.00999001,0.000368567,0.000377742,0.000416932,0.000489606,,
0.00999001,0.000352441,0.000368567,0.000377742,0.000416932,,
0.00999001,0.000296759,0.000352441,0.000368567,0.000377742,,
0.00999001,0.000219383,0.000296759,0.000352441,0.000368567,,
0.00999001,0.000169465,0.000219383,0.000296759,0.000352441,,
0.00999001,0.000146914,0.000169465,0.000219383,0.000296759,,
0.00999001,0.000141454,0.000146914,0.000169465,0.000219383,,
0.009492676,0.000135937,0.000141454,0.000146914,0.000169465,,
0.006100664,0.000106433,0.000135937,0.000141454,0.000146914,,
0.001997213,7.62E-05,0.000106433,0.000135937,0.000141454,,
3.75E-04,5.24E-05,7.62E-05,0.000106433,0.000135937,,
6.13E-05,3.03E-05,5.24E-05,7.62E-05,0.000106433,,
1.74E-05,2.04E-05,3.03E-05,5.24E-05,7.62E-05,,
1.11E-05,2.17E-05,2.04E-05,3.03E-05,5.24E-05,,
1.01E-05,2.77E-05,2.17E-05,2.04E-05,3.03E-05,,
1.00E-05,2.82E-05,2.77E-05,2.17E-05,2.04E-05,,
9.99E-06,1.81E-05,2.82E-05,2.77E-05,2.17E-05,,
9.99E-06,1.61E-05,1.81E-05,2.82E-05,2.77E-05,,
9.99E-06,3.37E-05,1.61E-05,1.81E-05,2.82E-05,,
9.99E-06,6.19E-05,3.37E-05,1.61E-05,1.81E-05,,
9.99E-06,9.91E-05,6.19E-05,3.37E-05,1.61E-05,,
9.99E-06,0.000134936,9.91E-05,6.19E-05,3.37E-05,,
9.99E-06,0.000154113,0.000134936,9.91E-05,6.19E-05,,
9.99E-06,0.000142652,0.000154113,0.000134936,9.91E-05,,
9.99E-06,0.000114139,0.000142652,0.000154113,0.000134936,,
9.99E-06,0.000109881,0.000114139,0.000142652,0.000154113,,
9.99E-06,0.000115722,0.000109881,0.000114139,0.000142652,,
9.99E-06,0.00014284,0.000115722,0.000109881,0.000114139,,
9.99E-06,0.000193956,0.00014284,0.000115722,0.000109881,,
9.99E-06,0.000232379,0.000193956,0.00014284,0.000115722,,
9.99E-06,0.000251105,0.000232379,0.000193956,0.00014284,,
9.99E-06,0.000242421,0.000251105,0.000232379,0.000193956,,
9.99E-06,0.000267704,0.000242421,0.000251105,0.000232379,,
9.99E-06,0.0003071,0.000267704,0.000242421,0.000251105,,
9.99E-06,0.000288353,0.0003071,0.000267704,0.000242421,,
9.99E-06,0.000242797,0.000288353,0.0003071,0.000267704,,
9.99E-06,0.000192073,0.000242797,0.000288353,0.0003071,,
9.99E-06,0.000159159,0.000192073,0.000242797,0.000288353,,
9.99E-06,0.000140378,0.000159159,0.000192073,0.000242797,,
9.99E-06,0.000135334,0.000140378,0.000159159,0.000192073,,
9.99E-06,0.000126473,0.000135334,0.000140378,0.000159159,,
9.99E-06,0.000104409,0.000126473,0.000135334,0.000140378,,
9.99E-06,7.97E-05,0.000104409,0.000126473,0.000135334,,
9.99E-06,7.19E-05,7.97E-05,0.000104409,0.000126473,,
9.99E-06,7.63E-05,7.19E-05,7.97E-05,0.000104409,,
9.99E-06,5.84E-05,7.63E-05,7.19E-05,7.97E-05,,
9.99E-06,3.43E-05,5.84E-05,7.63E-05,7.19E-05,,
9.99E-06,2.87E-05,3.43E-05,5.84E-05,7.63E-05,,
9.99E-06,3.71E-05,2.87E-05,3.43E-05,5.84E-05,,
9.99E-06,4.33E-05,3.71E-05,2.87E-05,3.43E-05,,
9.99E-06,6.04E-05,4.33E-05,3.71E-05,2.87E-05,,
9.99E-06,6.89E-05,6.04E-05,4.33E-05,3.71E-05,,
9.99E-06,5.29E-05,6.89E-05,6.04E-05,4.33E-05,,
9.99E-06,4.81E-05,5.29E-05,6.89E-05,6.04E-05,,
9.99E-06,7.07E-05,4.81E-05,5.29E-05,6.89E-05,,
9.99E-06,0.000100463,7.07E-05,4.81E-05,5.29E-05,,
9.99E-06,0.00012796,0.000100463,7.07E-05,4.81E-05,,
9.99E-06,0.000165313,0.00012796,0.000100463,7.07E-05,,
9.99E-06,0.000175265,0.000165313,0.00012796,0.000100463,,
9.99E-06,0.000169128,0.000175265,0.000165313,0.00012796,,
9.99E-06,0.000169622,0.000169128,0.000175265,0.000165313,,
9.99E-06,0.000197065,0.000169622,0.000169128,0.000175265,,
9.99E-06,0.000217334,0.000197065,0.000169622,0.000169128,,
9.99E-06,0.000215621,0.000217334,0.000197065,0.000169622,,
9.99E-06,0.000217682,0.000215621,0.000217334,0.000197065,,
9.99E-06,0.000230818,0.000217682,0.000215621,0.000217334,,
9.99E-06,0.000236785,0.000230818,0.000217682,0.000215621,,
9.99E-06,0.000250021,0.000236785,0.000230818,0.000217682,,
9.99E-06,0.000290826,0.000250021,0.000236785,0.000230818,,
9.99E-06,0.000332513,0.000290826,0.000250021,0.000236785,,
9.99E-06,0.000395182,0.000332513,0.000290826,0.000250021,,
0.000507324,0.000478479,0.000395182,0.000332513,0.000290826,,
0.003899336,0.000554959,0.000478479,0.000395182,0.000332513,,
0.008002787,0.000620972,0.000554959,0.000478479,0.000395182,,
0.009625215,0.000625826,0.000620972,0.000554959,0.000478479,,
0.009938743,0.000597033,0.000625826,0.000620972,0.000554959,,
0.009982581,0.000626812,0.000597033,0.000625826,0.000620972,,
0.009988931,0.000673652,0.000626812,0.000597033,0.000625826,,
0.009989879,0.000690645,0.000673652,0.000626812,0.000597033,,
0.009989998,0.000680525,0.000690645,0.000673652,0.000626812,,
0.009990009,0.000660382,0.000680525,0.000690645,0.000673652,,
0.00999001,0.000645056,0.000660382,0.000680525,0.000690645,,
0.00999001,0.000683362,0.000645056,0.000660382,0.000680525,,
0.00999001,0.000727874,0.000683362,0.000645056,0.000660382,,
0.00999001,0.000689121,0.000727874,0.000683362,0.000645056,,
0.00999001,0.000580435,0.000689121,0.000727874,0.000683362,,
0.00999001,0.000522743,0.000580435,0.000689121,0.000727874,,
0.00999001,0.000531103,0.000522743,0.000580435,0.000689121,,
0.00999001,0.000548801,0.000531103,0.000522743,0.000580435,,
0.00999001,0.000561837,0.000548801,0.000531103,0.000522743,,
0.00999001,0.000620461,0.000561837,0.000548801,0.000531103,,
0.00999001,0.000735206,0.000620461,0.000561837,0.000548801,,
0.00999001,0.000799293,0.000735206,0.000620461,0.000561837,,
0.00999001,0.00080273,0.000799293,0.000735206,0.000620461,,
0.00999001,0.000834416,0.00080273,0.000799293,0.000735206,,
0.00999001,0.000913054,0.000834416,0.00080273,0.000799293,,
0.00999001,0.001019178,0.000913054,0.000834416,0.00080273,,
0.00999001,0.001109514,0.001019178,0.000913054,0.000834416,,
0.00999001,0.001184026,0.001109514,0.001019178,0.000913054,,
0.00999001,0.001136539,0.001184026,0.001109514,0.001019178,,
0.00999001,0.001021797,0.001136539,0.001184026,0.001109514,,
0.00999001,0.00093118,0.001021797,0.001136539,0.001184026,,
0.00999001,0.000940243,0.00093118,0.001021797,0.001136539,,
0.00999001,0.001057914,0.000940243,0.00093118,0.001021797,,
0.00999001,0.001277469,0.001057914,0.000940243,0.00093118,,
0.00999001,0.001520413,0.001277469,0.001057914,0.000940243,,
0.00999001,0.001704228,0.001520413,0.001277469,0.001057914,,
0.00999001,0.00187677,0.001704228,0.001520413,0.001277469,,
0.00999001,0.00202305,0.00187677,0.001704228,0.001520413,,
0.00999001,0.002107468,0.00202305,0.00187677,0.001704228,,
0.00999001,0.002043529,0.002107468,0.00202305,0.00187677,,
0.00999001,0.001876382,0.002043529,0.002107468,0.00202305,,
0.00999001,0.001683729,0.001876382,0.002043529,0.002107468,,
0.00999001,0.001500107,0.001683729,0.001876382,0.002043529,,
0.00999001,0.001310065,0.001500107,0.001683729,0.001876382,,
0.00999001,0.001118513,0.001310065,0.001500107,0.001683729,,
0.00999001,0.001002646,0.001118513,0.001310065,0.001500107,,
0.00999001,0.00094096,0.001002646,0.001118513,0.001310065,,
0.00999001,0.000927376,0.00094096,0.001002646,0.001118513,,
0.00999001,0.000894324,0.000927376,0.00094096,0.001002646,,
0.00999001,0.000841924,0.000894324,0.000927376,0.00094096,,
0.00999001,0.000795854,0.000841924,0.000894324,0.000927376,,
0.00999001,0.000781938,0.000795854,0.000841924,0.000894324,,
0.00999001,0.000799473,0.000781938,0.000795854,0.000841924,,
0.00999001,0.000822824,0.000799473,0.000781938,0.000795854,,
0.00999001,0.000820167,0.000822824,0.000799473,0.000781938,,
