InputPower,OutputPowerWithoutDelay,Previous1OutputPower,Previous2OutputPower,Previous3OutputPower,,
0.00999001,0.00081653,0.00067818,0.000620842,0.000647778,,
0.00999001,0.000957604,0.00081653,0.00067818,0.000620842,,
0.00999001,0.00099614,0.000957604,0.00081653,0.00067818,,
0.00999001,0.000975862,0.00099614,0.000957604,0.00081653,,
0.00999001,0.001008953,0.000975862,0.00099614,0.000957604,,
0.00999001,0.00103751,0.001008953,0.000975862,0.00099614,,
0.00999001,0.001040135,0.00103751,0.001008953,0.000975862,,
0.00999001,0.001057066,0.001040135,0.00103751,0.001008953,,
0.00999001,0.00106839,0.001057066,0.001040135,0.00103751,,
0.00999001,0.0010559,0.00106839,0.001057066,0.001040135,,
0.00999001,0.00106272,0.0010559,0.00106839,0.001057066,,
0.00999001,0.001128832,0.00106272,0.0010559,0.00106839,,
0.00999001,0.001256421,0.001128832,0.00106272,0.0010559,,
0.00999001,0.001395421,0.001256421,0.001128832,0.00106272,,
0.00999001,0.001486163,0.001395421,0.001256421,0.001128832,,
0.00999001,0.001517579,0.001486163,0.001395421,0.001256421,,
0.00999001,0.00155402,0.001517579,0.001486163,0.001395421,,
0.00999001,0.00173314,0.00155402,0.001517579,0.001486163,,
0.00999001,0.001911337,0.00173314,0.00155402,0.001517579,,
0.00999001,0.001986781,0.001911337,0.00173314,0.00155402,,
0.00999001,0.001899944,0.001986781,0.001911337,0.00173314,,
0.00999001,0.001717813,0.001899944,0.001986781,0.001911337,,
0.00999001,0.001538665,0.001717813,0.001899944,0.001986781,,
0.00999001,0.001365331,0.001538665,0.001717813,0.001899944,,
0.00999001,0.001248854,0.001365331,0.001538665,0.001717813,,
0.00999001,0.00118897,0.001248854,0.001365331,0.001538665,,
0.00999001,0.001183062,0.00118897,0.001248854,0.001365331,,
0.00999001,0.001157705,0.001183062,0.00118897,0.001248854,,
0.00999001,0.001118867,0.001157705,0.001183062,0.00118897,,
0.00999001,0.001034695,0.001118867,0.001157705,0.001183062,,
0.00999001,0.000960703,0.001034695,0.001118867,0.001157705,,
0.00999001,0.000898148,0.000960703,0.001034695,0.001118867,,
0.00999001,0.00088261,0.000898148,0.000960703,0.001034695,,
0.00999001,0.000844809,0.00088261,0.000898148,0.000960703,,
0.00999001,0.000758389,0.000844809,0.00088261,0.000898148,,
0.00999001,0.000688503,0.000758389,0.000844809,0.00088261,,
0.00999001,0.000634439,0.000688503,0.000758389,0.000844809,,
0.00999001,0.000626534,0.000634439,0.000688503,0.000758389,,
0.00999001,0.000661918,0.000626534,0.000634439,0.000688503,,
0.00999001,0.000709205,0.000661918,0.000626534,0.000634439,,
0.00999001,0.000773254,0.000709205,0.000661918,0.000626534,,
0.00999001,0.000844414,0.000773254,0.000709205,0.000661918,,
0.00999001,0.000866992,0.000844414,0.000773254,0.000709205,,
0.00999001,0.000839886,0.000866992,0.000844414,0.000773254,,
0.00999001,0.000784618,0.000839886,0.000866992,0.000844414,,
0.00999001,0.000756821,0.000784618,0.000839886,0.000866992,,
0.00999001,0.000797357,0.000756821,0.000784618,0.000839886,,
0.00999001,0.000837946,0.000797357,0.000756821,0.000784618,,
0.00999001,0.000795428,0.000837946,0.000797357,0.000756821,,
0.00999001,0.000763446,0.000795428,0.000837946,0.000797357,,
0.00999001,0.000812231,0.000763446,0.000795428,0.000837946,,
0.00999001,0.000913493,0.000812231,0.000763446,0.000795428,,
0.00999001,0.001003891,0.000913493,0.000812231,0.000763446,,
0.00999001,0.001104885,0.001003891,0.000913493,0.000812231,,
0.00999001,0.00116529,0.001104885,0.001003891,0.000913493,,
0.00999001,0.001246956,0.00116529,0.001104885,0.001003891,,
0.00999001,0.00138317,0.001246956,0.00116529,0.001104885,,
0.00999001,0.00151981,0.00138317,0.001246956,0.00116529,,
0.00999001,0.001569878,0.00151981,0.00138317,0.001246956,,
0.00999001,0.001560867,0.001569878,0.00151981,0.00138317,,
0.00999001,0.001618135,0.001560867,0.001569878,0.00151981,,
0.00999001,0.001783147,0.001618135,0.001560867,0.001569878,,
0.00999001,0.001921406,0.001783147,0.001618135,0.001560867,,
0.00999001,0.001927456,0.001921406,0.001783147,0.001618135,,
0.00999001,0.001792752,0.001927456,0.001921406,0.001783147,,
0.00999001,0.001586155,0.001792752,0.001927456,0.001921406,,
0.00999001,0.001360653,0.001586155,0.001792752,0.001927456,,
0.00999001,0.00120181,0.001360653,0.001586155,0.001792752,,
0.00999001,0.00115972,0.00120181,0.001360653,0.001586155,,
0.00999001,0.001137309,0.00115972,0.00120181,0.001360653,,
0.00999001,0.001130899,0.001137309,0.00115972,0.00120181,,
0.00999001,0.001150584,0.001130899,0.001137309,0.00115972,,
0.00999001,0.001142685,0.001150584,0.001130899,0.001137309,,
0.00999001,0.00105118,0.001142685,0.001150584,0.001130899,,
0.00999001,0.000896941,0.00105118,0.001142685,0.001150584,,
0.00999001,0.00075886,0.000896941,0.00105118,0.001142685,,
0.00999001,0.000686898,0.00075886,0.000896941,0.00105118,,
0.00999001,0.000695082,0.000686898,0.00075886,0.000896941,,
0.00999001,0.000726251,0.000695082,0.000686898,0.00075886,,
0.00999001,0.000769399,0.000726251,0.000695082,0.000686898,,
0.00999001,0.000815491,0.000769399,0.000726251,0.000695082,,
0.00999001,0.000777403,0.000815491,0.000769399,0.000726251,,
0.00999001,0.000710626,0.000777403,0.000815491,0.000769399,,
0.00999001,0.00065455,0.000710626,0.000777403,0.000815491,,
0.00999001,0.000599797,0.00065455,0.000710626,0.000777403,,
0.00999001,0.000553482,0.000599797,0.00065455,0.000710626,,
0.00999001,0.000559044,0.000553482,0.000599797,0.00065455,,
0.00999001,0.00063418,0.000559044,0.000553482,0.000599797,,
0.00999001,0.000731855,0.00063418,0.000559044,0.000553482,,
0.00999001,0.000745027,0.000731855,0.00063418,0.000559044,,
0.00999001,0.00068464,0.000745027,0.000731855,0.00063418,,
0.00999001,0.000691844,0.00068464,0.000745027,0.000731855,,
0.00999001,0.000759139,0.000691844,0.00068464,0.000745027,,
0.00999001,0.000753305,0.000759139,0.000691844,0.00068464,,
0.00999001,0.000682258,0.000753305,0.000759139,0.000691844,,
0.00999001,0.000606604,0.000682258,0.000753305,0.000759139,,
0.00999001,0.000556943,0.000606604,0.000682258,0.000753305,,
0.00999001,0.000515527,0.000556943,0.000606604,0.000682258,,
0.00999001,0.000471736,0.000515527,0.000556943,0.000606604,,
0.00999001,0.000410479,0.000471736,0.000515527,0.000556943,,
0.00999001,0.000377747,0.000410479,0.000471736,0.000515527,,
0.00999001,0.000350205,0.000377747,0.000410479,0.000471736,,
0.00999001,0.000337265,0.000350205,0.000377747,0.000410479,,
0.00999001,0.000306321,0.000337265,0.000350205,0.000377747,,
0.00999001,0.000266877,0.000306321,0.000337265,0.000350205,,
0.00999001,0.000238258,0.000266877,0.000306321,0.000337265,,
0.00999001,0.00020615,0.000238258,0.000266877,0.000306321,,
0.00999001,0.000169715,0.00020615,0.000238258,0.000266877,,
0.009492676,0.000153495,0.000169715,0.00020615,0.000238258,,
0.006100664,0.000157304,0.000153495,0.000169715,0.00020615,,
0.001997213,0.000164228,0.000157304,0.000153495,0.000169715,,
0.000374785,0.000167647,0.000164228,0.000157304,0.000153495,,
6.13E-05,0.000155573,0.000167647,0.000164228,0.000157304,,
1.74E-05,0.000157471,0.000155573,0.000167647,0.000164228,,
1.11E-05,0.00015958,0.000157471,0.000155573,0.000167647,,
1.01E-05,0.000141618,0.00015958,0.000157471,0.000155573,,
1.00E-05,0.000113245,0.000141618,0.00015958,0.000157471,,
9.99E-06,8.49E-05,0.000113245,0.000141618,0.00015958,,
9.99E-06,7.06E-05,8.49E-05,0.000113245,0.000141618,,
9.99E-06,7.24E-05,7.06E-05,8.49E-05,0.000113245,,
9.99E-06,7.08E-05,7.24E-05,7.06E-05,8.49E-05,,
9.99E-06,5.34E-05,7.08E-05,7.24E-05,7.06E-05,,
9.99E-06,4.10E-05,5.34E-05,7.08E-05,7.24E-05,,
9.99E-06,3.80E-05,4.10E-05,5.34E-05,7.08E-05,,
9.99E-06,3.90E-05,3.80E-05,4.10E-05,5.34E-05,,
9.99E-06,3.59E-05,3.90E-05,3.80E-05,4.10E-05,,
9.99E-06,3.72E-05,3.59E-05,3.90E-05,3.80E-05,,
9.99E-06,4.34E-05,3.72E-05,3.59E-05,3.90E-05,,
9.99E-06,5.74E-05,4.34E-05,3.72E-05,3.59E-05,,
9.99E-06,7.46E-05,5.74E-05,4.34E-05,3.72E-05,,
9.99E-06,0.000114212,7.46E-05,5.74E-05,4.34E-05,,
9.99E-06,0.000178443,0.000114212,7.46E-05,5.74E-05,,
9.99E-06,0.000227952,0.000178443,0.000114212,7.46E-05,,
9.99E-06,0.000232093,0.000227952,0.000178443,0.000114212,,
9.99E-06,0.000235292,0.000232093,0.000227952,0.000178443,,
9.99E-06,0.000274509,0.000235292,0.000232093,0.000227952,,
9.99E-06,0.000301143,0.000274509,0.000235292,0.000232093,,
9.99E-06,0.000285803,0.000301143,0.000274509,0.000235292,,
9.99E-06,0.000246013,0.000285803,0.000301143,0.000274509,,
9.99E-06,0.000206408,0.000246013,0.000285803,0.000301143,,
9.99E-06,0.000176999,0.000206408,0.000246013,0.000285803,,
9.99E-06,0.000153015,0.000176999,0.000206408,0.000246013,,
9.99E-06,0.000142809,0.000153015,0.000176999,0.000206408,,
9.99E-06,0.000127437,0.000142809,0.000153015,0.000176999,,
9.99E-06,0.00011796,0.000127437,0.000142809,0.000153015,,
9.99E-06,0.000120275,0.00011796,0.000127437,0.000142809,,
9.99E-06,0.000108097,0.000120275,0.00011796,0.000127437,,
9.99E-06,9.68E-05,0.000108097,0.000120275,0.00011796,,
9.99E-06,0.000101443,9.68E-05,0.000108097,0.000120275,,
9.99E-06,0.000121792,0.000101443,9.68E-05,0.000108097,,
9.99E-06,0.000113194,0.000121792,0.000101443,9.68E-05,,
9.99E-06,7.71E-05,0.000113194,0.000121792,0.000101443,,
9.99E-06,4.16E-05,7.71E-05,0.000113194,0.000121792,,
9.99E-06,1.81E-05,4.16E-05,7.71E-05,0.000113194,,
9.99E-06,1.34E-05,1.81E-05,4.16E-05,7.71E-05,,
9.99E-06,2.10E-05,1.34E-05,1.81E-05,4.16E-05,,
9.99E-06,2.59E-05,2.10E-05,1.34E-05,1.81E-05,,
9.99E-06,2.17E-05,2.59E-05,2.10E-05,1.34E-05,,
9.99E-06,2.06E-05,2.17E-05,2.59E-05,2.10E-05,,
9.99E-06,2.33E-05,2.06E-05,2.17E-05,2.59E-05,,
9.99E-06,3.86E-05,2.33E-05,2.06E-05,2.17E-05,,
9.99E-06,7.04E-05,3.86E-05,2.33E-05,2.06E-05,,
9.99E-06,0.000122197,7.04E-05,3.86E-05,2.33E-05,,
9.99E-06,0.000152725,0.000122197,7.04E-05,3.86E-05,,
9.99E-06,0.000148288,0.000152725,0.000122197,7.04E-05,,
9.99E-06,0.000133139,0.000148288,0.000152725,0.000122197,,
9.99E-06,0.00011763,0.000133139,0.000148288,0.000152725,,
9.99E-06,0.00010878,0.00011763,0.000133139,0.000148288,,
9.99E-06,0.000115669,0.00010878,0.00011763,0.000133139,,
9.99E-06,0.000146147,0.000115669,0.00010878,0.00011763,,
9.99E-06,0.000186293,0.000146147,0.000115669,0.00010878,,
9.99E-06,0.000221915,0.000186293,0.000146147,0.000115669,,
0.000507324,0.000274137,0.000221915,0.000186293,0.000146147,,
0.003899336,0.000348363,0.000274137,0.000221915,0.000186293,,
0.008002787,0.000465838,0.000348363,0.000274137,0.000221915,,
0.009625215,0.000585064,0.000465838,0.000348363,0.000274137,,
0.009938743,0.000625618,0.000585064,0.000465838,0.000348363,,
0.009982581,0.00062987,0.000625618,0.000585064,0.000465838,,
0.009988931,0.000676402,0.00062987,0.000625618,0.000585064,,
0.009989879,0.000772173,0.000676402,0.00062987,0.000625618,,
0.009989998,0.000821387,0.000772173,0.000676402,0.00062987,,
0.009990009,0.00077699,0.000821387,0.000772173,0.000676402,,
0.00999001,0.00074392,0.00077699,0.000821387,0.000772173,,
0.00999001,0.000747846,0.00074392,0.00077699,0.000821387,,
0.00999001,0.000760194,0.000747846,0.00074392,0.00077699,,
0.00999001,0.000780252,0.000760194,0.000747846,0.00074392,,
0.00999001,0.000809981,0.000780252,0.000760194,0.000747846,,
0.00999001,0.000868789,0.000809981,0.000780252,0.000760194,,
0.00999001,0.000927902,0.000868789,0.000809981,0.000780252,,
0.00999001,0.000934404,0.000927902,0.000868789,0.000809981,,
0.00999001,0.000930613,0.000934404,0.000927902,0.000868789,,
0.00999001,0.000980719,0.000930613,0.000934404,0.000927902,,
0.00999001,0.001129849,0.000980719,0.000930613,0.000934404,,
0.00999001,0.001276349,0.001129849,0.000980719,0.000930613,,
0.00999001,0.001303877,0.001276349,0.001129849,0.000980719,,
0.00999001,0.00129808,0.001303877,0.001276349,0.001129849,,
0.00999001,0.001310877,0.00129808,0.001303877,0.001276349,,
0.00999001,0.001380618,0.001310877,0.00129808,0.001303877,,
0.00999001,0.001471589,0.001380618,0.001310877,0.00129808,,
0.00999001,0.001565657,0.001471589,0.001380618,0.001310877,,
0.00999001,0.001600417,0.001565657,0.001471589,0.001380618,,
0.00999001,0.001537277,0.001600417,0.001565657,0.001471589,,
0.00999001,0.001463122,0.001537277,0.001600417,0.001565657,,
0.00999001,0.001438477,0.001463122,0.001537277,0.001600417,,
0.00999001,0.001460346,0.001438477,0.001463122,0.001537277,,
0.00999001,0.001496787,0.001460346,0.001438477,0.001463122,,
0.00999001,0.001523757,0.001496787,0.001460346,0.001438477,,
0.00999001,0.001518519,0.001523757,0.001496787,0.001460346,,
0.00999001,0.001460343,0.001518519,0.001523757,0.001496787,,
0.00999001,0.001400044,0.001460343,0.001518519,0.001523757,,
0.00999001,0.001387349,0.001400044,0.001460343,0.001518519,,
0.00999001,0.001369657,0.001387349,0.001400044,0.001460343,,
0.00999001,0.001317341,0.001369657,0.001387349,0.001400044,,
0.00999001,0.001202768,0.001317341,0.001369657,0.001387349,,
0.00999001,0.001098587,0.001202768,0.001317341,0.001369657,,
0.00999001,0.000994373,0.001098587,0.001202768,0.001317341,,
0.00999001,0.000863269,0.000994373,0.001098587,0.001202768,,
0.00999001,0.000728895,0.000863269,0.000994373,0.001098587,,
0.00999001,0.000608682,0.000728895,0.000863269,0.000994373,,
0.00999001,0.000534614,0.000608682,0.000728895,0.000863269,,
0.00999001,0.000506651,0.000534614,0.000608682,0.000728895,,
0.00999001,0.000479249,0.000506651,0.000534614,0.000608682,,
0.00999001,0.000417861,0.000479249,0.000506651,0.000534614,,
0.00999001,0.000353671,0.000417861,0.000479249,0.000506651,,
0.00999001,0.000343253,0.000353671,0.000417861,0.000479249,,
0.00999001,0.000377249,0.000343253,0.000353671,0.000417861,,
0.00999001,0.00037779,0.000377249,0.000343253,0.000353671,,
0.00999001,0.000351227,0.00037779,0.000377249,0.000343253,,
0.00999001,0.000334897,0.000351227,0.00037779,0.000377249,,
0.00999001,0.000322088,0.000334897,0.000351227,0.00037779,,
0.00999001,0.000294812,0.000322088,0.000334897,0.000351227,,
0.00999001,0.000254231,0.000294812,0.000322088,0.000334897,,
0.00999001,0.000233235,0.000254231,0.000294812,0.000322088,,
0.00999001,0.000239897,0.000233235,0.000254231,0.000294812,,
0.00999001,0.000233724,0.000239897,0.000233235,0.000254231,,
0.00999001,0.000205743,0.000233724,0.000239897,0.000233235,,
0.009492676,0.000169974,0.000205743,0.000233724,0.000239897,,
0.006100664,0.000140178,0.000169974,0.000205743,0.000233724,,
0.001997213,0.000107473,0.000140178,0.000169974,0.000205743,,
0.000374785,7.11E-05,0.000107473,0.000140178,0.000169974,,
6.13E-05,3.66E-05,7.11E-05,0.000107473,0.000140178,,
1.74E-05,1.78E-05,3.66E-05,7.11E-05,0.000107473,,
1.11E-05,1.60E-05,1.78E-05,3.66E-05,7.11E-05,,
1.01E-05,2.15E-05,1.60E-05,1.78E-05,3.66E-05,,
1.00E-05,2.07E-05,2.15E-05,1.60E-05,1.78E-05,,
9.99E-06,2.43E-05,2.07E-05,2.15E-05,1.60E-05,,
9.99E-06,3.67E-05,2.43E-05,2.07E-05,2.15E-05,,
9.99E-06,5.71E-05,3.67E-05,2.43E-05,2.07E-05,,
9.99E-06,0.000103098,5.71E-05,3.67E-05,2.43E-05,,
9.99E-06,0.000167282,0.000103098,5.71E-05,3.67E-05,,
9.99E-06,0.00021512,0.000167282,0.000103098,5.71E-05,,
9.99E-06,0.000211911,0.00021512,0.000167282,0.000103098,,
9.99E-06,0.000197957,0.000211911,0.00021512,0.000167282,,
9.99E-06,0.000183908,0.000197957,0.000211911,0.00021512,,
9.99E-06,0.000172093,0.000183908,0.000197957,0.000211911,,
9.99E-06,0.000169956,0.000172093,0.000183908,0.000197957,,
9.99E-06,0.00016077,0.000169956,0.000172093,0.000183908,,
9.99E-06,0.000141355,0.00016077,0.000169956,0.000172093,,
9.99E-06,0.00012281,0.000141355,0.00016077,0.000169956,,
9.99E-06,9.35E-05,0.00012281,0.000141355,0.00016077,,
9.99E-06,6.49E-05,9.35E-05,0.00012281,0.000141355,,
9.99E-06,5.42E-05,6.49E-05,9.35E-05,0.00012281,,
9.99E-06,5.93E-05,5.42E-05,6.49E-05,9.35E-05,,
9.99E-06,5.85E-05,5.93E-05,5.42E-05,6.49E-05,,
9.99E-06,4.02E-05,5.85E-05,5.93E-05,5.42E-05,,
9.99E-06,2.65E-05,4.02E-05,5.85E-05,5.93E-05,,
9.99E-06,1.69E-05,2.65E-05,4.02E-05,5.85E-05,,
9.99E-06,1.37E-05,1.69E-05,2.65E-05,4.02E-05,,
9.99E-06,1.91E-05,1.37E-05,1.69E-05,2.65E-05,,
9.99E-06,2.63E-05,1.91E-05,1.37E-05,1.69E-05,,
9.99E-06,2.90E-05,2.63E-05,1.91E-05,1.37E-05,,
9.99E-06,4.00E-05,2.90E-05,2.63E-05,1.91E-05,,
9.99E-06,4.87E-05,4.00E-05,2.90E-05,2.63E-05,,
9.99E-06,5.25E-05,4.87E-05,4.00E-05,2.90E-05,,
9.99E-06,4.70E-05,5.25E-05,4.87E-05,4.00E-05,,
9.99E-06,3.90E-05,4.70E-05,5.25E-05,4.87E-05,,
9.99E-06,4.06E-05,3.90E-05,4.70E-05,5.25E-05,,
9.99E-06,4.49E-05,4.06E-05,3.90E-05,4.70E-05,,
9.99E-06,4.63E-05,4.49E-05,4.06E-05,3.90E-05,,
9.99E-06,3.45E-05,4.63E-05,4.49E-05,4.06E-05,,
9.99E-06,2.51E-05,3.45E-05,4.63E-05,4.49E-05,,
9.99E-06,1.69E-05,2.51E-05,3.45E-05,4.63E-05,,
9.99E-06,6.02E-06,1.69E-05,2.51E-05,3.45E-05,,
9.99E-06,3.22E-06,6.02E-06,1.69E-05,2.51E-05,,
9.99E-06,1.28E-05,3.22E-06,6.02E-06,1.69E-05,,
9.99E-06,2.16E-05,1.28E-05,3.22E-06,6.02E-06,,
9.99E-06,2.43E-05,2.16E-05,1.28E-05,3.22E-06,,
9.99E-06,2.47E-05,2.43E-05,2.16E-05,1.28E-05,,
9.99E-06,2.06E-05,2.47E-05,2.43E-05,2.16E-05,,
9.99E-06,1.46E-05,2.06E-05,2.47E-05,2.43E-05,,
9.99E-06,1.30E-05,1.46E-05,2.06E-05,2.47E-05,,
9.99E-06,1.75E-05,1.30E-05,1.46E-05,2.06E-05,,
9.99E-06,3.96E-05,1.75E-05,1.30E-05,1.46E-05,,
9.99E-06,7.92E-05,3.96E-05,1.75E-05,1.30E-05,,
9.99E-06,9.46E-05,7.92E-05,3.96E-05,1.75E-05,,
9.99E-06,9.05E-05,9.46E-05,7.92E-05,3.96E-05,,
9.99E-06,9.09E-05,9.05E-05,9.46E-05,7.92E-05,,
9.99E-06,8.50E-05,9.09E-05,9.05E-05,9.46E-05,,
9.99E-06,8.23E-05,8.50E-05,9.09E-05,9.05E-05,,
9.99E-06,7.22E-05,8.23E-05,8.50E-05,9.09E-05,,
9.99E-06,6.20E-05,7.22E-05,8.23E-05,8.50E-05,,
9.99E-06,5.49E-05,6.20E-05,7.22E-05,8.23E-05,,
9.99E-06,3.80E-05,5.49E-05,6.20E-05,7.22E-05,,
9.99E-06,2.00E-05,3.80E-05,5.49E-05,6.20E-05,,
9.99E-06,7.40E-06,2.00E-05,3.80E-05,5.49E-05,,
9.99E-06,9.13E-06,7.40E-06,2.00E-05,3.80E-05,,
9.99E-06,1.81E-05,9.13E-06,7.40E-06,2.00E-05,,
9.99E-06,1.29E-05,1.81E-05,9.13E-06,7.40E-06,,
9.99E-06,4.43E-06,1.29E-05,1.81E-05,9.13E-06,,
9.99E-06,9.67E-07,4.43E-06,1.29E-05,1.81E-05,,
9.99E-06,1.93E-06,9.67E-07,4.43E-06,1.29E-05,,
9.99E-06,3.33E-06,1.93E-06,9.67E-07,4.43E-06,,
9.99E-06,3.28E-06,3.33E-06,1.93E-06,9.67E-07,,
9.99E-06,5.52E-06,3.28E-06,3.33E-06,1.93E-06,,
9.99E-06,1.63E-05,5.52E-06,3.28E-06,3.33E-06,,
9.99E-06,3.27E-05,1.63E-05,5.52E-06,3.28E-06,,
9.99E-06,4.01E-05,3.27E-05,1.63E-05,5.52E-06,,
9.99E-06,3.89E-05,4.01E-05,3.27E-05,1.63E-05,,
9.99E-06,3.92E-05,3.89E-05,4.01E-05,3.27E-05,,
9.99E-06,3.58E-05,3.92E-05,3.89E-05,4.01E-05,,
9.99E-06,4.03E-05,3.58E-05,3.92E-05,3.89E-05,,
9.99E-06,5.12E-05,4.03E-05,3.58E-05,3.92E-05,,
9.99E-06,5.60E-05,5.12E-05,4.03E-05,3.58E-05,,
9.99E-06,5.27E-05,5.60E-05,5.12E-05,4.03E-05,,
9.99E-06,6.00E-05,5.27E-05,5.60E-05,5.12E-05,,
9.99E-06,5.26E-05,6.00E-05,5.27E-05,5.60E-05,,
9.99E-06,4.15E-05,5.26E-05,6.00E-05,5.27E-05,,
9.99E-06,4.73E-05,4.15E-05,5.26E-05,6.00E-05,,
9.99E-06,6.26E-05,4.73E-05,4.15E-05,5.26E-05,,
9.99E-06,7.73E-05,6.26E-05,4.73E-05,4.15E-05,,
9.99E-06,8.63E-05,7.73E-05,6.26E-05,4.73E-05,,
9.99E-06,8.26E-05,8.63E-05,7.73E-05,6.26E-05,,
9.99E-06,7.14E-05,8.26E-05,8.63E-05,7.73E-05,,
9.99E-06,6.72E-05,7.14E-05,8.26E-05,8.63E-05,,
9.99E-06,6.95E-05,6.72E-05,7.14E-05,8.26E-05,,
9.99E-06,8.89E-05,6.95E-05,6.72E-05,7.14E-05,,
9.99E-06,0.000133012,8.89E-05,6.95E-05,6.72E-05,,
9.99E-06,0.00018099,0.000133012,8.89E-05,6.95E-05,,
9.99E-06,0.000202249,0.00018099,0.000133012,8.89E-05,,
9.99E-06,0.000201446,0.000202249,0.00018099,0.000133012,,
9.99E-06,0.000197343,0.000201446,0.000202249,0.00018099,,
9.99E-06,0.000195725,0.000197343,0.000201446,0.000202249,,
9.99E-06,0.000186878,0.000195725,0.000197343,0.000201446,,
9.99E-06,0.000159476,0.000186878,0.000195725,0.000197343,,
9.99E-06,0.000130908,0.000159476,0.000186878,0.000195725,,
9.99E-06,0.000106629,0.000130908,0.000159476,0.000186878,,
9.99E-06,8.37E-05,0.000106629,0.000130908,0.000159476,,
9.99E-06,6.79E-05,8.37E-05,0.000106629,0.000130908,,
9.99E-06,5.23E-05,6.79E-05,8.37E-05,0.000106629,,
9.99E-06,4.82E-05,5.23E-05,6.79E-05,8.37E-05,,
9.99E-06,4.95E-05,4.82E-05,5.23E-05,6.79E-05,,
9.99E-06,4.81E-05,4.95E-05,4.82E-05,5.23E-05,,
9.99E-06,5.69E-05,4.81E-05,4.95E-05,4.82E-05,,
9.99E-06,7.61E-05,5.69E-05,4.81E-05,4.95E-05,,
9.99E-06,0.0001032,7.61E-05,5.69E-05,4.81E-05,,
9.99E-06,0.000109044,0.0001032,7.61E-05,5.69E-05,,
9.99E-06,0.000109023,0.000109044,0.0001032,7.61E-05,,
9.99E-06,0.000136915,0.000109023,0.000109044,0.0001032,,
9.99E-06,0.000198558,0.000136915,0.000109023,0.000109044,,
9.99E-06,0.000234755,0.000198558,0.000136915,0.000109023,,
9.99E-06,0.000242807,0.000234755,0.000198558,0.000136915,,
9.99E-06,0.000243412,0.000242807,0.000234755,0.000198558,,
9.99E-06,0.000238433,0.000243412,0.000242807,0.000234755,,
9.99E-06,0.000238411,0.000238433,0.000243412,0.000242807,,
0.000507324,0.000260253,0.000238411,0.000238433,0.000243412,,
0.003899336,0.000285096,0.000260253,0.000238411,0.000238433,,
0.008002787,0.00033476,0.000285096,0.000260253,0.000238411,,
0.009625215,0.000400493,0.00033476,0.000285096,0.000260253,,
0.009938743,0.000437745,0.000400493,0.00033476,0.000285096,,
0.009982581,0.000453134,0.000437745,0.000400493,0.00033476,,
0.009988931,0.0005011,0.000453134,0.000437745,0.000400493,,
0.009989879,0.000573026,0.0005011,0.000453134,0.000437745,,
0.009989998,0.000630068,0.000573026,0.0005011,0.000453134,,
0.009990009,0.000654706,0.000630068,0.000573026,0.0005011,,
0.00999001,0.000678743,0.000654706,0.000630068,0.000573026,,
0.00999001,0.000713681,0.000678743,0.000654706,0.000630068,,
0.00999001,0.000772469,0.000713681,0.000678743,0.000654706,,
0.00999001,0.000834168,0.000772469,0.000713681,0.000678743,,
0.00999001,0.000921191,0.000834168,0.000772469,0.000713681,,
0.00999001,0.001100123,0.000921191,0.000834168,0.000772469,,
0.00999001,0.0013083,0.001100123,0.000921191,0.000834168,,
0.00999001,0.00140462,0.0013083,0.001100123,0.000921191,,
0.00999001,0.001419069,0.00140462,0.0013083,0.001100123,,
0.00999001,0.001417521,0.001419069,0.00140462,0.0013083,,
0.00999001,0.001372022,0.001417521,0.001419069,0.00140462,,
0.00999001,0.001345936,0.001372022,0.001417521,0.001419069,,
0.00999001,0.001297898,0.001345936,0.001372022,0.001417521,,
0.00999001,0.001183243,0.001297898,0.001345936,0.001372022,,
0.00999001,0.00110923,0.001183243,0.001297898,0.001345936,,
0.00999001,0.001115947,0.00110923,0.001183243,0.001297898,,
0.00999001,0.001198658,0.001115947,0.00110923,0.001183243,,
0.00999001,0.001367369,0.001198658,0.001115947,0.00110923,,
0.00999001,0.001564585,0.001367369,0.001198658,0.001115947,,
0.00999001,0.001703692,0.001564585,0.001367369,0.001198658,,
0.00999001,0.00167803,0.001703692,0.001564585,0.001367369,,
0.00999001,0.00154555,0.00167803,0.001703692,0.001564585,,
0.00999001,0.001436762,0.00154555,0.00167803,0.001703692,,
0.00999001,0.001363747,0.001436762,0.00154555,0.00167803,,
0.00999001,0.001363085,0.001363747,0.001436762,0.00154555,,
0.00999001,0.00138406,0.001363085,0.001363747,0.001436762,,
0.00999001,0.001324543,0.00138406,0.001363085,0.001363747,,
0.00999001,0.001203249,0.001324543,0.00138406,0.001363085,,
0.00999001,0.001083472,0.001203249,0.001324543,0.00138406,,
0.00999001,0.001011744,0.001083472,0.001203249,0.001324543,,
0.00999001,0.00100427,0.001011744,0.001083472,0.001203249,,
0.00999001,0.000985885,0.00100427,0.001011744,0.001083472,,
0.00999001,0.000970076,0.000985885,0.00100427,0.001011744,,
0.00999001,0.000932685,0.000970076,0.000985885,0.00100427,,
0.00999001,0.000881075,0.000932685,0.000970076,0.000985885,,
0.00999001,0.000803412,0.000881075,0.000932685,0.000970076,,
0.00999001,0.000687768,0.000803412,0.000881075,0.000932685,,
0.00999001,0.000609063,0.000687768,0.000803412,0.000881075,,
0.00999001,0.000587412,0.000609063,0.000687768,0.000803412,,
0.00999001,0.000567028,0.000587412,0.000609063,0.000687768,,
0.00999001,0.000523786,0.000567028,0.000587412,0.000609063,,
