InputPower,OutputPowerWithoutDelay,FiberLength,PreviousOutputPowerWithoutDelay
0.000999001,0.000245535,20,0.000259757
0.000999001,0.000231792,20,0.000245535
0.000999001,0.000212349,20,0.000231792
0.000999001,0.000193465,20,0.000212349
0.000999001,0.000167544,20,0.000193465
0.000999001,0.000145819,20,0.000167544
0.000999001,0.000146516,20,0.000145819
0.000999001,0.000155977,20,0.000146516
0.000999001,0.000166436,20,0.000155977
0.000999001,0.000168852,20,0.000166436
0.000999001,0.000165585,20,0.000168852
0.000999001,0.000164031,20,0.000165585
0.000999001,0.000153189,20,0.000164031
0.000999001,0.00012612,20,0.000153189
0.000999001,9.67E-05,20,0.00012612
0.000999001,7.48E-05,20,9.67E-05
0.000949268,5.64E-05,20,7.48E-05
0.000610066,4.52E-05,20,5.64E-05
0.000199721,4.14E-05,20,4.52E-05
3.75E-05,4.37E-05,20,4.14E-05
6.13E-06,5.29E-05,20,4.37E-05
1.74E-06,5.54E-05,20,5.29E-05
1.11E-06,4.95E-05,20,5.54E-05
1.01E-06,4.72E-05,20,4.95E-05
1.00E-06,5.01E-05,20,4.72E-05
9.99E-07,5.64E-05,20,5.01E-05
9.99E-07,6.06E-05,20,5.64E-05
9.99E-07,5.92E-05,20,6.06E-05
9.99E-07,6.16E-05,20,5.92E-05
9.99E-07,5.75E-05,20,6.16E-05
9.99E-07,4.66E-05,20,5.75E-05
9.99E-07,3.03E-05,20,4.66E-05
9.99E-07,1.88E-05,20,3.03E-05
9.99E-07,1.06E-05,20,1.88E-05
9.99E-07,5.26E-06,20,1.06E-05
9.99E-07,2.53E-06,20,5.26E-06
9.99E-07,1.84E-06,20,2.53E-06
9.99E-07,3.78E-06,20,1.84E-06
9.99E-07,1.16E-05,20,3.78E-06
9.99E-07,1.60E-05,20,1.16E-05
9.99E-07,2.07E-05,20,1.60E-05
9.99E-07,2.53E-05,20,2.07E-05
9.99E-07,2.88E-05,20,2.53E-05
9.99E-07,3.15E-05,20,2.88E-05
9.99E-07,3.09E-05,20,3.15E-05
9.99E-07,2.92E-05,20,3.09E-05
9.99E-07,2.98E-05,20,2.92E-05
9.99E-07,2.38E-05,20,2.98E-05
9.99E-07,1.34E-05,20,2.38E-05
9.99E-07,5.87E-06,20,1.34E-05
9.99E-07,2.19E-06,20,5.87E-06
9.99E-07,7.52E-07,20,2.19E-06
9.99E-07,1.90E-06,20,7.52E-07
9.99E-07,3.54E-06,20,1.90E-06
9.99E-07,6.45E-06,20,3.54E-06
9.99E-07,1.60E-05,20,6.45E-06
9.99E-07,2.75E-05,20,1.60E-05
9.99E-07,3.75E-05,20,2.75E-05
9.99E-07,4.65E-05,20,3.75E-05
9.99E-07,5.04E-05,20,4.65E-05
9.99E-07,5.56E-05,20,5.04E-05
9.99E-07,6.01E-05,20,5.56E-05
9.99E-07,6.07E-05,20,6.01E-05
9.99E-07,6.06E-05,20,6.07E-05
9.99E-07,5.78E-05,20,6.06E-05
9.99E-07,4.78E-05,20,5.78E-05
9.99E-07,3.78E-05,20,4.78E-05
9.99E-07,3.36E-05,20,3.78E-05
9.99E-07,3.37E-05,20,3.36E-05
9.99E-07,4.15E-05,20,3.37E-05
9.99E-07,4.89E-05,20,4.15E-05
9.99E-07,5.65E-05,20,4.89E-05
9.99E-07,7.01E-05,20,5.65E-05
9.99E-07,9.42E-05,20,7.01E-05
9.99E-07,0.000116299,20,9.42E-05
9.99E-07,0.000132855,20,0.000116299
9.99E-07,0.000144063,20,0.000132855
9.99E-07,0.000149378,20,0.000144063
9.99E-07,0.000159725,20,0.000149378
9.99E-07,0.00016325,20,0.000159725
5.07E-05,0.000162508,20,0.00016325
0.000389934,0.000161864,20,0.000162508
0.000800279,0.000163283,20,0.000161864
0.000962522,0.000167261,20,0.000163283
0.000993874,0.000167961,20,0.000167261
0.000998258,0.000177842,20,0.000167961
0.000998893,0.000201343,20,0.000177842
0.000998988,0.000230091,20,0.000201343
0.000999,0.000262013,20,0.000230091
0.000999001,0.000317935,20,0.000262013
0.000999001,0.00037947,20,0.000317935
0.000999001,0.000404881,20,0.00037947
0.000999001,0.000405803,20,0.000404881
0.000999001,0.000422698,20,0.000405803
0.000999001,0.000447101,20,0.000422698
0.000999001,0.000464219,20,0.000447101
0.000999001,0.000487264,20,0.000464219
0.000999001,0.000479231,20,0.000487264
0.000999001,0.000454186,20,0.000479231
0.000999001,0.00045457,20,0.000454186
0.000999001,0.000502952,20,0.00045457
0.000999001,0.000559257,20,0.000502952
0.000999001,0.000593595,20,0.000559257
0.000999001,0.000607334,20,0.000593595
0.000999001,0.000606143,20,0.000607334
0.000999001,0.000586725,20,0.000606143
0.000999001,0.000575852,20,0.000586725
0.000999001,0.000574274,20,0.000575852
0.000999001,0.000543746,20,0.000574274
0.000999001,0.000492822,20,0.000543746
0.000999001,0.00044675,20,0.000492822
0.000999001,0.000416505,20,0.00044675
0.000999001,0.000395711,20,0.000416505
0.000999001,0.000362491,20,0.000395711
0.000999001,0.000356443,20,0.000362491
0.000999001,0.000372607,20,0.000356443
0.000999001,0.000378751,20,0.000372607
0.000999001,0.000352862,20,0.000378751
0.000999001,0.000305622,20,0.000352862
0.000999001,0.000277927,20,0.000305622
0.000999001,0.000264485,20,0.000277927
0.000999001,0.000270003,20,0.000264485
0.000999001,0.000289022,20,0.000270003
0.000999001,0.000316604,20,0.000289022
0.000999001,0.000359963,20,0.000316604
0.000999001,0.000408229,20,0.000359963
0.000999001,0.000418348,20,0.000408229
0.000999001,0.000401333,20,0.000418348
0.000999001,0.000412244,20,0.000401333
0.000999001,0.00042482,20,0.000412244
0.000999001,0.000422089,20,0.00042482
0.000999001,0.000432797,20,0.000422089
0.000999001,0.000429533,20,0.000432797
0.000999001,0.000417945,20,0.000429533
0.000999001,0.000402826,20,0.000417945
0.000999001,0.000384574,20,0.000402826
0.000999001,0.00036674,20,0.000384574
0.000999001,0.000353807,20,0.00036674
0.000999001,0.000342038,20,0.000353807
0.000999001,0.000329059,20,0.000342038
0.000999001,0.000328871,20,0.000329059
0.000999001,0.000327962,20,0.000328871
0.000999001,0.000348535,20,0.000327962
0.000999001,0.000378442,20,0.000348535
0.000999001,0.000397954,20,0.000378442
0.000999001,0.000422115,20,0.000397954
0.000999001,0.000447347,20,0.000422115
0.000999001,0.000461753,20,0.000447347
0.000999001,0.000465727,20,0.000461753
0.000999001,0.000468974,20,0.000465727
0.000999001,0.000454416,20,0.000468974
0.000999001,0.000448747,20,0.000454416
0.000999001,0.000422712,20,0.000448747
0.000999001,0.000387554,20,0.000422712
0.000999001,0.000372369,20,0.000387554
0.000999001,0.000365027,20,0.000372369
0.000999001,0.000370449,20,0.000365027
0.000999001,0.000382013,20,0.000370449
0.000999001,0.000414509,20,0.000382013
0.000999001,0.000461276,20,0.000414509
0.000999001,0.000501539,20,0.000461276
0.000999001,0.000479984,20,0.000501539
0.000999001,0.000421653,20,0.000479984
0.000999001,0.000404666,20,0.000421653
0.000999001,0.000390764,20,0.000404666
0.000999001,0.000365845,20,0.000390764
0.000999001,0.000350405,20,0.000365845
0.000999001,0.000369505,20,0.000350405
0.000999001,0.000393456,20,0.000369505
0.000999001,0.000390817,20,0.000393456
0.000999001,0.000385626,20,0.000390817
0.000999001,0.000377718,20,0.000385626
0.000999001,0.000379824,20,0.000377718
0.000999001,0.000394215,20,0.000379824
0.000999001,0.000397879,20,0.000394215
0.000999001,0.000391132,20,0.000397879
0.000999001,0.000374306,20,0.000391132
0.000999001,0.000348574,20,0.000374306
0.000999001,0.000343356,20,0.000348574
0.000999001,0.000379796,20,0.000343356
0.000999001,0.000405053,20,0.000379796
0.000999001,0.000408161,20,0.000405053
0.000999001,0.00042727,20,0.000408161
0.000999001,0.000452015,20,0.00042727
0.000999001,0.000448794,20,0.000452015
0.000999001,0.000412057,20,0.000448794
0.000999001,0.000389194,20,0.000412057
0.000999001,0.000376595,20,0.000389194
0.000999001,0.000360817,20,0.000376595
0.000999001,0.000364898,20,0.000360817
0.000999001,0.000374455,20,0.000364898
0.000999001,0.000386054,20,0.000374455
0.000999001,0.000416178,20,0.000386054
0.000999001,0.000456313,20,0.000416178
0.000999001,0.000507901,20,0.000456313
0.000999001,0.000527808,20,0.000507901
0.000999001,0.000492197,20,0.000527808
0.000999001,0.00043622,20,0.000492197
0.000999001,0.000395698,20,0.00043622
0.000999001,0.000385765,20,0.000395698
0.000999001,0.000396334,20,0.000385765
0.000999001,0.000397762,20,0.000396334
0.000999001,0.000384767,20,0.000397762
0.000999001,0.000365567,20,0.000384767
0.000999001,0.000365169,20,0.000365567
0.000999001,0.000375954,20,0.000365169
0.000999001,0.000387178,20,0.000375954
0.000999001,0.000396459,20,0.000387178
0.000999001,0.000397038,20,0.000396459
0.000999001,0.000404287,20,0.000397038
0.000999001,0.00043481,20,0.000404287
0.000999001,0.000477308,20,0.00043481
0.000999001,0.000521199,20,0.000477308
0.000999001,0.000518022,20,0.000521199
0.000999001,0.000463013,20,0.000518022
0.000999001,0.000410557,20,0.000463013
0.000999001,0.000385338,20,0.000410557
0.000999001,0.0003979,20,0.000385338
0.000999001,0.000417422,20,0.0003979
0.000999001,0.000395638,20,0.000417422
0.000999001,0.000359702,20,0.000395638
0.000999001,0.000338431,20,0.000359702
0.000999001,0.000311032,20,0.000338431
0.000999001,0.000289763,20,0.000311032
0.000999001,0.000285744,20,0.000289763
0.000999001,0.000298882,20,0.000285744
0.000999001,0.000320931,20,0.000298882
0.000999001,0.000333095,20,0.000320931
0.000999001,0.000341435,20,0.000333095
0.000999001,0.000339333,20,0.000341435
0.000999001,0.000341818,20,0.000339333
0.000999001,0.000381257,20,0.000341818
0.000999001,0.000442175,20,0.000381257
0.000999001,0.000477083,20,0.000442175
0.000999001,0.000485214,20,0.000477083
0.000999001,0.000486002,20,0.000485214
0.000999001,0.000493208,20,0.000486002
0.000999001,0.000506645,20,0.000493208
0.000999001,0.000521444,20,0.000506645
0.000999001,0.000538481,20,0.000521444
0.000999001,0.000557864,20,0.000538481
0.000999001,0.00055935,20,0.000557864
0.000999001,0.00053357,20,0.00055935
0.000999001,0.000501518,20,0.00053357
0.000999001,0.000477138,20,0.000501518
0.000999001,0.000484276,20,0.000477138
0.000999001,0.000495985,20,0.000484276
0.000999001,0.000507536,20,0.000495985
0.000999001,0.000481188,20,0.000507536
0.000999001,0.000411835,20,0.000481188
0.000999001,0.000352108,20,0.000411835
0.000999001,0.000336913,20,0.000352108
0.000999001,0.000352983,20,0.000336913
0.000999001,0.000365879,20,0.000352983
0.000999001,0.000331326,20,0.000365879
0.000999001,0.000298144,20,0.000331326
0.000999001,0.000279138,20,0.000298144
0.000999001,0.000248355,20,0.000279138
0.000999001,0.000220684,20,0.000248355
0.000999001,0.00019996,20,0.000220684
0.000999001,0.000199714,20,0.00019996
0.000999001,0.000195137,20,0.000199714
0.000999001,0.0001848,20,0.000195137
0.000999001,0.000167025,20,0.0001848
0.000999001,0.000152106,20,0.000167025
0.000999001,0.000143342,20,0.000152106
0.000999001,0.000119473,20,0.000143342
0.000999001,0.000104243,20,0.000119473
0.000999001,0.000100434,20,0.000104243
0.000999001,0.00010233,20,0.000100434
0.000999001,0.000102235,20,0.00010233
0.000999001,9.52E-05,20,0.000102235
0.000949268,8.36E-05,20,9.52E-05
0.000610066,7.40E-05,20,8.36E-05
0.000199721,6.26E-05,20,7.40E-05
3.75E-05,5.16E-05,20,6.26E-05
6.13E-06,4.49E-05,20,5.16E-05
1.74E-06,4.76E-05,20,4.49E-05
1.11E-06,5.76E-05,20,4.76E-05
1.01E-06,6.03E-05,20,5.76E-05
1.00E-06,5.02E-05,20,6.03E-05
9.99E-07,3.79E-05,20,5.02E-05
9.99E-07,3.18E-05,20,3.79E-05
9.99E-07,2.63E-05,20,3.18E-05
9.99E-07,2.17E-05,20,2.63E-05
9.99E-07,2.53E-05,20,2.17E-05
9.99E-07,2.78E-05,20,2.53E-05
9.99E-07,2.87E-05,20,2.78E-05
9.99E-07,2.42E-05,20,2.87E-05
9.99E-07,1.80E-05,20,2.42E-05
9.99E-07,1.73E-05,20,1.80E-05
9.99E-07,1.39E-05,20,1.73E-05
9.99E-07,8.34E-06,20,1.39E-05
9.99E-07,4.06E-06,20,8.34E-06
9.99E-07,5.58E-06,20,4.06E-06
9.99E-07,1.03E-05,20,5.58E-06
9.99E-07,1.46E-05,20,1.03E-05
9.99E-07,1.44E-05,20,1.46E-05
9.99E-07,9.82E-06,20,1.44E-05
9.99E-07,6.10E-06,20,9.82E-06
9.99E-07,3.02E-06,20,6.10E-06
9.99E-07,1.51E-06,20,3.02E-06
9.99E-07,6.57E-06,20,1.51E-06
9.99E-07,1.10E-05,20,6.57E-06
9.99E-07,1.24E-05,20,1.10E-05
9.99E-07,1.04E-05,20,1.24E-05
9.99E-07,8.09E-06,20,1.04E-05
9.99E-07,8.50E-06,20,8.09E-06
9.99E-07,8.63E-06,20,8.50E-06
9.99E-07,5.09E-06,20,8.63E-06
9.99E-07,2.40E-06,20,5.09E-06
9.99E-07,3.75E-06,20,2.40E-06
9.99E-07,8.45E-06,20,3.75E-06
9.99E-07,1.40E-05,20,8.45E-06
9.99E-07,1.62E-05,20,1.40E-05
9.99E-07,1.37E-05,20,1.62E-05
9.99E-07,9.67E-06,20,1.37E-05
9.99E-07,7.30E-06,20,9.67E-06
9.99E-07,2.09E-06,20,7.30E-06
9.99E-07,4.99E-07,20,2.09E-06
9.99E-07,4.10E-06,20,4.99E-07
9.99E-07,6.14E-06,20,4.10E-06
9.99E-07,6.19E-06,20,6.14E-06
9.99E-07,4.81E-06,20,6.19E-06
9.99E-07,2.57E-06,20,4.81E-06
9.99E-07,1.96E-06,20,2.57E-06
9.99E-07,6.05E-07,20,1.96E-06
9.99E-07,8.60E-08,20,6.05E-07
9.99E-07,1.25E-06,20,8.60E-08
9.99E-07,4.89E-06,20,1.25E-06
9.99E-07,1.12E-05,20,4.89E-06
9.99E-07,1.54E-05,20,1.12E-05
9.99E-07,1.41E-05,20,1.54E-05
9.99E-07,8.23E-06,20,1.41E-05
9.99E-07,6.15E-06,20,8.23E-06
9.99E-07,3.67E-06,20,6.15E-06
9.99E-07,1.30E-07,20,3.67E-06
9.99E-07,1.86E-06,20,1.30E-07
9.99E-07,4.51E-06,20,1.86E-06
9.99E-07,5.47E-06,20,4.51E-06
9.99E-07,3.88E-06,20,5.47E-06
9.99E-07,1.60E-06,20,3.88E-06
9.99E-07,1.27E-06,20,1.60E-06
9.99E-07,1.35E-06,20,1.27E-06
9.99E-07,4.04E-07,20,1.35E-06
9.99E-07,8.11E-07,20,4.04E-07
9.99E-07,3.15E-06,20,8.11E-07
9.99E-07,9.19E-06,20,3.15E-06
9.99E-07,1.51E-05,20,9.19E-06
9.99E-07,1.79E-05,20,1.51E-05
9.99E-07,1.45E-05,20,1.79E-05
9.99E-07,1.21E-05,20,1.45E-05
9.99E-07,1.06E-05,20,1.21E-05
9.99E-07,5.51E-06,20,1.06E-05
9.99E-07,5.07E-06,20,5.51E-06
9.99E-07,7.83E-06,20,5.07E-06
9.99E-07,1.07E-05,20,7.83E-06
9.99E-07,8.53E-06,20,1.07E-05
9.99E-07,5.54E-06,20,8.53E-06
9.99E-07,5.05E-06,20,5.54E-06
9.99E-07,5.62E-06,20,5.05E-06
9.99E-07,4.83E-06,20,5.62E-06
9.99E-07,3.30E-06,20,4.83E-06
9.99E-07,3.75E-06,20,3.30E-06
9.99E-07,6.27E-06,20,3.75E-06
9.99E-07,1.13E-05,20,6.27E-06
9.99E-07,1.72E-05,20,1.13E-05
9.99E-07,1.64E-05,20,1.72E-05
9.99E-07,1.26E-05,20,1.64E-05
9.99E-07,1.11E-05,20,1.26E-05
9.99E-07,1.03E-05,20,1.11E-05
9.99E-07,1.15E-05,20,1.03E-05
9.99E-07,1.77E-05,20,1.15E-05
9.99E-07,2.37E-05,20,1.77E-05
9.99E-07,2.38E-05,20,2.37E-05
9.99E-07,1.94E-05,20,2.38E-05
9.99E-07,1.38E-05,20,1.94E-05
9.99E-07,1.12E-05,20,1.38E-05
9.99E-07,1.17E-05,20,1.12E-05
9.99E-07,1.45E-05,20,1.17E-05
9.99E-07,2.19E-05,20,1.45E-05
9.99E-07,3.45E-05,20,2.19E-05
9.99E-07,4.67E-05,20,3.45E-05
9.99E-07,5.96E-05,20,4.67E-05
9.99E-07,6.39E-05,20,5.96E-05
9.99E-07,5.90E-05,20,6.39E-05
9.99E-07,5.94E-05,20,5.90E-05
9.99E-07,6.24E-05,20,5.94E-05
9.99E-07,6.69E-05,20,6.24E-05
9.99E-07,7.67E-05,20,6.69E-05
9.99E-07,9.02E-05,20,7.67E-05
9.99E-07,9.79E-05,20,9.02E-05
9.99E-07,9.35E-05,20,9.79E-05
9.99E-07,8.14E-05,20,9.35E-05
9.99E-07,6.57E-05,20,8.14E-05
9.99E-07,6.41E-05,20,6.57E-05
9.99E-07,6.87E-05,20,6.41E-05
9.99E-07,8.67E-05,20,6.87E-05
9.99E-07,0.0001213,20,8.67E-05
9.99E-07,0.000154383,20,0.0001213
5.07E-05,0.000186116,20,0.000154383
0.000389934,0.000205275,20,0.000186116
0.000800279,0.000205342,20,0.000205275
0.000962522,0.000212408,20,0.000205342
0.000993874,0.000226751,20,0.000212408
0.000998258,0.000248983,20,0.000226751
0.000998893,0.000293445,20,0.000248983
0.000998988,0.000331893,20,0.000293445
0.000999,0.000364922,20,0.000331893
0.000999001,0.00038728,20,0.000364922
0.000999001,0.000376924,20,0.00038728
0.000999001,0.000339996,20,0.000376924
0.000999001,0.00030641,20,0.000339996
0.000999001,0.000304657,20,0.00030641
0.000999001,0.000311718,20,0.000304657
0.000999001,0.000326004,20,0.000311718
0.000999001,0.000359031,20,0.000326004
0.000999001,0.000397419,20,0.000359031
0.000999001,0.000420661,20,0.000397419
0.000999001,0.000435976,20,0.000420661
0.000999001,0.000455628,20,0.000435976
0.000999001,0.00047462,20,0.000455628
0.000999001,0.0004867,20,0.00047462
0.000999001,0.000523818,20,0.0004867
0.000999001,0.000565714,20,0.000523818
0.000999001,0.00058087,20,0.000565714
0.000999001,0.00059311,20,0.00058087
0.000999001,0.000623682,20,0.00059311
0.000999001,0.00066091,20,0.000623682
0.000999001,0.000684025,20,0.00066091
0.000999001,0.000668214,20,0.000684025
0.000999001,0.00063843,20,0.000668214
0.000999001,0.000599855,20,0.00063843
0.000999001,0.000539961,20,0.000599855
0.000999001,0.000467159,20,0.000539961
0.000999001,0.000414753,20,0.000467159
0.000999001,0.000394518,20,0.000414753
0.000999001,0.000377757,20,0.000394518
0.000999001,0.000368209,20,0.000377757
0.000999001,0.000361774,20,0.000368209
0.000999001,0.000361857,20,0.000361774
0.000999001,0.000362333,20,0.000361857
0.000999001,0.000374518,20,0.000362333
0.000999001,0.000398684,20,0.000374518
0.000999001,0.000419299,20,0.000398684
0.000999001,0.00040387,20,0.000419299
0.000999001,0.000355971,20,0.00040387
0.000999001,0.000319948,20,0.000355971
0.000999001,0.000315997,20,0.000319948
0.000999001,0.000309807,20,0.000315997
0.000999001,0.000280224,20,0.000309807
0.000999001,0.000248009,20,0.000280224
0.000999001,0.000215872,20,0.000248009
0.000999001,0.000195056,20,0.000215872
0.000999001,0.000181884,20,0.000195056
0.000999001,0.000180134,20,0.000181884
0.000999001,0.000172082,20,0.000180134
0.000999001,0.000148509,20,0.000172082
0.000999001,0.000118384,20,0.000148509
0.000999001,0.000102733,20,0.000118384
0.000999001,9.77E-05,20,0.000102733
0.000999001,9.59E-05,20,9.77E-05
0.000999001,8.76E-05,20,9.59E-05
0.000999001,6.82E-05,20,8.76E-05
0.000949268,5.27E-05,20,6.82E-05
0.000610066,5.23E-05,20,5.27E-05
0.000199721,5.58E-05,20,5.23E-05
3.75E-05,5.18E-05,20,5.58E-05
6.13E-06,5.09E-05,20,5.18E-05
1.74E-06,5.61E-05,20,5.09E-05
1.11E-06,6.28E-05,20,5.61E-05
1.01E-06,6.62E-05,20,6.28E-05
1.00E-06,6.82E-05,20,6.62E-05
9.99E-07,7.05E-05,20,6.82E-05
9.99E-07,6.48E-05,20,7.05E-05
9.99E-07,4.74E-05,20,6.48E-05
9.99E-07,3.25E-05,20,4.74E-05
9.99E-07,2.80E-05,20,3.25E-05
9.99E-07,2.89E-05,20,2.80E-05
9.99E-07,2.57E-05,20,2.89E-05
9.99E-07,1.76E-05,20,2.57E-05
9.99E-07,8.65E-06,20,1.76E-05
9.99E-07,5.06E-06,20,8.65E-06
9.99E-07,4.60E-06,20,5.06E-06
9.99E-07,3.79E-06,20,4.60E-06
9.99E-07,3.36E-06,20,3.79E-06
9.99E-07,8.19E-06,20,3.36E-06
9.99E-07,1.74E-05,20,8.19E-06
9.99E-07,2.57E-05,20,1.74E-05
9.99E-07,3.02E-05,20,2.57E-05
9.99E-07,3.50E-05,20,3.02E-05
9.99E-07,3.53E-05,20,3.50E-05
9.99E-07,2.90E-05,20,3.53E-05
9.99E-07,1.97E-05,20,2.90E-05
9.99E-07,1.51E-05,20,1.97E-05
9.99E-07,1.50E-05,20,1.51E-05
9.99E-07,1.76E-05,20,1.50E-05
9.99E-07,1.52E-05,20,1.76E-05
9.99E-07,8.32E-06,20,1.52E-05
9.99E-07,4.00E-06,20,8.32E-06
9.99E-07,1.97E-06,20,4.00E-06
9.99E-07,9.68E-07,20,1.97E-06
9.99E-07,3.11E-06,20,9.68E-07
9.99E-07,1.35E-05,20,3.11E-06
9.99E-07,3.22E-05,20,1.35E-05
9.99E-07,4.78E-05,20,3.22E-05
9.99E-07,5.80E-05,20,4.78E-05
9.99E-07,6.60E-05,20,5.80E-05
9.99E-07,6.68E-05,20,6.60E-05
9.99E-07,6.14E-05,20,6.68E-05
9.99E-07,4.92E-05,20,6.14E-05
9.99E-07,4.11E-05,20,4.92E-05
9.99E-07,4.16E-05,20,4.11E-05
9.99E-07,4.99E-05,20,4.16E-05
9.99E-07,6.13E-05,20,4.99E-05
9.99E-07,5.99E-05,20,6.13E-05
9.99E-07,4.69E-05,20,5.99E-05
9.99E-07,4.00E-05,20,4.69E-05
9.99E-07,3.67E-05,20,4.00E-05
9.99E-07,4.20E-05,20,3.67E-05
9.99E-07,6.48E-05,20,4.20E-05
9.99E-07,0.000101056,20,6.48E-05
9.99E-07,0.000137491,20,0.000101056
9.99E-07,0.000161193,20,0.000137491
9.99E-07,0.000172936,20,0.000161193
9.99E-07,0.000173611,20,0.000172936
9.99E-07,0.000165192,20,0.000173611
9.99E-07,0.000148131,20,0.000165192
5.07E-05,0.00013435,20,0.000148131
0.000389934,0.000137626,20,0.00013435
0.000800279,0.000156496,20,0.000137626
0.000962522,0.000185728,20,0.000156496
0.000993874,0.000215988,20,0.000185728
0.000998258,0.000236585,20,0.000215988
0.000998893,0.000248146,20,0.000236585
0.000998988,0.00024585,20,0.000248146
0.000999,0.000253392,20,0.00024585
0.000999001,0.000282024,20,0.000253392
0.000999001,0.000341711,20,0.000282024
0.000999001,0.000399281,20,0.000341711
0.000999001,0.000423046,20,0.000399281
0.000999001,0.000437619,20,0.000423046
0.000999001,0.000433637,20,0.000437619
0.000999001,0.000424784,20,0.000433637
0.000999001,0.000431716,20,0.000424784
0.000999001,0.000437417,20,0.000431716
0.000999001,0.000442615,20,0.000437417
0.000999001,0.00044474,20,0.000442615
0.000999001,0.000432669,20,0.00044474
0.000999001,0.000439969,20,0.000432669
0.000999001,0.000474948,20,0.000439969
0.000999001,0.000536897,20,0.000474948
0.000999001,0.000599633,20,0.000536897
0.000999001,0.000625738,20,0.000599633
0.000999001,0.00061549,20,0.000625738
0.000999001,0.000562795,20,0.00061549
0.000999001,0.000494557,20,0.000562795
0.000999001,0.000428077,20,0.000494557
0.000999001,0.000401248,20,0.000428077
0.000999001,0.000386587,20,0.000401248
0.000999001,0.00038001,20,0.000386587
0.000999001,0.000373542,20,0.00038001
0.000999001,0.000383387,20,0.000373542
0.000999001,0.00039249,20,0.000383387
0.000999001,0.000388102,20,0.00039249
0.000999001,0.00039201,20,0.000388102
0.000999001,0.000397264,20,0.00039201
0.000999001,0.00038319,20,0.000397264
0.000999001,0.000341234,20,0.00038319
0.000999001,0.00030201,20,0.000341234
0.000999001,0.000281822,20,0.00030201
0.000999001,0.0002908,20,0.000281822
0.000999001,0.000340562,20,0.0002908
0.000999001,0.000425026,20,0.000340562
0.000999001,0.000492506,20,0.000425026
0.000999001,0.000522333,20,0.000492506
0.000999001,0.000520192,20,0.000522333
0.000999001,0.000494303,20,0.000520192
0.000999001,0.00048575,20,0.000494303
0.000999001,0.000488326,20,0.00048575
0.000999001,0.000508434,20,0.000488326
0.000999001,0.000506817,20,0.000508434
0.000999001,0.000475437,20,0.000506817
0.000999001,0.000427113,20,0.000475437
0.000999001,0.000375574,20,0.000427113
0.000999001,0.000329206,20,0.000375574
0.000999001,0.000286534,20,0.000329206
0.000999001,0.000260509,20,0.000286534
0.000999001,0.000248442,20,0.000260509
0.000999001,0.000270435,20,0.000248442
0.000999001,0.000329074,20,0.000270435
0.000999001,0.000401628,20,0.000329074
0.000999001,0.000462764,20,0.000401628
0.000999001,0.000485881,20,0.000462764
0.000999001,0.000480197,20,0.000485881
0.000999001,0.000471101,20,0.000480197
0.000999001,0.000470376,20,0.000471101
0.000999001,0.000479973,20,0.000470376
0.000999001,0.000493551,20,0.000479973
0.000999001,0.000473563,20,0.000493551
0.000999001,0.000444278,20,0.000473563
0.000999001,0.000408702,20,0.000444278
0.000999001,0.000370636,20,0.000408702
0.000999001,0.000322135,20,0.000370636
0.000999001,0.000278657,20,0.000322135
0.000999001,0.000257631,20,0.000278657
0.000999001,0.000263341,20,0.000257631
0.000999001,0.000309437,20,0.000263341
0.000999001,0.000362276,20,0.000309437
0.000999001,0.000397601,20,0.000362276
0.000999001,0.000396999,20,0.000397601
0.000999001,0.000393385,20,0.000396999
0.000999001,0.000388875,20,0.000393385
0.000999001,0.000375602,20,0.000388875
0.000999001,0.00038203,20,0.000375602
0.000999001,0.000377741,20,0.00038203
0.000999001,0.000384068,20,0.000377741
0.000999001,0.00040437,20,0.000384068
0.000999001,0.00045551,20,0.00040437
0.000999001,0.000516208,20,0.00045551
0.000999001,0.000560991,20,0.000516208
0.000999001,0.000614228,20,0.000560991
0.000999001,0.000654703,20,0.000614228
0.000999001,0.000654265,20,0.000654703
0.000999001,0.000603476,20,0.000654265
0.000999001,0.000509024,20,0.000603476
0.000999001,0.000449059,20,0.000509024
0.000999001,0.000437111,20,0.000449059
0.000999001,0.000437063,20,0.000437111
0.000999001,0.000435469,20,0.000437063
0.000999001,0.000447161,20,0.000435469
0.000999001,0.000454432,20,0.000447161
0.000999001,0.00047031,20,0.000454432
0.000999001,0.000461057,20,0.00047031
0.000999001,0.000440594,20,0.000461057
0.000999001,0.000408801,20,0.000440594
0.000999001,0.000370204,20,0.000408801
0.000999001,0.000329093,20,0.000370204
0.000999001,0.000289363,20,0.000329093
0.000999001,0.000260245,20,0.000289363
0.000999001,0.000247705,20,0.000260245
0.000999001,0.000236528,20,0.000247705
0.000999001,0.000218671,20,0.000236528
0.000999001,0.000194866,20,0.000218671
0.000999001,0.000164314,20,0.000194866
0.000999001,0.000145819,20,0.000164314
0.000999001,0.000147541,20,0.000145819
0.000999001,0.000154905,20,0.000147541
0.000999001,0.000157051,20,0.000154905
0.000999001,0.000159802,20,0.000157051
0.000999001,0.000155874,20,0.000159802
0.000999001,0.000158478,20,0.000155874
0.000999001,0.000146665,20,0.000158478
0.000999001,0.00011616,20,0.000146665
0.000999001,9.17E-05,20,0.00011616
0.000999001,7.11E-05,20,9.17E-05
0.000949268,5.25E-05,20,7.11E-05
0.000610066,4.11E-05,20,5.25E-05
0.000199721,3.69E-05,20,4.11E-05
3.75E-05,4.02E-05,20,3.69E-05
