InputPower,OutputPowerWithoutDelay,FiberLength,PreviousOutputPowerWithoutDelay
9.99E-07,2.10E-07,50,4.66E-07
9.99E-07,3.76E-08,50,2.10E-07
9.99E-07,3.32E-08,50,3.76E-08
9.99E-07,4.20E-08,50,3.32E-08
9.99E-07,8.63E-08,50,4.20E-08
9.99E-07,1.29E-07,50,8.63E-08
9.99E-07,1.37E-07,50,1.29E-07
9.99E-07,1.83E-07,50,1.37E-07
9.99E-07,1.83E-07,50,1.83E-07
9.99E-07,1.42E-07,50,1.83E-07
9.99E-07,9.07E-08,50,1.42E-07
9.99E-07,8.39E-08,50,9.07E-08
9.99E-07,5.64E-08,50,8.39E-08
9.99E-07,2.05E-08,50,5.64E-08
9.99E-07,5.90E-08,50,2.05E-08
9.99E-07,1.87E-07,50,5.90E-08
9.99E-07,3.41E-07,50,1.87E-07
9.99E-07,2.60E-07,50,3.41E-07
9.99E-07,9.41E-08,50,2.60E-07
9.99E-07,8.82E-08,50,9.41E-08
9.99E-07,6.72E-08,50,8.82E-08
9.99E-07,4.69E-11,50,6.72E-08
9.99E-07,1.30E-07,50,4.69E-11
9.99E-07,3.71E-07,50,1.30E-07
9.99E-07,4.07E-07,50,3.71E-07
9.99E-07,2.84E-07,50,4.07E-07
9.99E-07,6.38E-08,50,2.84E-07
9.99E-07,1.63E-08,50,6.38E-08
9.99E-07,7.48E-08,50,1.63E-08
9.99E-07,9.49E-08,50,7.48E-08
9.99E-07,9.37E-08,50,9.49E-08
9.99E-07,6.79E-08,50,9.37E-08
9.99E-07,9.83E-08,50,6.79E-08
9.99E-07,1.46E-07,50,9.83E-08
9.99E-07,2.37E-07,50,1.46E-07
9.99E-07,1.84E-07,50,2.37E-07
9.99E-07,5.15E-08,50,1.84E-07
9.99E-07,8.29E-09,50,5.15E-08
9.99E-07,4.00E-08,50,8.29E-09
9.99E-07,2.05E-07,50,4.00E-08
9.99E-07,3.56E-07,50,2.05E-07
9.99E-07,3.51E-07,50,3.56E-07
9.99E-07,1.91E-07,50,3.51E-07
9.99E-07,3.00E-08,50,1.91E-07
9.99E-07,1.63E-08,50,3.00E-08
9.99E-07,9.84E-08,50,1.63E-08
9.99E-07,1.40E-07,50,9.84E-08
9.99E-07,1.99E-07,50,1.40E-07
9.99E-07,1.79E-07,50,1.99E-07
9.99E-07,1.25E-07,50,1.79E-07
9.99E-07,9.23E-08,50,1.25E-07
9.99E-07,4.80E-08,50,9.23E-08
9.99E-07,5.10E-08,50,4.80E-08
9.99E-07,8.10E-08,50,5.10E-08
9.99E-07,1.10E-07,50,8.10E-08
9.99E-07,1.16E-07,50,1.10E-07
9.99E-07,1.41E-07,50,1.16E-07
9.99E-07,2.10E-07,50,1.41E-07
9.99E-07,1.64E-07,50,2.10E-07
9.99E-07,3.75E-08,50,1.64E-07
9.99E-07,3.46E-08,50,3.75E-08
9.99E-07,1.26E-07,50,3.46E-08
9.99E-07,1.59E-07,50,1.26E-07
9.99E-07,1.34E-07,50,1.59E-07
9.99E-07,2.15E-07,50,1.34E-07
9.99E-07,2.37E-07,50,2.15E-07
9.99E-07,8.09E-08,50,2.37E-07
9.99E-07,5.71E-09,50,8.09E-08
9.99E-07,1.43E-07,50,5.71E-09
9.99E-07,2.50E-07,50,1.43E-07
9.99E-07,1.89E-07,50,2.50E-07
9.99E-07,1.29E-07,50,1.89E-07
9.99E-07,9.08E-08,50,1.29E-07
9.99E-07,8.93E-08,50,9.08E-08
9.99E-07,1.04E-07,50,8.93E-08
9.99E-07,7.15E-08,50,1.04E-07
9.99E-07,6.88E-08,50,7.15E-08
9.99E-07,1.14E-07,50,6.88E-08
9.99E-07,1.91E-07,50,1.14E-07
9.99E-07,2.79E-07,50,1.91E-07
9.99E-07,1.85E-07,50,2.79E-07
9.99E-07,4.35E-08,50,1.85E-07
9.99E-07,1.17E-08,50,4.35E-08
9.99E-07,1.22E-07,50,1.17E-08
9.99E-07,3.43E-07,50,1.22E-07
9.99E-07,3.74E-07,50,3.43E-07
9.99E-07,1.76E-07,50,3.74E-07
9.99E-07,2.10E-08,50,1.76E-07
9.99E-07,5.56E-08,50,2.10E-08
9.99E-07,1.26E-07,50,5.56E-08
9.99E-07,1.44E-07,50,1.26E-07
9.99E-07,1.69E-07,50,1.44E-07
9.99E-07,1.35E-07,50,1.69E-07
9.99E-07,1.52E-07,50,1.35E-07
9.99E-07,1.01E-07,50,1.52E-07
9.99E-07,4.13E-08,50,1.01E-07
9.99E-07,8.83E-08,50,4.13E-08
9.99E-07,1.22E-07,50,8.83E-08
9.99E-07,1.53E-07,50,1.22E-07
9.99E-07,1.58E-07,50,1.53E-07
9.99E-07,1.52E-07,50,1.58E-07
9.99E-07,1.10E-07,50,1.52E-07
9.99E-07,2.84E-08,50,1.10E-07
9.99E-07,6.54E-08,50,2.84E-08
9.99E-07,2.04E-07,50,6.54E-08
9.99E-07,2.10E-07,50,2.04E-07
9.99E-07,1.40E-07,50,2.10E-07
9.99E-07,1.25E-07,50,1.40E-07
9.99E-07,5.98E-08,50,1.25E-07
9.99E-07,1.78E-08,50,5.98E-08
9.99E-07,1.63E-07,50,1.78E-08
9.99E-07,2.81E-07,50,1.63E-07
9.99E-07,1.99E-07,50,2.81E-07
9.99E-07,7.57E-08,50,1.99E-07
9.99E-07,3.51E-08,50,7.57E-08
9.99E-07,1.16E-07,50,3.51E-08
9.99E-07,1.09E-07,50,1.16E-07
9.99E-07,1.04E-07,50,1.09E-07
9.99E-07,9.87E-08,50,1.04E-07
9.99E-07,1.36E-07,50,9.87E-08
9.99E-07,1.48E-07,50,1.36E-07
9.99E-07,9.49E-08,50,1.48E-07
9.99E-07,3.75E-08,50,9.49E-08
9.99E-07,6.81E-08,50,3.75E-08
9.99E-07,1.63E-07,50,6.81E-08
9.99E-07,2.29E-07,50,1.63E-07
9.99E-07,2.04E-07,50,2.29E-07
9.99E-07,5.98E-08,50,2.04E-07
9.99E-07,1.52E-08,50,5.98E-08
9.99E-07,1.55E-07,50,1.52E-08
9.99E-07,2.38E-07,50,1.55E-07
9.99E-07,1.80E-07,50,2.38E-07
9.99E-07,8.48E-08,50,1.80E-07
9.99E-07,5.53E-08,50,8.48E-08
9.99E-07,6.56E-08,50,5.53E-08
9.99E-07,1.03E-07,50,6.56E-08
9.99E-07,1.27E-07,50,1.03E-07
9.99E-07,1.24E-07,50,1.27E-07
9.99E-07,1.51E-07,50,1.24E-07
9.99E-07,1.01E-07,50,1.51E-07
9.99E-07,5.04E-08,50,1.01E-07
9.99E-07,7.24E-08,50,5.04E-08
9.99E-07,1.28E-07,50,7.24E-08
9.99E-07,1.46E-07,50,1.28E-07
9.99E-07,1.85E-07,50,1.46E-07
9.99E-07,1.25E-07,50,1.85E-07
9.99E-07,3.77E-08,50,1.25E-07
9.99E-07,6.09E-08,50,3.77E-08
9.99E-07,1.96E-07,50,6.09E-08
9.99E-07,1.92E-07,50,1.96E-07
9.99E-07,1.26E-07,50,1.92E-07
9.99E-07,1.12E-07,50,1.26E-07
9.99E-07,4.44E-08,50,1.12E-07
9.99E-07,5.76E-08,50,4.44E-08
9.99E-07,2.43E-07,50,5.76E-08
9.99E-07,2.27E-07,50,2.43E-07
9.99E-07,8.88E-08,50,2.27E-07
9.99E-07,3.78E-08,50,8.88E-08
9.99E-07,9.34E-08,50,3.78E-08
9.99E-07,1.26E-07,50,9.34E-08
9.99E-07,1.04E-07,50,1.26E-07
9.99E-07,1.14E-07,50,1.04E-07
9.99E-07,9.16E-08,50,1.14E-07
9.99E-07,1.13E-07,50,9.16E-08
9.99E-07,8.30E-08,50,1.13E-07
9.99E-07,4.61E-08,50,8.30E-08
9.99E-07,9.89E-08,50,4.61E-08
9.99E-07,2.03E-07,50,9.89E-08
9.99E-07,1.64E-07,50,2.03E-07
9.99E-07,6.92E-08,50,1.64E-07
9.99E-07,2.32E-08,50,6.92E-08
9.99E-07,1.17E-07,50,2.32E-08
9.99E-07,2.63E-07,50,1.17E-07
9.99E-07,1.77E-07,50,2.63E-07
9.99E-07,4.65E-08,50,1.77E-07
9.99E-07,5.17E-08,50,4.65E-08
9.99E-07,1.25E-07,50,5.17E-08
9.99E-07,1.28E-07,50,1.25E-07
9.99E-07,1.06E-07,50,1.28E-07
9.99E-07,1.19E-07,50,1.06E-07
9.99E-07,7.94E-08,50,1.19E-07
9.99E-07,8.70E-08,50,7.94E-08
9.99E-07,8.84E-08,50,8.70E-08
9.99E-07,1.04E-07,50,8.84E-08
9.99E-07,1.35E-07,50,1.04E-07
9.99E-07,1.18E-07,50,1.35E-07
9.99E-07,1.06E-07,50,1.18E-07
9.99E-07,6.18E-08,50,1.06E-07
9.99E-07,6.67E-08,50,6.18E-08
9.99E-07,1.44E-07,50,6.67E-08
9.99E-07,1.94E-07,50,1.44E-07
9.99E-07,1.10E-07,50,1.94E-07
9.99E-07,3.98E-08,50,1.10E-07
9.99E-07,9.32E-08,50,3.98E-08
9.99E-07,1.22E-07,50,9.32E-08
9.99E-07,1.64E-07,50,1.22E-07
9.99E-07,1.66E-07,50,1.64E-07
9.99E-07,5.72E-08,50,1.66E-07
9.99E-07,4.83E-08,50,5.72E-08
9.99E-07,1.97E-07,50,4.83E-08
9.99E-07,1.60E-07,50,1.97E-07
9.99E-07,8.39E-08,50,1.60E-07
9.99E-07,6.54E-08,50,8.39E-08
9.99E-07,1.10E-07,50,6.54E-08
9.99E-07,8.59E-08,50,1.10E-07
9.99E-07,9.58E-08,50,8.59E-08
9.99E-07,1.24E-07,50,9.58E-08
9.99E-07,1.24E-07,50,1.24E-07
9.99E-07,1.07E-07,50,1.24E-07
9.99E-07,4.40E-08,50,1.07E-07
9.99E-07,8.52E-08,50,4.40E-08
9.99E-07,1.79E-07,50,8.52E-08
9.99E-07,1.75E-07,50,1.79E-07
9.99E-07,7.56E-08,50,1.75E-07
9.99E-07,2.53E-08,50,7.56E-08
9.99E-07,1.25E-07,50,2.53E-08
9.99E-07,2.32E-07,50,1.25E-07
9.99E-07,1.53E-07,50,2.32E-07
9.99E-07,3.71E-08,50,1.53E-07
9.99E-07,7.52E-08,50,3.71E-08
9.99E-07,1.25E-07,50,7.52E-08
9.99E-07,1.40E-07,50,1.25E-07
9.99E-07,1.18E-07,50,1.40E-07
9.99E-07,8.41E-08,50,1.18E-07
9.99E-07,6.51E-08,50,8.41E-08
9.99E-07,9.54E-08,50,6.51E-08
9.99E-07,1.44E-07,50,9.54E-08
9.99E-07,1.21E-07,50,1.44E-07
9.99E-07,1.14E-07,50,1.21E-07
9.99E-07,6.80E-08,50,1.14E-07
9.99E-07,8.50E-08,50,6.80E-08
9.99E-07,1.13E-07,50,8.50E-08
9.99E-07,1.53E-07,50,1.13E-07
9.99E-07,1.20E-07,50,1.53E-07
9.99E-07,6.10E-08,50,1.20E-07
9.99E-07,7.57E-08,50,6.10E-08
9.99E-07,1.43E-07,50,7.57E-08
9.99E-07,1.28E-07,50,1.43E-07
9.99E-07,1.19E-07,50,1.28E-07
9.99E-07,6.92E-08,50,1.19E-07
9.99E-07,5.86E-08,50,6.92E-08
9.99E-07,1.50E-07,50,5.86E-08
9.99E-07,1.93E-07,50,1.50E-07
9.99E-07,7.16E-08,50,1.93E-07
9.99E-07,6.10E-08,50,7.16E-08
9.99E-07,1.28E-07,50,6.10E-08
9.99E-07,1.10E-07,50,1.28E-07
9.99E-07,9.05E-08,50,1.10E-07
9.99E-07,1.25E-07,50,9.05E-08
9.99E-07,8.94E-08,50,1.25E-07
9.99E-07,7.05E-08,50,8.94E-08
9.99E-07,1.05E-07,50,7.05E-08
9.99E-07,1.44E-07,50,1.05E-07
9.99E-07,1.16E-07,50,1.44E-07
9.99E-07,7.10E-08,50,1.16E-07
9.99E-07,6.46E-08,50,7.10E-08
9.99E-07,1.19E-07,50,6.46E-08
9.99E-07,1.81E-07,50,1.19E-07
9.99E-07,1.18E-07,50,1.81E-07
9.99E-07,3.91E-08,50,1.18E-07
9.99E-07,1.06E-07,50,3.91E-08
9.99E-07,2.04E-07,50,1.06E-07
9.99E-07,1.23E-07,50,2.04E-07
9.99E-07,5.67E-08,50,1.23E-07
9.99E-07,9.82E-08,50,5.67E-08
9.99E-07,1.22E-07,50,9.82E-08
9.99E-07,1.11E-07,50,1.22E-07
9.99E-07,1.07E-07,50,1.11E-07
9.99E-07,1.04E-07,50,1.07E-07
9.99E-07,6.59E-08,50,1.04E-07
9.99E-07,1.09E-07,50,6.59E-08
9.99E-07,1.23E-07,50,1.09E-07
9.99E-07,1.21E-07,50,1.23E-07
9.99E-07,6.81E-08,50,1.21E-07
9.99E-07,8.49E-08,50,6.81E-08
9.99E-07,9.63E-08,50,8.49E-08
9.99E-07,1.39E-07,50,9.63E-08
9.99E-07,1.24E-07,50,1.39E-07
9.99E-07,5.35E-08,50,1.24E-07
9.99E-07,9.10E-08,50,5.35E-08
9.99E-07,1.33E-07,50,9.10E-08
9.99E-07,1.39E-07,50,1.33E-07
9.99E-07,7.62E-08,50,1.39E-07
9.99E-07,7.66E-08,50,7.62E-08
9.99E-07,8.92E-08,50,7.66E-08
9.99E-07,1.62E-07,50,8.92E-08
9.99E-07,1.08E-07,50,1.62E-07
9.99E-07,5.51E-08,50,1.08E-07
9.99E-07,1.09E-07,50,5.51E-08
9.99E-07,1.14E-07,50,1.09E-07
9.99E-07,8.81E-08,50,1.14E-07
9.99E-07,1.03E-07,50,8.81E-08
9.99E-07,9.66E-08,50,1.03E-07
9.99E-07,6.29E-08,50,9.66E-08
9.99E-07,1.08E-07,50,6.29E-08
9.99E-07,1.34E-07,50,1.08E-07
9.99E-07,9.24E-08,50,1.34E-07
9.99E-07,5.84E-08,50,9.24E-08
9.99E-07,9.45E-08,50,5.84E-08
9.99E-07,1.30E-07,50,9.45E-08
9.99E-07,1.45E-07,50,1.30E-07
9.99E-07,4.47E-08,50,1.45E-07
9.99E-07,8.20E-08,50,4.47E-08
9.99E-07,1.52E-07,50,8.20E-08
9.99E-07,1.61E-07,50,1.52E-07
9.99E-07,4.75E-08,50,1.61E-07
9.99E-07,9.31E-08,50,4.75E-08
9.99E-07,1.45E-07,50,9.31E-08
9.99E-07,1.18E-07,50,1.45E-07
9.99E-07,7.50E-08,50,1.18E-07
9.99E-07,9.06E-08,50,7.50E-08
9.99E-07,1.24E-07,50,9.06E-08
9.99E-07,8.58E-08,50,1.24E-07
9.99E-07,1.28E-07,50,8.58E-08
9.99E-07,1.06E-07,50,1.28E-07
9.99E-07,8.00E-08,50,1.06E-07
9.99E-07,1.02E-07,50,8.00E-08
9.99E-07,1.36E-07,50,1.02E-07
9.99E-07,1.19E-07,50,1.36E-07
9.99E-07,7.20E-08,50,1.19E-07
9.99E-07,9.22E-08,50,7.20E-08
9.99E-07,1.40E-07,50,9.22E-08
9.99E-07,1.34E-07,50,1.40E-07
9.99E-07,6.59E-08,50,1.34E-07
9.99E-07,1.01E-07,50,6.59E-08
9.99E-07,1.14E-07,50,1.01E-07
9.99E-07,1.24E-07,50,1.14E-07
9.99E-07,1.13E-07,50,1.24E-07
9.99E-07,5.47E-08,50,1.13E-07
9.99E-07,1.25E-07,50,5.47E-08
9.99E-07,1.52E-07,50,1.25E-07
9.99E-07,8.60E-08,50,1.52E-07
9.99E-07,7.12E-08,50,8.60E-08
9.99E-07,1.38E-07,50,7.12E-08
9.99E-07,9.59E-08,50,1.38E-07
9.99E-07,9.90E-08,50,9.59E-08
9.99E-07,1.09E-07,50,9.90E-08
9.99E-07,8.98E-08,50,1.09E-07
9.99E-07,8.44E-08,50,8.98E-08
9.99E-07,1.34E-07,50,8.44E-08
9.99E-07,1.20E-07,50,1.34E-07
9.99E-07,6.01E-08,50,1.20E-07
9.99E-07,9.41E-08,50,6.01E-08
9.99E-07,1.49E-07,50,9.41E-08
9.99E-07,1.20E-07,50,1.49E-07
9.99E-07,4.52E-08,50,1.20E-07
9.99E-07,1.16E-07,50,4.52E-08
9.99E-07,1.66E-07,50,1.16E-07
9.99E-07,8.92E-08,50,1.66E-07
9.99E-07,6.78E-08,50,8.92E-08
9.99E-07,1.15E-07,50,6.78E-08
9.99E-07,1.29E-07,50,1.15E-07
9.99E-07,9.52E-08,50,1.29E-07
9.99E-07,8.53E-08,50,9.52E-08
9.99E-07,9.01E-08,50,8.53E-08
9.99E-07,1.27E-07,50,9.01E-08
9.99E-07,1.03E-07,50,1.27E-07
9.99E-07,9.42E-08,50,1.03E-07
9.99E-07,7.59E-08,50,9.42E-08
9.99E-07,1.31E-07,50,7.59E-08
9.99E-07,1.12E-07,50,1.31E-07
9.99E-07,8.21E-08,50,1.12E-07
9.99E-07,9.37E-08,50,8.21E-08
9.99E-07,9.19E-08,50,9.37E-08
9.99E-07,1.33E-07,50,9.19E-08
9.99E-07,1.03E-07,50,1.33E-07
9.99E-07,6.44E-08,50,1.03E-07
9.99E-07,1.31E-07,50,6.44E-08
9.99E-07,1.38E-07,50,1.31E-07
9.99E-07,7.76E-08,50,1.38E-07
9.99E-07,9.67E-08,50,7.76E-08
9.99E-07,1.08E-07,50,9.67E-08
9.99E-07,1.34E-07,50,1.08E-07
9.99E-07,9.03E-08,50,1.34E-07
9.99E-07,8.34E-08,50,9.03E-08
9.99E-07,1.45E-07,50,8.34E-08
9.99E-07,9.63E-08,50,1.45E-07
9.99E-07,1.01E-07,50,9.63E-08
9.99E-07,9.96E-08,50,1.01E-07
9.99E-07,9.65E-08,50,9.96E-08
9.99E-07,1.16E-07,50,9.65E-08
9.99E-07,1.08E-07,50,1.16E-07
9.99E-07,9.05E-08,50,1.08E-07
9.99E-07,1.04E-07,50,9.05E-08
9.99E-07,1.05E-07,50,1.04E-07
9.99E-07,1.33E-07,50,1.05E-07
9.99E-07,6.85E-08,50,1.33E-07
9.99E-07,1.05E-07,50,6.85E-08
9.99E-07,1.46E-07,50,1.05E-07
9.99E-07,9.75E-08,50,1.46E-07
9.99E-07,6.68E-08,50,9.75E-08
9.99E-07,1.30E-07,50,6.68E-08
9.99E-07,1.31E-07,50,1.30E-07
9.99E-07,7.50E-08,50,1.31E-07
9.99E-07,8.87E-08,50,7.50E-08
9.99E-07,1.25E-07,50,8.87E-08
9.99E-07,9.96E-08,50,1.25E-07
9.99E-07,8.45E-08,50,9.96E-08
9.99E-07,1.09E-07,50,8.45E-08
9.99E-07,8.94E-08,50,1.09E-07
9.99E-07,1.22E-07,50,8.94E-08
9.99E-07,9.02E-08,50,1.22E-07
9.99E-07,8.91E-08,50,9.02E-08
9.99E-07,1.04E-07,50,8.91E-08
9.99E-07,9.85E-08,50,1.04E-07
9.99E-07,9.41E-08,50,9.85E-08
9.99E-07,7.79E-08,50,9.41E-08
9.99E-07,1.00E-07,50,7.79E-08
9.99E-07,1.18E-07,50,1.00E-07
9.99E-07,7.67E-08,50,1.18E-07
9.99E-07,8.08E-08,50,7.67E-08
9.99E-07,1.07E-07,50,8.08E-08
9.99E-07,9.72E-08,50,1.07E-07
9.99E-07,6.55E-08,50,9.72E-08
9.99E-07,8.54E-08,50,6.55E-08
9.99E-07,1.23E-07,50,8.54E-08
9.99E-07,7.77E-08,50,1.23E-07
9.99E-07,8.01E-08,50,7.77E-08
9.99E-07,1.05E-07,50,8.01E-08
9.99E-07,9.74E-08,50,1.05E-07
9.99E-07,8.24E-08,50,9.74E-08
9.99E-07,1.01E-07,50,8.24E-08
9.99E-07,8.64E-08,50,1.01E-07
9.99E-07,1.04E-07,50,8.64E-08
9.99E-07,9.64E-08,50,1.04E-07
9.99E-07,8.77E-08,50,9.64E-08
9.99E-07,9.83E-08,50,8.77E-08
9.99E-07,1.11E-07,50,9.83E-08
9.99E-07,9.56E-08,50,1.11E-07
9.99E-07,9.18E-08,50,9.56E-08
9.99E-07,1.02E-07,50,9.18E-08
9.99E-07,1.34E-07,50,1.02E-07
9.99E-07,8.58E-08,50,1.34E-07
9.99E-07,9.42E-08,50,8.58E-08
9.99E-07,1.48E-07,50,9.42E-08
9.99E-07,9.99E-08,50,1.48E-07
9.99E-07,8.64E-08,50,9.99E-08
9.99E-07,1.28E-07,50,8.64E-08
9.99E-07,1.18E-07,50,1.28E-07
9.99E-07,8.98E-08,50,1.18E-07
9.99E-07,1.07E-07,50,8.98E-08
9.99E-07,1.13E-07,50,1.07E-07
9.99E-07,1.06E-07,50,1.13E-07
9.99E-07,9.83E-08,50,1.06E-07
9.99E-07,9.75E-08,50,9.83E-08
9.99E-07,1.05E-07,50,9.75E-08
9.99E-07,1.12E-07,50,1.05E-07
9.99E-07,8.60E-08,50,1.12E-07
9.99E-07,1.02E-07,50,8.60E-08
9.99E-07,1.18E-07,50,1.02E-07
9.99E-07,1.11E-07,50,1.18E-07
9.99E-07,7.43E-08,50,1.11E-07
9.99E-07,1.35E-07,50,7.43E-08
9.99E-07,1.12E-07,50,1.35E-07
9.99E-07,8.23E-08,50,1.12E-07
9.99E-07,1.20E-07,50,8.23E-08
9.99E-07,1.16E-07,50,1.20E-07
9.99E-07,1.03E-07,50,1.16E-07
9.99E-07,9.46E-08,50,1.03E-07
9.99E-07,1.08E-07,50,9.46E-08
9.99E-07,1.28E-07,50,1.08E-07
9.99E-07,7.73E-08,50,1.28E-07
9.99E-07,1.17E-07,50,7.73E-08
9.99E-07,1.12E-07,50,1.17E-07
9.99E-07,9.22E-08,50,1.12E-07
9.99E-07,1.07E-07,50,9.22E-08
9.99E-07,9.87E-08,50,1.07E-07
9.99E-07,9.62E-08,50,9.87E-08
9.99E-07,1.12E-07,50,9.62E-08
9.99E-07,8.63E-08,50,1.12E-07
9.99E-07,9.76E-08,50,8.63E-08
9.99E-07,1.18E-07,50,9.76E-08
9.99E-07,9.06E-08,50,1.18E-07
9.99E-07,8.92E-08,50,9.06E-08
9.99E-07,1.13E-07,50,8.92E-08
9.99E-07,1.10E-07,50,1.13E-07
9.99E-07,7.48E-08,50,1.10E-07
9.99E-07,1.13E-07,50,7.48E-08
9.99E-07,1.32E-07,50,1.13E-07
9.99E-07,6.84E-08,50,1.32E-07
9.99E-07,1.12E-07,50,6.84E-08
9.99E-07,1.25E-07,50,1.12E-07
9.99E-07,8.02E-08,50,1.25E-07
9.99E-07,9.14E-08,50,8.02E-08
9.99E-07,1.09E-07,50,9.14E-08
9.99E-07,9.31E-08,50,1.09E-07
9.99E-07,8.43E-08,50,9.31E-08
9.99E-07,9.78E-08,50,8.43E-08
9.99E-07,9.76E-08,50,9.78E-08
9.99E-07,9.68E-08,50,9.76E-08
9.99E-07,7.60E-08,50,9.68E-08
9.99E-07,1.06E-07,50,7.60E-08
9.99E-07,9.74E-08,50,1.06E-07
9.99E-07,7.82E-08,50,9.74E-08
9.99E-07,9.44E-08,50,7.82E-08
9.99E-07,1.02E-07,50,9.44E-08
9.99E-07,9.46E-08,50,1.02E-07
9.99E-07,7.41E-08,50,9.46E-08
9.99E-07,1.22E-07,50,7.41E-08
9.99E-07,9.18E-08,50,1.22E-07
9.99E-07,7.72E-08,50,9.18E-08
9.99E-07,1.15E-07,50,7.72E-08
9.99E-07,9.46E-08,50,1.15E-07
9.99E-07,9.05E-08,50,9.46E-08
9.99E-07,9.42E-08,50,9.05E-08
9.99E-07,1.13E-07,50,9.42E-08
9.99E-07,9.14E-08,50,1.13E-07
9.99E-07,1.00E-07,50,9.14E-08
9.99E-07,1.06E-07,50,1.00E-07
9.99E-07,1.03E-07,50,1.06E-07
9.99E-07,9.50E-08,50,1.03E-07
9.99E-07,9.90E-08,50,9.50E-08
9.99E-07,1.11E-07,50,9.90E-08
9.99E-07,8.99E-08,50,1.11E-07
9.99E-07,1.08E-07,50,8.99E-08
9.99E-07,9.70E-08,50,1.08E-07
9.99E-07,1.05E-07,50,9.70E-08
9.99E-07,9.81E-08,50,1.05E-07
9.99E-07,8.80E-08,50,9.81E-08
9.99E-07,1.28E-07,50,8.80E-08
9.99E-07,8.11E-08,50,1.28E-07
9.99E-07,9.51E-08,50,8.11E-08
9.99E-07,1.30E-07,50,9.51E-08
9.99E-07,7.72E-08,50,1.30E-07
9.99E-07,9.94E-08,50,7.72E-08
9.99E-07,1.25E-07,50,9.94E-08
9.99E-07,7.89E-08,50,1.25E-07
9.99E-07,1.07E-07,50,7.89E-08
9.99E-07,1.08E-07,50,1.07E-07
9.99E-07,8.47E-08,50,1.08E-07
9.99E-07,1.08E-07,50,8.47E-08
9.99E-07,9.11E-08,50,1.08E-07
9.99E-07,1.02E-07,50,9.11E-08
9.99E-07,1.00E-07,50,1.02E-07
9.99E-07,9.40E-08,50,1.00E-07
9.99E-07,1.03E-07,50,9.40E-08
9.99E-07,9.73E-08,50,1.03E-07
9.99E-07,9.88E-08,50,9.73E-08
9.99E-07,9.10E-08,50,9.88E-08
9.99E-07,1.11E-07,50,9.10E-08
9.99E-07,8.76E-08,50,1.11E-07
9.99E-07,9.49E-08,50,8.76E-08
9.99E-07,1.07E-07,50,9.49E-08
9.99E-07,9.02E-08,50,1.07E-07
9.99E-07,9.25E-08,50,9.02E-08
9.99E-07,1.09E-07,50,9.25E-08
9.99E-07,1.00E-07,50,1.09E-07
9.99E-07,8.47E-08,50,1.00E-07
9.99E-07,1.21E-07,50,8.47E-08
9.99E-07,9.77E-08,50,1.21E-07
9.99E-07,8.98E-08,50,9.77E-08
9.99E-07,1.22E-07,50,8.98E-08
9.99E-07,9.54E-08,50,1.22E-07
9.99E-07,9.73E-08,50,9.54E-08
9.99E-07,1.21E-07,50,9.73E-08
9.99E-07,9.57E-08,50,1.21E-07
9.99E-07,1.07E-07,50,9.57E-08
9.99E-07,1.10E-07,50,1.07E-07
9.99E-07,9.85E-08,50,1.10E-07
9.99E-07,1.03E-07,50,9.85E-08
9.99E-07,9.99E-08,50,1.03E-07
9.99E-07,1.01E-07,50,9.99E-08
9.99E-07,9.51E-08,50,1.01E-07
9.99E-07,9.83E-08,50,9.51E-08
9.99E-07,9.56E-08,50,9.83E-08
9.99E-07,9.45E-08,50,9.56E-08
9.99E-07,9.18E-08,50,9.45E-08
9.99E-07,1.04E-07,50,9.18E-08
9.99E-07,9.17E-08,50,1.04E-07
9.99E-07,1.04E-07,50,9.17E-08
9.99E-07,9.53E-08,50,1.04E-07
9.99E-07,9.20E-08,50,9.53E-08
9.99E-07,1.04E-07,50,9.20E-08
9.99E-07,8.84E-08,50,1.04E-07
9.99E-07,9.20E-08,50,8.84E-08
9.99E-07,1.12E-07,50,9.20E-08
9.99E-07,8.36E-08,50,1.12E-07
9.99E-07,1.05E-07,50,8.36E-08
9.99E-07,1.08E-07,50,1.05E-07
9.99E-07,8.18E-08,50,1.08E-07
9.99E-07,1.17E-07,50,8.18E-08
9.99E-07,9.34E-08,50,1.17E-07
9.99E-07,9.34E-08,50,9.34E-08
9.99E-07,1.05E-07,50,9.34E-08
9.99E-07,1.00E-07,50,1.05E-07
9.99E-07,8.56E-08,50,1.00E-07
9.99E-07,1.13E-07,50,8.56E-08
9.99E-07,8.75E-08,50,1.13E-07
9.99E-07,1.03E-07,50,8.75E-08
9.99E-07,1.04E-07,50,1.03E-07
9.99E-07,9.32E-08,50,1.04E-07
9.99E-07,1.04E-07,50,9.32E-08
9.99E-07,9.78E-08,50,1.04E-07
9.99E-07,9.36E-08,50,9.78E-08
9.99E-07,1.13E-07,50,9.36E-08
9.99E-07,9.69E-08,50,1.13E-07
9.99E-07,9.95E-08,50,9.69E-08
9.99E-07,1.23E-07,50,9.95E-08
9.99E-07,8.17E-08,50,1.23E-07
9.99E-07,1.24E-07,50,8.17E-08
9.99E-07,1.09E-07,50,1.24E-07
9.99E-07,9.68E-08,50,1.09E-07
9.99E-07,1.19E-07,50,9.68E-08
9.99E-07,1.19E-07,50,1.19E-07
9.99E-07,8.76E-08,50,1.19E-07
9.99E-07,1.37E-07,50,8.76E-08
