Bits,InputPower,OutputPower,DelayBit,OutputPowerWithoutDelay,
98.90625,9.99E-07,9.11E-06,,5.34E-06,
98.921875,9.99E-07,1.01E-05,,5.55E-06,
98.9375,9.99E-07,8.03E-06,,4.54E-06,
98.953125,9.99E-07,5.36E-06,,3.22E-06,
98.96875,9.99E-07,5.42E-06,,2.57E-06,
98.984375,9.99E-07,6.53E-06,,3.08E-06,
99,9.99E-07,5.36E-06,,3.65E-06,
99.015625,9.99E-07,3.69E-06,,3.43E-06,
99.03125,9.99E-07,4.30E-06,,2.48E-06,
99.046875,9.99E-07,7.67E-06,,1.77E-06,
99.0625,9.99E-07,1.39E-05,,1.10E-06,
99.078125,9.99E-07,1.65E-05,,4.78E-07,
99.09375,9.99E-07,1.67E-05,,2.48E-07,
99.109375,9.99E-07,1.47E-05,,2.47E-07,
99.125,9.99E-07,1.27E-05,,3.77E-07,
99.140625,9.99E-07,1.30E-05,,8.48E-07,
99.15625,9.99E-07,1.38E-05,,1.99E-06,
99.171875,9.99E-07,1.85E-05,,3.72E-06,
99.1875,9.99E-07,2.39E-05,,4.62E-06,
99.203125,9.99E-07,2.51E-05,,3.68E-06,
99.21875,9.99E-07,2.10E-05,,2.44E-06,
99.234375,9.99E-07,1.50E-05,,1.78E-06,
99.25,9.99E-07,1.27E-05,,1.52E-06,
99.265625,9.99E-07,1.45E-05,,1.52E-06,
99.28125,9.99E-07,1.95E-05,,9.22E-07,
99.296875,9.99E-07,2.77E-05,,3.35E-07,
99.3125,9.99E-07,3.76E-05,,2.76E-07,
99.328125,9.99E-07,5.01E-05,,6.38E-07,
99.34375,9.99E-07,6.09E-05,,1.17E-06,
99.359375,9.99E-07,6.52E-05,,1.61E-06,
99.375,9.99E-07,6.30E-05,,1.59E-06,
99.390625,9.99E-07,6.33E-05,,1.64E-06,
99.40625,9.99E-07,6.49E-05,,2.20E-06,
99.421875,9.99E-07,6.53E-05,,2.40E-06,
99.4375,9.99E-07,7.27E-05,,2.51E-06,
99.453125,9.99E-07,8.31E-05,,1.55E-06,
99.46875,9.99E-07,8.96E-05,,4.38E-07,
99.484375,9.99E-07,8.84E-05,,4.90E-08,
99.5,9.99E-07,7.38E-05,,6.20E-08,
99.515625,9.99E-07,5.97E-05,,8.21E-08,
99.53125,9.99E-07,6.22E-05,,4.88E-07,
99.546875,9.99E-07,7.15E-05,,1.48E-06,
99.5625,9.99E-07,8.87E-05,,2.44E-06,
99.578125,9.99E-07,0.000117212,,2.68E-06,
99.59375,9.99E-07,0.000152024,,2.49E-06,
99.609375,9.99E-07,0.000191296,,1.79E-06,
99.625,9.99E-07,0.000211265,,6.77E-07,
99.640625,9.99E-07,0.000218319,,1.29E-07,
99.65625,9.99E-07,0.00022509,,1.92E-09,
99.671875,9.99E-07,0.000231023,,3.04E-08,
99.6875,9.99E-07,0.000256553,,2.75E-07,
99.703125,9.99E-07,0.000297688,,1.03E-06,
99.71875,9.99E-07,0.000338222,,1.95E-06,
99.734375,9.99E-07,0.000369159,,2.08E-06,
99.75,9.99E-07,0.000387077,,1.37E-06,
99.765625,9.99E-07,0.000384808,,9.02E-07,
99.78125,9.99E-07,0.000343132,,4.23E-07,
99.796875,9.99E-07,0.00030162,,3.53E-07,
99.8125,9.99E-07,0.000299625,,9.75E-08,
99.828125,9.99E-07,0.000310114,,1.13E-07,
99.84375,9.99E-07,0.000323914,,7.28E-07,
99.859375,9.99E-07,0.000360443,,1.57E-06,
99.875,9.99E-07,0.000406245,,1.82E-06,
99.890625,9.99E-07,0.000434229,,1.50E-06,
99.90625,9.99E-07,0.000446701,,9.88E-07,
99.921875,9.99E-07,0.000465762,,5.85E-07,
99.9375,9.99E-07,0.000481007,,2.10E-07,
99.953125,9.99E-07,0.000488133,,4.20E-08,
99.96875,9.99E-07,0.000536121,,4.27E-08,
99.984375,9.99E-07,0.000583628,,7.18E-07,
100,9.99E-07,0.000595096,,1.85E-06,
100.015625,9.99E-07,0.000605895,,1.63E-06,
100.03125,9.99E-07,0.000632559,,8.47E-07,
100.046875,9.99E-07,0.000669293,,5.20E-07,
100.0625,9.99E-07,0.000686467,,4.20E-07,
100.078125,9.99E-07,0.000672455,,2.07E-07,
100.09375,9.99E-07,0.000645326,,1.00E-08,
100.109375,9.99E-07,0.00060658,,3.01E-07,
100.125,9.99E-07,0.000537709,,8.92E-07,
100.140625,9.99E-07,0.000467635,,1.33E-06,
100.15625,9.99E-07,0.000412101,,1.31E-06,
100.171875,9.99E-07,0.000391505,,7.53E-07,
100.1875,9.99E-07,0.000380193,,2.72E-07,
100.203125,9.99E-07,0.000364887,,1.48E-07,
100.21875,9.99E-07,0.000361006,,4.49E-08,
100.234375,9.99E-07,0.000357771,,2.51E-07,
100.25,9.99E-07,0.000357872,,8.76E-07,
100.265625,9.99E-07,0.000370402,,1.56E-06,
100.28125,9.99E-07,0.000399996,,1.26E-06,
100.296875,9.99E-07,0.000418906,,4.94E-07,
100.3125,9.99E-07,0.000405393,,1.42E-07,
100.328125,9.99E-07,0.00035168,,1.32E-07,
100.34375,9.99E-07,0.00030325,,1.44E-07,
100.359375,9.99E-07,0.000290266,,6.11E-07,
100.375,9.99E-07,0.000283392,,1.04E-06,
100.390625,9.99E-07,0.000256885,,1.09E-06,
100.40625,9.99E-07,0.000221822,,7.78E-07,
100.421875,9.99E-07,0.000195189,,2.89E-07,
100.4375,9.99E-07,0.000179636,,5.22E-08,
100.453125,9.99E-07,0.000174272,,2.36E-07,
100.46875,9.99E-07,0.000170602,,4.00E-07,
100.484375,9.99E-07,0.000166235,,8.21E-07,
100.5,9.99E-07,0.000150344,,1.04E-06,
100.515625,9.99E-07,0.000118694,,8.65E-07,
100.53125,9.99E-07,9.95E-05,,3.00E-07,
100.546875,9.99E-07,9.83E-05,,2.50E-08,
100.5625,9.99E-07,0.000100274,,3.49E-07,
100.578125,9.99E-07,9.22E-05,,6.20E-07,
100.59375,9.99E-07,7.15E-05,,7.28E-07,
100.609375,9.99E-07,5.46E-05,,8.57E-07,
100.625,9.99E-07,5.01E-05,,6.80E-07,
100.640625,9.99E-07,5.40E-05,,2.48E-07,
100.65625,9.99E-07,5.39E-05,,3.59E-08,
100.671875,9.99E-07,5.32E-05,,5.92E-07,
100.6875,9.99E-07,5.60E-05,,1.04E-06,
100.703125,9.99E-07,6.18E-05,,8.96E-07,
100.71875,9.99E-07,6.49E-05,,5.57E-07,
100.734375,9.99E-07,6.56E-05,,2.55E-07,
100.75,9.99E-07,6.67E-05,,1.37E-07,
100.765625,9.99E-07,6.21E-05,,2.65E-07,
100.78125,9.99E-07,4.52E-05,,6.14E-07,
100.796875,9.99E-07,3.21E-05,,1.04E-06,
100.8125,9.99E-07,2.76E-05,,7.62E-07,
100.828125,9.99E-07,2.65E-05,,1.97E-07,
100.84375,9.99E-07,2.46E-05,,1.94E-07,
100.859375,9.99E-07,1.85E-05,,3.48E-07,
100.875,9.99E-07,7.95E-06,,4.10E-07,
100.890625,9.99E-07,3.30E-06,,6.60E-07,
100.90625,9.99E-07,3.81E-06,,8.14E-07,
100.921875,9.99E-07,3.72E-06,,4.80E-07,
100.9375,9.99E-07,4.53E-06,,8.17E-08,
100.953125,9.99E-07,9.90E-06,,3.09E-07,
100.96875,9.99E-07,1.98E-05,,7.10E-07,
100.984375,9.99E-07,2.64E-05,,7.39E-07,
101,9.99E-07,2.73E-05,,5.35E-07,
101.015625,9.99E-07,2.98E-05,,3.13E-07,
101.03125,9.99E-07,2.98E-05,,1.46E-07,
101.046875,9.99E-07,2.28E-05,,3.06E-07,
101.0625,9.99E-07,1.36E-05,,6.81E-07,
101.078125,9.99E-07,1.08E-05,,8.53E-07,
101.09375,9.99E-07,1.20E-05,,5.09E-07,
101.109375,9.99E-07,1.48E-05,,1.34E-07,
101.125,9.99E-07,1.57E-05,,3.17E-07,
101.140625,9.99E-07,1.05E-05,,4.50E-07,
101.15625,9.99E-07,4.05E-06,,6.63E-07,
101.171875,9.99E-07,8.83E-07,,8.24E-07,
101.1875,9.99E-07,3.62E-07,,3.67E-07,
101.203125,9.99E-07,2.42E-06,,1.19E-07,
101.21875,9.99E-07,1.14E-05,,4.48E-07,
101.234375,9.99E-07,3.17E-05,,8.07E-07,
101.25,9.99E-07,5.09E-05,,6.60E-07,
101.265625,9.99E-07,5.99E-05,,3.96E-07,
101.28125,9.99E-07,6.72E-05,,1.99E-07,
101.296875,9.99E-07,6.88E-05,,2.90E-07,
101.3125,9.99E-07,6.15E-05,,5.72E-07,
101.328125,9.99E-07,4.75E-05,,7.17E-07,
101.34375,9.99E-07,3.66E-05,,5.14E-07,
101.359375,9.99E-07,3.78E-05,,1.28E-07,
101.375,9.99E-07,4.71E-05,,3.49E-07,
101.390625,9.99E-07,5.78E-05,,6.06E-07,
101.40625,9.99E-07,5.80E-05,,4.86E-07,
101.421875,9.99E-07,4.93E-05,,5.47E-07,
101.4375,9.99E-07,4.11E-05,,2.70E-07,
101.453125,9.99E-07,3.61E-05,,1.86E-07,
101.46875,9.99E-07,3.98E-05,,5.23E-07,
101.484375,9.99E-07,5.90E-05,,7.63E-07,
101.5,9.99E-07,9.40E-05,,4.49E-07,
101.515625,9.99E-07,0.00013336,,1.72E-07,
101.53125,9.99E-07,0.000152466,,3.21E-07,
101.546875,9.99E-07,0.000159201,,5.54E-07,
101.5625,9.99E-07,0.000162959,,6.22E-07,
101.578125,9.99E-07,0.00016325,,4.01E-07,
101.59375,9.99E-07,0.000149688,,2.25E-07,
101.609375,9.99E-07,0.00013233,,3.17E-07,
101.625,9.99E-07,0.00013376,,6.95E-07,
101.640625,9.99E-07,0.000148181,,5.81E-07,
101.65625,9.99E-07,0.00016938,,3.15E-07,
101.671875,9.99E-07,0.000193974,,2.87E-07,
101.6875,9.99E-07,0.00021596,,3.98E-07,
101.703125,9.99E-07,0.000230349,,4.94E-07,
101.71875,9.99E-07,0.00023214,,6.45E-07,
101.734375,9.99E-07,0.000242106,,2.67E-07,
101.75,9.99E-07,0.000277195,,2.49E-07,
101.765625,9.99E-07,0.000324857,,5.28E-07,
101.78125,9.99E-07,0.000378782,,6.47E-07,
101.796875,9.99E-07,0.00040961,,3.37E-07,
101.8125,9.99E-07,0.000417443,,2.98E-07,
101.828125,9.99E-07,0.000415844,,2.82E-07,
101.84375,9.99E-07,0.000417573,,6.27E-07,
101.859375,9.99E-07,0.000440453,,5.35E-07,
101.875,9.99E-07,0.000462915,,3.07E-07,
101.890625,9.99E-07,0.000475957,,2.10E-07,
101.90625,9.99E-07,0.00047552,,5.99E-07,
101.921875,9.99E-07,0.000471324,,6.44E-07,
101.9375,9.99E-07,0.000470533,,2.68E-07,
101.953125,9.99E-07,0.000504048,,3.23E-07,
101.96875,9.99E-07,0.000580348,,3.60E-07,
101.984375,9.99E-07,0.000649055,,5.58E-07,
102,9.99E-07,0.000678165,,5.52E-07,
102.015625,9.99E-07,0.000677841,,2.16E-07,
102.03125,9.99E-07,0.000619419,,3.87E-07,
102.046875,9.99E-07,0.000535036,,5.42E-07,
102.0625,9.99E-07,0.000458231,,5.41E-07,
102.078125,9.99E-07,0.00042156,,2.79E-07,
102.09375,9.99E-07,0.000407855,,3.03E-07,
102.109375,9.99E-07,0.000404542,,5.09E-07,
102.125,9.99E-07,0.000393066,,5.45E-07,
102.140625,9.99E-07,0.000386728,,3.44E-07,
102.15625,9.99E-07,0.000385602,,2.47E-07,
102.171875,9.99E-07,0.000375099,,5.45E-07,
102.1875,9.99E-07,0.000377965,,5.33E-07,
102.203125,9.99E-07,0.000391995,,2.60E-07,
102.21875,9.99E-07,0.000379827,,3.82E-07,
102.234375,9.99E-07,0.00034625,,3.81E-07,
102.25,9.99E-07,0.000300875,,4.85E-07,
102.265625,9.99E-07,0.000271637,,4.16E-07,
102.28125,9.99E-07,0.000276406,,2.64E-07,
102.296875,9.99E-07,0.000322226,,4.07E-07,
102.3125,9.99E-07,0.000385798,,5.35E-07,
102.328125,9.99E-07,0.00044985,,3.75E-07,
102.34375,9.99E-07,0.000483093,,2.62E-07,
102.359375,9.99E-07,0.000473977,,4.47E-07,
102.375,9.99E-07,0.000456354,,5.02E-07,
102.390625,9.99E-07,0.000453318,,3.38E-07,
102.40625,9.99E-07,0.000465192,,3.09E-07,
102.421875,9.99E-07,0.00048572,,4.31E-07,
102.4375,9.99E-07,0.000488103,,4.84E-07,
102.453125,9.99E-07,0.000459176,,3.35E-07,
102.46875,9.99E-07,0.000427225,,3.50E-07,
102.484375,9.99E-07,0.000387806,,4.43E-07,
102.5,9.99E-07,0.000337655,,4.74E-07,
102.515625,9.99E-07,0.000292483,,4.19E-07,
102.53125,9.99E-07,0.000257871,,2.89E-07,
102.546875,9.99E-07,0.000250936,,5.66E-07,
102.5625,9.99E-07,0.000266579,,4.80E-07,
102.578125,9.99E-07,0.000310354,,3.13E-07,
102.59375,9.99E-07,0.000382444,,4.52E-07,
102.609375,9.99E-07,0.000452443,,4.54E-07,
102.625,9.99E-07,0.000474756,,4.40E-07,
102.640625,9.99E-07,0.000468925,,4.04E-07,
102.65625,9.99E-07,0.000461516,,3.55E-07,
102.671875,9.99E-07,0.000462008,,5.36E-07,
102.6875,9.99E-07,0.000483587,,5.28E-07,
102.703125,9.99E-07,0.000491299,,2.33E-07,
102.71875,9.99E-07,0.000476665,,5.82E-07,
102.734375,9.99E-07,0.000453622,,5.57E-07,
102.75,9.99E-07,0.000436417,,2.73E-07,
102.765625,9.99E-07,0.000405318,,4.47E-07,
102.78125,9.99E-07,0.00035327,,4.45E-07,
102.796875,9.99E-07,0.000303106,,4.27E-07,
102.8125,9.99E-07,0.000273626,,3.18E-07,
102.828125,9.99E-07,0.000280006,,4.27E-07,
102.84375,9.99E-07,0.000306321,,4.50E-07,
102.859375,9.99E-07,0.000344333,,4.26E-07,
102.875,9.99E-07,0.000371303,,2.96E-07,
102.890625,9.99E-07,0.00037978,,5.57E-07,
102.90625,9.99E-07,0.000373453,,3.86E-07,
102.921875,9.99E-07,0.000361709,,3.64E-07,
102.9375,9.99E-07,0.000349402,,3.87E-07,
102.953125,9.99E-07,0.000344128,,5.50E-07,
102.96875,9.99E-07,0.000349835,,3.13E-07,
102.984375,9.99E-07,0.00035559,,4.12E-07,
103,9.99E-07,0.000375581,,4.54E-07,
103.015625,9.99E-07,0.000411509,,4.18E-07,
103.03125,9.99E-07,0.000452799,,3.26E-07,
103.046875,9.99E-07,0.000501519,,4.43E-07,
103.0625,9.99E-07,0.000562148,,4.04E-07,
103.078125,9.99E-07,0.000603184,,3.76E-07,
103.09375,9.99E-07,0.000613315,,3.22E-07,
103.109375,9.99E-07,0.000579403,,5.00E-07,
103.125,9.99E-07,0.000511284,,3.42E-07,
103.140625,9.99E-07,0.000455391,,3.57E-07,
103.15625,9.99E-07,0.000434168,,4.58E-07,
103.171875,9.99E-07,0.000432032,,4.02E-07,
103.1875,9.99E-07,0.000441801,,3.14E-07,
103.203125,9.99E-07,0.000457829,,4.33E-07,
103.21875,9.99E-07,0.00047222,,3.73E-07,
103.234375,9.99E-07,0.000480938,,3.17E-07,
103.25,9.99E-07,0.000474516,,3.62E-07,
103.265625,9.99E-07,0.000457425,,3.90E-07,
103.28125,9.99E-07,0.000440996,,3.12E-07,
103.296875,9.99E-07,0.000422026,,4.02E-07,
103.3125,9.99E-07,0.000389129,,3.64E-07,
103.328125,9.99E-07,0.000336247,,3.71E-07,
103.34375,9.99E-07,0.000287239,,3.78E-07,
103.359375,9.99E-07,0.000268566,,3.52E-07,
103.375,9.99E-07,0.00026366,,4.01E-07,
103.390625,9.99E-07,0.000251242,,3.84E-07,
103.40625,9.99E-07,0.000215559,,3.64E-07,
103.421875,9.99E-07,0.000172503,,4.27E-07,
103.4375,9.99E-07,0.000147443,,3.86E-07,
103.453125,9.99E-07,0.000152611,,3.58E-07,
103.46875,9.99E-07,0.000161243,,4.18E-07,
103.484375,9.99E-07,0.000170848,,3.98E-07,
103.5,9.99E-07,0.000171946,,3.67E-07,
103.515625,9.99E-07,0.000166359,,4.30E-07,
103.53125,9.99E-07,0.000165681,,4.06E-07,
103.546875,9.99E-07,0.000152301,,3.70E-07,
103.5625,9.99E-07,0.000131931,,3.94E-07,
103.578125,9.99E-07,0.000105493,,4.32E-07,
103.59375,9.99E-07,7.68E-05,,3.29E-07,
103.609375,9.99E-07,5.19E-05,,3.89E-07,
103.625,9.99E-07,4.20E-05,,4.34E-07,
103.640625,9.99E-07,4.23E-05,,3.00E-07,
103.65625,9.99E-07,4.98E-05,,4.31E-07,
103.671875,9.99E-07,5.03E-05,,4.22E-07,
103.6875,9.99E-07,4.80E-05,,3.29E-07,
103.703125,9.99E-07,4.61E-05,,4.38E-07,
103.71875,9.99E-07,4.94E-05,,4.02E-07,
103.734375,9.99E-07,5.66E-05,,3.52E-07,
103.75,9.99E-07,5.82E-05,,4.10E-07,
103.765625,9.99E-07,5.93E-05,,4.10E-07,
103.78125,9.99E-07,5.81E-05,,3.53E-07,
103.796875,9.99E-07,5.95E-05,,4.33E-07,
103.8125,9.99E-07,5.50E-05,,3.99E-07,
103.828125,9.99E-07,4.33E-05,,3.63E-07,
103.84375,9.99E-07,2.95E-05,,4.16E-07,
103.859375,9.99E-07,1.73E-05,,4.05E-07,
103.875,9.99E-07,6.53E-06,,3.72E-07,
103.890625,9.99E-07,1.99E-06,,4.35E-07,
103.90625,9.99E-07,1.22E-06,,3.98E-07,
103.921875,9.99E-07,2.01E-06,,3.89E-07,
103.9375,9.99E-07,3.90E-06,,4.37E-07,
103.953125,9.99E-07,7.93E-06,,3.84E-07,
103.96875,9.99E-07,1.48E-05,,4.36E-07,
103.984375,9.99E-07,2.00E-05,,3.90E-07,
104,9.99E-07,2.18E-05,,4.36E-07,
104.015625,9.99E-07,2.35E-05,,3.77E-07,
104.03125,9.99E-07,2.32E-05,,4.25E-07,
104.046875,9.99E-07,2.36E-05,,4.35E-07,
104.0625,9.99E-07,2.59E-05,,3.61E-07,
104.078125,9.99E-07,2.86E-05,,4.94E-07,
104.09375,9.99E-07,2.62E-05,,3.65E-07,
104.109375,9.99E-07,1.84E-05,,4.36E-07,
104.125,9.99E-07,1.09E-05,,4.42E-07,
104.140625,9.99E-07,4.24E-06,,3.67E-07,
104.15625,9.99E-07,1.74E-06,,4.58E-07,
104.171875,9.99E-07,2.23E-06,,3.92E-07,
104.1875,9.99E-07,1.91E-06,,3.86E-07,
104.203125,9.99E-07,2.75E-06,,4.56E-07,
104.21875,9.99E-07,1.04E-05,,3.57E-07,
104.234375,9.99E-07,2.72E-05,,4.55E-07,
104.25,9.99E-07,4.31E-05,,3.96E-07,
104.265625,9.99E-07,5.31E-05,,4.05E-07,
104.28125,9.99E-07,5.80E-05,,4.48E-07,
104.296875,9.99E-07,5.92E-05,,3.73E-07,
104.3125,9.99E-07,5.64E-05,,4.39E-07,
104.328125,9.99E-07,5.55E-05,,3.98E-07,
104.34375,9.99E-07,5.64E-05,,4.14E-07,
104.359375,9.99E-07,5.42E-05,,4.21E-07,
104.375,9.99E-07,4.89E-05,,4.08E-07,
104.390625,9.99E-07,4.66E-05,,4.15E-07,
104.40625,9.99E-07,4.41E-05,,4.30E-07,
104.421875,9.99E-07,4.13E-05,,3.91E-07,
104.4375,9.99E-07,4.20E-05,,4.14E-07,
104.453125,9.99E-07,4.15E-05,,3.92E-07,
104.46875,9.99E-07,4.12E-05,,3.83E-07,
104.484375,9.99E-07,5.13E-05,,4.20E-07,
104.5,9.99E-07,8.24E-05,,3.59E-07,
104.515625,9.99E-07,0.00011746,,4.21E-07,
104.53125,9.99E-07,0.000142383,,3.81E-07,
104.546875,9.99E-07,0.000156437,,3.87E-07,
104.5625,9.99E-07,0.000166704,,4.21E-07,
104.578125,9.99E-07,0.000172033,,3.68E-07,
104.59375,9.99E-07,0.000169457,,4.27E-07,
104.609375,9.99E-07,0.000166195,,3.70E-07,
104.625,9.99E-07,0.000155885,,4.10E-07,
104.640625,9.99E-07,0.00015334,,3.96E-07,
104.65625,9.99E-07,0.000162564,,4.11E-07,
104.671875,9.99E-07,0.000185764,,3.92E-07,
104.6875,9.99E-07,0.000211994,,4.15E-07,
104.703125,9.99E-07,0.000241264,,3.82E-07,
104.71875,9.99E-07,0.00026139,,4.24E-07,
104.734375,9.99E-07,0.000268334,,3.79E-07,
104.75,9.99E-07,0.000293316,,4.21E-07,
104.765625,9.99E-07,0.000336107,,3.88E-07,
104.78125,9.99E-07,0.000379166,,4.19E-07,
104.796875,9.99E-07,0.000400325,,3.77E-07,
104.8125,9.99E-07,0.000423712,,4.29E-07,
104.828125,9.99E-07,0.000450735,,3.69E-07,
104.84375,9.99E-07,0.000468195,,4.16E-07,
104.859375,9.99E-07,0.000469878,,3.79E-07,
104.875,9.99E-07,0.000447848,,4.04E-07,
104.890625,9.99E-07,0.000424562,,3.98E-07,
104.90625,9.99E-07,0.000418097,,3.87E-07,
104.921875,9.99E-07,0.000444463,,4.13E-07,
104.9375,9.99E-07,0.00047864,,3.84E-07,
104.953125,9.99E-07,0.000524085,,3.95E-07,
104.96875,9.99E-07,0.00056882,,3.91E-07,
104.984375,9.99E-07,0.00059924,,3.91E-07,
105,9.99E-07,0.000614467,,3.88E-07,
105.015625,9.99E-07,0.000623822,,3.87E-07,
105.03125,9.99E-07,0.000595856,,3.76E-07,
105.046875,9.99E-07,0.000519301,,4.10E-07,
105.0625,9.99E-07,0.0004463,,3.60E-07,
105.078125,9.99E-07,0.000405969,,4.24E-07,
105.09375,9.99E-07,0.000385389,,3.69E-07,
105.109375,9.99E-07,0.000369766,,4.27E-07,
105.125,9.99E-07,0.000365184,,3.85E-07,
105.140625,9.99E-07,0.00037258,,4.05E-07,
105.15625,9.99E-07,0.000396941,,3.87E-07,
105.171875,9.99E-07,0.000413007,,4.11E-07,
105.1875,9.99E-07,0.000401707,,3.98E-07,
105.203125,9.99E-07,0.000369326,,4.14E-07,
105.21875,9.99E-07,0.000339392,,3.94E-07,
105.234375,9.99E-07,0.000311892,,4.07E-07,
105.25,9.99E-07,0.000301763,,3.84E-07,
105.265625,9.99E-07,0.000299816,,4.00E-07,
105.28125,9.99E-07,0.00029694,,3.92E-07,
105.296875,9.99E-07,0.000317209,,3.94E-07,
105.3125,9.99E-07,0.000367253,,4.09E-07,
105.328125,9.99E-07,0.000410897,,3.99E-07,
105.34375,9.99E-07,0.00043361,,4.19E-07,
105.359375,9.99E-07,0.000462975,,4.09E-07,
105.375,9.99E-07,0.000488252,,4.21E-07,
105.390625,9.99E-07,0.000503014,,4.21E-07,
105.40625,9.99E-07,0.000497967,,4.10E-07,
105.421875,9.99E-07,0.000481871,,4.33E-07,
105.4375,9.99E-07,0.000467759,,4.06E-07,
105.453125,9.99E-07,0.00046601,,4.17E-07,
105.46875,9.99E-07,0.000437818,,3.92E-07,
105.484375,9.99E-07,0.000391571,,4.01E-07,
105.5,9.99E-07,0.000347396,,4.04E-07,
105.515625,9.99E-07,0.000312004,,3.72E-07,
105.53125,9.99E-07,0.000287984,,4.28E-07,
105.546875,9.99E-07,0.000281762,,3.61E-07,
105.5625,9.99E-07,0.000279886,,4.33E-07,
105.578125,9.99E-07,0.000306042,,3.51E-07,
105.59375,9.99E-07,0.000368154,,4.36E-07,
105.609375,9.99E-07,0.000423841,,3.64E-07,
105.625,9.99E-07,0.000454582,,4.25E-07,
105.640625,9.99E-07,0.000489057,,3.77E-07,
105.65625,9.99E-07,0.000516279,,4.05E-07,
105.671875,9.99E-07,0.000519091,,3.90E-07,
105.6875,9.99E-07,0.000502021,,3.86E-07,
105.703125,9.99E-07,0.000482002,,3.85E-07,
105.71875,9.99E-07,0.00047128,,3.73E-07,
105.734375,9.99E-07,0.000453655,,3.88E-07,
105.75,9.99E-07,0.000413947,,3.78E-07,
105.765625,9.99E-07,0.000368709,,3.78E-07,
105.78125,9.99E-07,0.00033247,,3.79E-07,
105.796875,9.99E-07,0.000308519,,3.63E-07,
105.8125,9.99E-07,0.000297087,,3.83E-07,
105.828125,9.99E-07,0.000295477,,3.54E-07,
105.84375,9.99E-07,0.000316191,,3.92E-07,
105.859375,9.99E-07,0.000349799,,3.62E-07,
105.875,9.99E-07,0.000362266,,4.04E-07,
105.890625,9.99E-07,0.0003541,,3.73E-07,
105.90625,9.99E-07,0.000354226,,4.02E-07,
105.921875,9.99E-07,0.000356577,,3.80E-07,
105.9375,9.99E-07,0.000356493,,3.85E-07,
105.953125,9.99E-07,0.00036476,,3.91E-07,
105.96875,9.99E-07,0.000389962,,3.78E-07,
105.984375,9.99E-07,0.000419229,,4.03E-07,
106,9.99E-07,0.000438694,,3.82E-07,
106.015625,9.99E-07,0.000452575,,4.30E-07,
106.03125,9.99E-07,0.000481152,,3.92E-07,
106.046875,9.99E-07,0.000521002,,4.41E-07,
106.0625,9.99E-07,0.000559551,,3.82E-07,
106.078125,9.99E-07,0.000581825,,4.39E-07,
106.09375,9.99E-07,0.000588269,,4.01E-07,
106.109375,9.99E-07,0.000569856,,4.44E-07,
106.125,9.99E-07,0.000518604,,4.09E-07,
106.140625,9.99E-07,0.000472926,,4.37E-07,
106.15625,9.99E-07,0.000466184,,4.12E-07,
106.171875,9.99E-07,0.00047302,,4.29E-07,
106.1875,9.99E-07,0.000478697,,4.15E-07,
106.203125,9.99E-07,0.000488726,,4.13E-07,
106.21875,9.99E-07,0.000489542,,4.14E-07,
106.234375,9.99E-07,0.000464918,,4.03E-07,
106.25,9.99E-07,0.000433052,,4.13E-07,
106.265625,9.99E-07,0.000414345,,4.00E-07,
106.28125,9.99E-07,0.00039486,,4.15E-07,
106.296875,9.99E-07,0.000358973,,3.87E-07,
106.3125,9.99E-07,0.000318429,,4.11E-07,
106.328125,9.99E-07,0.00029096,,3.81E-07,
106.34375,9.99E-07,0.000282699,,4.10E-07,
106.359375,9.99E-07,0.000280958,,3.78E-07,
106.375,9.99E-07,0.000279651,,4.17E-07,
106.390625,9.99E-07,0.000273327,,3.82E-07,
106.40625,9.99E-07,0.000245725,,4.18E-07,
106.421875,9.99E-07,0.000206618,,3.79E-07,
106.4375,9.99E-07,0.000177594,,4.02E-07,
106.453125,9.99E-07,0.000158486,,3.60E-07,
106.46875,9.99E-07,0.000145941,,3.95E-07,
106.484375,9.99E-07,0.000142439,,3.56E-07,
106.5,9.99E-07,0.000145072,,3.96E-07,
106.515625,9.99E-07,0.000139739,,3.72E-07,
106.53125,9.99E-07,0.00012717,,3.91E-07,
106.546875,9.99E-07,0.000118819,,3.71E-07,
106.5625,9.99E-07,0.000109124,,3.92E-07,
106.578125,9.99E-07,9.55E-05,,3.58E-07,
106.59375,9.99E-07,8.16E-05,,3.84E-07,
106.609375,9.99E-07,6.84E-05,,3.60E-07,
106.625,9.99E-07,6.19E-05,,3.74E-07,
106.640625,9.99E-07,6.21E-05,,3.64E-07,
106.65625,9.99E-07,6.72E-05,,3.84E-07,
106.671875,9.99E-07,7.16E-05,,3.68E-07,
106.6875,9.99E-07,6.36E-05,,3.85E-07,
106.703125,9.99E-07,4.99E-05,,3.84E-07,
106.71875,9.99E-07,4.04E-05,,4.03E-07,
106.734375,9.99E-07,3.28E-05,,3.91E-07,
106.75,9.99E-07,2.83E-05,,4.05E-07,
106.765625,9.99E-07,2.89E-05,,3.96E-07,
106.78125,9.99E-07,3.02E-05,,4.05E-07,
106.796875,9.99E-07,2.87E-05,,4.00E-07,
106.8125,9.99E-07,2.68E-05,,4.14E-07,
106.828125,9.99E-07,2.63E-05,,4.14E-07,
106.84375,9.99E-07,2.30E-05,,4.26E-07,
106.859375,9.99E-07,1.80E-05,,4.23E-07,
106.875,9.99E-07,1.44E-05,,4.30E-07,
106.890625,9.99E-07,1.17E-05,,4.25E-07,
106.90625,9.99E-07,1.05E-05,,4.27E-07,
