Bits,InputPower,OutputPower,DelayBit,OutputPowerWithoutDelay,
37.203125,0.000999001,1.15E-06,,0.000370449,
37.21875,0.000999001,1.66E-06,,0.000382013,
37.234375,0.000999001,1.58E-06,,0.000414509,
37.25,0.000999001,7.16E-07,,0.000461276,
37.265625,0.000999001,4.03E-08,,0.000501539,
37.28125,0.000999001,3.20E-07,,0.000479984,
37.296875,0.000999001,9.23E-07,,0.000421653,
37.3125,0.000999001,1.38E-06,,0.000404666,
37.328125,0.000999001,9.67E-07,,0.000390764,
37.34375,0.000999001,6.64E-07,,0.000365845,
37.359375,0.000999001,6.44E-07,,0.000350405,
37.375,0.000999001,5.35E-07,,0.000369505,
37.390625,0.000999001,1.95E-07,,0.000393456,
37.40625,0.000999001,2.49E-08,,0.000390817,
37.421875,0.000999001,4.55E-07,,0.000385626,
37.4375,0.000999001,1.11E-06,,0.000377718,
37.453125,0.000999001,1.59E-06,,0.000379824,
37.46875,0.000999001,1.61E-06,,0.000394215,
37.484375,0.000999001,1.55E-06,,0.000397879,
37.5,0.000999001,1.05E-06,,0.000391132,
37.515625,0.000999001,3.11E-07,,0.000374306,
37.53125,0.000999001,2.18E-07,,0.000348574,
37.546875,0.000999001,9.77E-07,,0.000343356,
37.5625,0.000999001,1.72E-06,,0.000379796,
37.578125,0.000999001,1.80E-06,,0.000405053,
37.59375,0.000999001,1.23E-06,,0.000408161,
37.609375,0.000999001,6.95E-07,,0.00042727,
37.625,0.000999001,7.17E-07,,0.000452015,
37.640625,0.000999001,5.48E-07,,0.000448794,
37.65625,0.000999001,2.79E-07,,0.000412057,
37.671875,0.000999001,3.25E-08,,0.000389194,
37.6875,0.000999001,2.06E-07,,0.000376595,
37.703125,0.000999001,8.70E-07,,0.000360817,
37.71875,0.000999001,1.63E-06,,0.000364898,
37.734375,0.000999001,1.92E-06,,0.000374455,
37.75,0.000999001,2.09E-06,,0.000386054,
37.765625,0.000999001,2.42E-06,,0.000416178,
37.78125,0.000999001,1.68E-06,,0.000456313,
37.796875,0.000999001,7.99E-07,,0.000507901,
37.8125,0.000999001,3.07E-07,,0.000527808,
37.828125,0.000999001,4.99E-07,,0.000492197,
37.84375,0.000999001,1.20E-06,,0.00043622,
37.859375,0.000999001,1.94E-06,,0.000395698,
37.875,0.000999001,1.24E-06,,0.000385765,
37.890625,0.000999001,8.16E-07,,0.000396334,
37.90625,0.000999001,1.35E-06,,0.000397762,
37.921875,0.000999001,1.91E-06,,0.000384767,
37.9375,0.000999001,1.95E-06,,0.000365567,
37.953125,0.000999001,1.27E-06,,0.000365169,
37.96875,0.000999001,5.33E-07,,0.000375954,
37.984375,0.000999001,1.20E-07,,0.000387178,
38,0.000999001,1.85E-07,,0.000396459,
38.015625,0.000999001,6.74E-07,,0.000397038,
38.03125,0.000999001,1.18E-06,,0.000404287,
38.046875,0.000999001,2.47E-06,,0.00043481,
38.0625,0.000999001,3.94E-06,,0.000477308,
38.078125,0.000999001,3.73E-06,,0.000521199,
38.09375,0.000999001,3.14E-06,,0.000518022,
38.109375,0.000999001,1.77E-06,,0.000463013,
38.125,0.000999001,5.34E-07,,0.000410557,
38.140625,0.000999001,4.51E-08,,0.000385338,
38.15625,0.000999001,1.82E-07,,0.0003979,
38.171875,0.000999001,2.38E-07,,0.000417422,
38.1875,0.000999001,8.12E-08,,0.000395638,
38.203125,0.000999001,2.43E-07,,0.000359702,
38.21875,0.000999001,1.03E-06,,0.000338431,
38.234375,0.000999001,2.25E-06,,0.000311032,
38.25,0.000999001,2.95E-06,,0.000289763,
38.265625,0.000999001,3.37E-06,,0.000285744,
38.28125,0.000999001,3.68E-06,,0.000298882,
38.296875,0.000999001,3.54E-06,,0.000320931,
38.3125,0.000999001,4.16E-06,,0.000333095,
38.328125,0.000999001,4.16E-06,,0.000341435,
38.34375,0.000999001,2.66E-06,,0.000339333,
38.359375,0.000999001,1.54E-06,,0.000341818,
38.375,0.000999001,8.32E-07,,0.000381257,
38.390625,0.000999001,5.17E-07,,0.000442175,
38.40625,0.000999001,4.75E-07,,0.000477083,
38.421875,0.000999001,2.87E-07,,0.000485214,
38.4375,0.000999001,8.82E-08,,0.000486002,
38.453125,0.000999001,7.59E-07,,0.000493208,
38.46875,0.000999001,1.75E-06,,0.000506645,
38.484375,0.000999001,3.27E-06,,0.000521444,
38.5,0.000999001,5.43E-06,,0.000538481,
38.515625,0.000999001,6.35E-06,,0.000557864,
38.53125,0.000999001,6.09E-06,,0.00055935,
38.546875,0.000999001,5.88E-06,,0.00053357,
38.5625,0.000999001,5.39E-06,,0.000501518,
38.578125,0.000999001,5.40E-06,,0.000477138,
38.59375,0.000999001,6.04E-06,,0.000484276,
38.609375,0.000999001,5.26E-06,,0.000495985,
38.625,0.000999001,3.45E-06,,0.000507536,
38.640625,0.000999001,2.46E-06,,0.000481188,
38.65625,0.000999001,1.99E-06,,0.000411835,
38.671875,0.000999001,1.48E-06,,0.000352108,
38.6875,0.000999001,7.54E-07,,0.000336913,
38.703125,0.000999001,3.21E-07,,0.000352983,
38.71875,0.000999001,8.51E-07,,0.000365879,
38.734375,0.000999001,1.97E-06,,0.000331326,
38.75,0.000999001,4.09E-06,,0.000298144,
38.765625,0.000999001,6.58E-06,,0.000279138,
38.78125,0.000999001,8.29E-06,,0.000248355,
38.796875,0.000999001,9.56E-06,,0.000220684,
38.8125,0.000999001,9.55E-06,,0.00019996,
38.828125,0.000999001,9.66E-06,,0.000199714,
38.84375,0.000999001,1.03E-05,,0.000195137,
38.859375,0.000999001,1.16E-05,,0.0001848,
38.875,0.000999001,1.33E-05,,0.000167025,
38.890625,0.000999001,1.25E-05,,0.000152106,
38.90625,0.000999001,9.71E-06,,0.000143342,
38.921875,0.000999001,7.11E-06,,0.000119473,
38.9375,0.000999001,4.78E-06,,0.000104243,
38.953125,0.000999001,1.97E-06,,0.000100434,
38.96875,0.000999001,1.36E-06,,0.00010233,
38.984375,0.000999001,2.93E-06,,0.000102235,
39,0.000999001,4.05E-06,,9.52E-05,
39.015625,0.000949268,5.77E-06,,8.36E-05,
39.03125,0.000610066,8.04E-06,,7.40E-05,
39.046875,0.000199721,9.44E-06,,6.26E-05,
39.0625,3.75E-05,9.91E-06,,5.16E-05,
39.078125,6.13E-06,1.04E-05,,4.49E-05,
39.09375,1.74E-06,1.06E-05,,4.76E-05,
39.109375,1.11E-06,1.14E-05,,5.76E-05,
39.125,1.01E-06,1.40E-05,,6.03E-05,
39.140625,1.00E-06,1.81E-05,,5.02E-05,
39.15625,9.99E-07,2.19E-05,,3.79E-05,
39.171875,9.99E-07,2.14E-05,,3.18E-05,
39.1875,9.99E-07,2.12E-05,,2.63E-05,
39.203125,9.99E-07,2.09E-05,,2.17E-05,
39.21875,9.99E-07,1.65E-05,,2.53E-05,
39.234375,9.99E-07,1.20E-05,,2.78E-05,
39.25,9.99E-07,1.15E-05,,2.87E-05,
39.265625,9.99E-07,1.55E-05,,2.42E-05,
39.28125,9.99E-07,1.98E-05,,1.80E-05,
39.296875,9.99E-07,2.75E-05,,1.73E-05,
39.3125,9.99E-07,3.67E-05,,1.39E-05,
39.328125,9.99E-07,4.40E-05,,8.34E-06,
39.34375,9.99E-07,4.88E-05,,4.06E-06,
39.359375,9.99E-07,5.16E-05,,5.58E-06,
39.375,9.99E-07,5.37E-05,,1.03E-05,
39.390625,9.99E-07,5.75E-05,,1.46E-05,
39.40625,9.99E-07,6.72E-05,,1.44E-05,
39.421875,9.99E-07,7.70E-05,,9.82E-06,
39.4375,9.99E-07,8.26E-05,,6.10E-06,
39.453125,9.99E-07,8.54E-05,,3.02E-06,
39.46875,9.99E-07,8.83E-05,,1.51E-06,
39.484375,9.99E-07,8.50E-05,,6.57E-06,
39.5,9.99E-07,7.23E-05,,1.10E-05,
39.515625,9.99E-07,6.31E-05,,1.24E-05,
39.53125,9.99E-07,6.93E-05,,1.04E-05,
39.546875,9.99E-07,8.26E-05,,8.09E-06,
39.5625,9.99E-07,9.86E-05,,8.50E-06,
39.578125,9.99E-07,0.000120753,,8.63E-06,
39.59375,9.99E-07,0.00014595,,5.09E-06,
39.609375,9.99E-07,0.000169059,,2.40E-06,
39.625,9.99E-07,0.000185162,,3.75E-06,
39.640625,9.99E-07,0.000200977,,8.45E-06,
39.65625,9.99E-07,0.000215378,,1.40E-05,
39.671875,9.99E-07,0.000231889,,1.62E-05,
39.6875,9.99E-07,0.000265289,,1.37E-05,
39.703125,9.99E-07,0.000296816,,9.67E-06,
39.71875,9.99E-07,0.000316354,,7.30E-06,
39.734375,9.99E-07,0.000336638,,2.09E-06,
39.75,9.99E-07,0.000360793,,4.99E-07,
39.765625,9.99E-07,0.000371971,,4.10E-06,
39.78125,9.99E-07,0.000349998,,6.14E-06,
39.796875,9.99E-07,0.00032694,,6.19E-06,
39.8125,9.99E-07,0.000321689,,4.81E-06,
39.828125,9.99E-07,0.000319365,,2.57E-06,
39.84375,9.99E-07,0.000325213,,1.96E-06,
39.859375,9.99E-07,0.000342475,,6.05E-07,
39.875,9.99E-07,0.000378502,,8.60E-08,
39.890625,9.99E-07,0.000422208,,1.25E-06,
39.90625,9.99E-07,0.000459451,,4.89E-06,
39.921875,9.99E-07,0.00048904,,1.12E-05,
39.9375,9.99E-07,0.000500271,,1.54E-05,
39.953125,9.99E-07,0.000497572,,1.41E-05,
39.96875,9.99E-07,0.00051604,,8.23E-06,
39.984375,9.99E-07,0.000550392,,6.15E-06,
40,9.99E-07,0.000573119,,3.67E-06,
40.015625,9.99E-07,0.000597229,,1.30E-07,
40.03125,9.99E-07,0.000635839,,1.86E-06,
40.046875,9.99E-07,0.000678155,,4.51E-06,
40.0625,9.99E-07,0.000689421,,5.47E-06,
40.078125,9.99E-07,0.000660326,,3.88E-06,
40.09375,9.99E-07,0.000627337,,1.60E-06,
40.109375,9.99E-07,0.000597721,,1.27E-06,
40.125,9.99E-07,0.000547313,,1.35E-06,
40.140625,9.99E-07,0.000485837,,4.04E-07,
40.15625,9.99E-07,0.000435642,,8.11E-07,
40.171875,9.99E-07,0.000389376,,3.15E-06,
40.1875,9.99E-07,0.000357829,,9.19E-06,
40.203125,9.99E-07,0.000350785,,1.51E-05,
40.21875,9.99E-07,0.000355343,,1.79E-05,
40.234375,9.99E-07,0.000365599,,1.45E-05,
40.25,9.99E-07,0.000370111,,1.21E-05,
40.265625,9.99E-07,0.00037322,,1.06E-05,
40.28125,9.99E-07,0.000385987,,5.51E-06,
40.296875,9.99E-07,0.00039812,,5.07E-06,
40.3125,9.99E-07,0.000395666,,7.83E-06,
40.328125,9.99E-07,0.000365024,,1.07E-05,
40.34375,9.99E-07,0.000327443,,8.53E-06,
40.359375,9.99E-07,0.000305996,,5.54E-06,
40.375,9.99E-07,0.000286279,,5.05E-06,
40.390625,9.99E-07,0.000255982,,5.62E-06,
40.40625,9.99E-07,0.000223269,,4.83E-06,
40.421875,9.99E-07,0.000203568,,3.30E-06,
40.4375,9.99E-07,0.000193531,,3.75E-06,
40.453125,9.99E-07,0.000183978,,6.27E-06,
40.46875,9.99E-07,0.000176045,,1.13E-05,
40.484375,9.99E-07,0.000164423,,1.72E-05,
40.5,9.99E-07,0.00014729,,1.64E-05,
40.515625,9.99E-07,0.00012598,,1.26E-05,
40.53125,9.99E-07,0.000108619,,1.11E-05,
40.546875,9.99E-07,0.000102884,,1.03E-05,
40.5625,9.99E-07,0.000101116,,1.15E-05,
40.578125,9.99E-07,9.00E-05,,1.77E-05,
40.59375,9.99E-07,7.19E-05,,2.37E-05,
40.609375,9.99E-07,5.88E-05,,2.38E-05,
40.625,9.99E-07,5.57E-05,,1.94E-05,
40.640625,9.99E-07,5.60E-05,,1.38E-05,
40.65625,9.99E-07,5.32E-05,,1.12E-05,
40.671875,9.99E-07,4.87E-05,,1.17E-05,
40.6875,9.99E-07,5.15E-05,,1.45E-05,
40.703125,9.99E-07,5.99E-05,,2.19E-05,
40.71875,9.99E-07,6.82E-05,,3.45E-05,
40.734375,9.99E-07,7.35E-05,,4.67E-05,
40.75,9.99E-07,7.40E-05,,5.96E-05,
40.765625,9.99E-07,6.68E-05,,6.39E-05,
40.78125,9.99E-07,5.18E-05,,5.90E-05,
40.796875,9.99E-07,3.86E-05,,5.94E-05,
40.8125,9.99E-07,3.25E-05,,6.24E-05,
40.828125,9.99E-07,2.95E-05,,6.69E-05,
40.84375,9.99E-07,2.60E-05,,7.67E-05,
40.859375,9.99E-07,1.95E-05,,9.02E-05,
40.875,9.99E-07,1.09E-05,,9.79E-05,
40.890625,9.99E-07,5.40E-06,,9.35E-05,
40.90625,9.99E-07,4.64E-06,,8.14E-05,
40.921875,9.99E-07,4.19E-06,,6.57E-05,
40.9375,9.99E-07,3.83E-06,,6.41E-05,
40.953125,9.99E-07,9.40E-06,,6.87E-05,
40.96875,9.99E-07,1.94E-05,,8.67E-05,
40.984375,9.99E-07,2.91E-05,,0.0001213,
41,9.99E-07,3.59E-05,,0.000154383,
41.015625,5.07E-05,3.72E-05,,0.000186116,
41.03125,0.000389934,3.24E-05,,0.000205275,
41.046875,0.000800279,2.46E-05,,0.000205342,
41.0625,0.000962522,1.60E-05,,0.000212408,
41.078125,0.000993874,1.19E-05,,0.000226751,
41.09375,0.000998258,1.17E-05,,0.000248983,
41.109375,0.000998893,1.38E-05,,0.000293445,
41.125,0.000998988,1.41E-05,,0.000331893,
41.140625,0.000999,1.03E-05,,0.000364922,
41.15625,0.000999001,4.17E-06,,0.00038728,
41.171875,0.000999001,7.31E-07,,0.000376924,
41.1875,0.000999001,6.99E-07,,0.000339996,
41.203125,0.000999001,3.68E-06,,0.00030641,
41.21875,0.000999001,1.38E-05,,0.000304657,
41.234375,0.000999001,3.12E-05,,0.000311718,
41.25,0.000999001,4.91E-05,,0.000326004,
41.265625,0.000999001,6.07E-05,,0.000359031,
41.28125,0.000999001,6.73E-05,,0.000397419,
41.296875,0.000999001,6.57E-05,,0.000420661,
41.3125,0.000999001,5.83E-05,,0.000435976,
41.328125,0.000999001,4.64E-05,,0.000455628,
41.34375,0.000999001,3.76E-05,,0.00047462,
41.359375,0.000999001,3.46E-05,,0.0004867,
41.375,0.000999001,4.09E-05,,0.000523818,
41.390625,0.000999001,5.11E-05,,0.000565714,
41.40625,0.000999001,5.56E-05,,0.00058087,
41.421875,0.000999001,4.82E-05,,0.00059311,
41.4375,0.000999001,3.85E-05,,0.000623682,
41.453125,0.000999001,3.38E-05,,0.00066091,
41.46875,0.000999001,3.84E-05,,0.000684025,
41.484375,0.000999001,5.65E-05,,0.000668214,
41.5,0.000999001,8.75E-05,,0.00063843,
41.515625,0.000999001,0.000119426,,0.000599855,
41.53125,0.000999001,0.000143637,,0.000539961,
41.546875,0.000999001,0.000158888,,0.000467159,
41.5625,0.000999001,0.000163467,,0.000414753,
41.578125,0.000999001,0.000157757,,0.000394518,
41.59375,0.000999001,0.000145411,,0.000377757,
41.609375,0.000999001,0.000134313,,0.000368209,
41.625,0.000999001,0.000130956,,0.000361774,
41.640625,0.000999001,0.000139621,,0.000361857,
41.65625,0.000999001,0.00016278,,0.000362333,
41.671875,0.000999001,0.000194583,,0.000374518,
41.6875,0.000999001,0.000214826,,0.000398684,
41.703125,0.000999001,0.000222676,,0.000419299,
41.71875,0.000999001,0.000230265,,0.00040387,
41.734375,0.000999001,0.000248715,,0.000355971,
41.75,0.000999001,0.000276786,,0.000319948,
41.765625,0.000999001,0.000324166,,0.000315997,
41.78125,0.000999001,0.000379529,,0.000309807,
41.796875,0.000999001,0.00042005,,0.000280224,
41.8125,0.000999001,0.000430345,,0.000248009,
41.828125,0.000999001,0.000422129,,0.000215872,
41.84375,0.000999001,0.000417342,,0.000195056,
41.859375,0.000999001,0.00042976,,0.000181884,
41.875,0.000999001,0.000450987,,0.000180134,
41.890625,0.000999001,0.000463166,,0.000172082,
41.90625,0.000999001,0.000459103,,0.000148509,
41.921875,0.000999001,0.000449317,,0.000118384,
41.9375,0.000999001,0.000454331,,0.000102733,
41.953125,0.000999001,0.000488048,,9.77E-05,
41.96875,0.000999001,0.000539039,,9.59E-05,
41.984375,0.000999001,0.000601124,,8.76E-05,
42,0.000999001,0.000643412,,6.82E-05,
42.015625,0.000949268,0.000642386,,5.27E-05,
42.03125,0.000610066,0.000583264,,5.23E-05,
42.046875,0.000199721,0.000514148,,5.58E-05,
42.0625,3.75E-05,0.000452082,,5.18E-05,
42.078125,6.13E-06,0.000419317,,5.09E-05,
42.09375,1.74E-06,0.000406578,,5.61E-05,
42.109375,1.11E-06,0.000408578,,6.28E-05,
42.125,1.01E-06,0.000408498,,6.62E-05,
42.140625,1.00E-06,0.000409492,,6.82E-05,
42.15625,9.99E-07,0.000406805,,7.05E-05,
42.171875,9.99E-07,0.000402639,,6.48E-05,
42.1875,9.99E-07,0.000406279,,4.74E-05,
42.203125,9.99E-07,0.000410275,,3.25E-05,
42.21875,9.99E-07,0.000392716,,2.80E-05,
42.234375,9.99E-07,0.000351074,,2.89E-05,
42.25,9.99E-07,0.000305588,,2.57E-05,
42.265625,9.99E-07,0.000272966,,1.76E-05,
42.28125,9.99E-07,0.000272043,,8.65E-06,
42.296875,9.99E-07,0.000310728,,5.06E-06,
42.3125,9.99E-07,0.000380243,,4.60E-06,
42.328125,9.99E-07,0.00044074,,3.79E-06,
42.34375,9.99E-07,0.000475588,,3.36E-06,
42.359375,9.99E-07,0.000481389,,8.19E-06,
42.375,9.99E-07,0.000469866,,1.74E-05,
42.390625,9.99E-07,0.000465947,,2.57E-05,
42.40625,9.99E-07,0.000480828,,3.02E-05,
42.421875,9.99E-07,0.000505916,,3.50E-05,
42.4375,9.99E-07,0.000508883,,3.53E-05,
42.453125,9.99E-07,0.000492552,,2.90E-05,
42.46875,9.99E-07,0.000455404,,1.97E-05,
42.484375,9.99E-07,0.000408751,,1.51E-05,
42.5,9.99E-07,0.000360703,,1.50E-05,
42.515625,9.99E-07,0.00031738,,1.76E-05,
42.53125,9.99E-07,0.000282399,,1.52E-05,
42.546875,9.99E-07,0.000264798,,8.32E-06,
42.5625,9.99E-07,0.000276479,,4.00E-06,
42.578125,9.99E-07,0.000319877,,1.97E-06,
42.59375,9.99E-07,0.000381403,,9.68E-07,
42.609375,9.99E-07,0.000439534,,3.11E-06,
42.625,9.99E-07,0.000470985,,1.35E-05,
42.640625,9.99E-07,0.00046663,,3.22E-05,
42.65625,9.99E-07,0.000453262,,4.78E-05,
42.671875,9.99E-07,0.000458256,,5.80E-05,
42.6875,9.99E-07,0.000474322,,6.60E-05,
42.703125,9.99E-07,0.000483583,,6.68E-05,
42.71875,9.99E-07,0.000475485,,6.14E-05,
42.734375,9.99E-07,0.00046482,,4.92E-05,
42.75,9.99E-07,0.000439745,,4.11E-05,
42.765625,9.99E-07,0.000399195,,4.16E-05,
42.78125,9.99E-07,0.000351165,,4.99E-05,
42.796875,9.99E-07,0.000304756,,6.13E-05,
42.8125,9.99E-07,0.00027698,,5.99E-05,
42.828125,9.99E-07,0.000280357,,4.69E-05,
42.84375,9.99E-07,0.000318728,,4.00E-05,
42.859375,9.99E-07,0.000373235,,3.67E-05,
42.875,9.99E-07,0.000405276,,4.20E-05,
42.890625,9.99E-07,0.00041316,,6.48E-05,
42.90625,9.99E-07,0.000405046,,0.000101056,
42.921875,9.99E-07,0.000393168,,0.000137491,
42.9375,9.99E-07,0.000381938,,0.000161193,
42.953125,9.99E-07,0.000375486,,0.000172936,
42.96875,9.99E-07,0.000373763,,0.000173611,
42.984375,9.99E-07,0.000379018,,0.000165192,
43,9.99E-07,0.000399024,,0.000148131,
43.015625,5.07E-05,0.000444319,,0.00013435,
43.03125,0.000389934,0.000499049,,0.000137626,
43.046875,0.000800279,0.00054087,,0.000156496,
43.0625,0.000962522,0.000579482,,0.000185728,
43.078125,0.000993874,0.000629049,,0.000215988,
43.09375,0.000998258,0.000649384,,0.000236585,
43.109375,0.000998893,0.000611663,,0.000248146,
43.125,0.000998988,0.000520719,,0.00024585,
43.140625,0.000999,0.000449445,,0.000253392,
43.15625,0.000999001,0.000425535,,0.000282024,
43.171875,0.000999001,0.000422779,,0.000341711,
43.1875,0.000999001,0.000422253,,0.000399281,
43.203125,0.000999001,0.000428,,0.000423046,
43.21875,0.000999001,0.000432644,,0.000437619,
43.234375,0.000999001,0.000447629,,0.000433637,
43.25,0.000999001,0.000444719,,0.000424784,
43.265625,0.000999001,0.000433262,,0.000431716,
43.28125,0.000999001,0.000413302,,0.000437417,
43.296875,0.000999001,0.000376651,,0.000442615,
43.3125,0.000999001,0.000331935,,0.00044474,
43.328125,0.000999001,0.000294774,,0.000432669,
43.34375,0.000999001,0.000259757,,0.000439969,
43.359375,0.000999001,0.000245535,,0.000474948,
43.375,0.000999001,0.000231792,,0.000536897,
43.390625,0.000999001,0.000212349,,0.000599633,
43.40625,0.000999001,0.000193465,,0.000625738,
43.421875,0.000999001,0.000167544,,0.00061549,
43.4375,0.000999001,0.000145819,,0.000562795,
43.453125,0.000999001,0.000146516,,0.000494557,
43.46875,0.000999001,0.000155977,,0.000428077,
43.484375,0.000999001,0.000166436,,0.000401248,
43.5,0.000999001,0.000168852,,0.000386587,
43.515625,0.000999001,0.000165585,,0.00038001,
43.53125,0.000999001,0.000164031,,0.000373542,
43.546875,0.000999001,0.000153189,,0.000383387,
43.5625,0.000999001,0.00012612,,0.00039249,
43.578125,0.000999001,9.67E-05,,0.000388102,
43.59375,0.000999001,7.48E-05,,0.00039201,
43.609375,0.000999001,5.64E-05,,0.000397264,
43.625,0.000999001,4.52E-05,,0.00038319,
43.640625,0.000999001,4.14E-05,,0.000341234,
43.65625,0.000999001,4.37E-05,,0.00030201,
43.671875,0.000999001,5.29E-05,,0.000281822,
43.6875,0.000999001,5.54E-05,,0.0002908,
43.703125,0.000999001,4.95E-05,,0.000340562,
43.71875,0.000999001,4.72E-05,,0.000425026,
43.734375,0.000999001,5.01E-05,,0.000492506,
43.75,0.000999001,5.64E-05,,0.000522333,
43.765625,0.000999001,6.06E-05,,0.000520192,
43.78125,0.000999001,5.92E-05,,0.000494303,
43.796875,0.000999001,6.16E-05,,0.00048575,
43.8125,0.000999001,5.75E-05,,0.000488326,
43.828125,0.000999001,4.66E-05,,0.000508434,
43.84375,0.000999001,3.03E-05,,0.000506817,
43.859375,0.000999001,1.88E-05,,0.000475437,
43.875,0.000999001,1.06E-05,,0.000427113,
43.890625,0.000999001,5.26E-06,,0.000375574,
43.90625,0.000999001,2.53E-06,,0.000329206,
43.921875,0.000999001,1.84E-06,,0.000286534,
43.9375,0.000999001,3.78E-06,,0.000260509,
43.953125,0.000999001,1.16E-05,,0.000248442,
43.96875,0.000999001,1.60E-05,,0.000270435,
43.984375,0.000999001,2.07E-05,,0.000329074,
44,0.000999001,2.53E-05,,0.000401628,
44.015625,0.000999001,2.88E-05,,0.000462764,
44.03125,0.000999001,3.15E-05,,0.000485881,
44.046875,0.000999001,3.09E-05,,0.000480197,
44.0625,0.000999001,2.92E-05,,0.000471101,
44.078125,0.000999001,2.98E-05,,0.000470376,
44.09375,0.000999001,2.38E-05,,0.000479973,
44.109375,0.000999001,1.34E-05,,0.000493551,
44.125,0.000999001,5.87E-06,,0.000473563,
44.140625,0.000999001,2.19E-06,,0.000444278,
44.15625,0.000999001,7.52E-07,,0.000408702,
44.171875,0.000999001,1.90E-06,,0.000370636,
44.1875,0.000999001,3.54E-06,,0.000322135,
44.203125,0.000999001,6.45E-06,,0.000278657,
44.21875,0.000999001,1.60E-05,,0.000257631,
44.234375,0.000999001,2.75E-05,,0.000263341,
44.25,0.000999001,3.75E-05,,0.000309437,
44.265625,0.000999001,4.65E-05,,0.000362276,
44.28125,0.000999001,5.04E-05,,0.000397601,
44.296875,0.000999001,5.56E-05,,0.000396999,
44.3125,0.000999001,6.01E-05,,0.000393385,
44.328125,0.000999001,6.07E-05,,0.000388875,
44.34375,0.000999001,6.06E-05,,0.000375602,
44.359375,0.000999001,5.78E-05,,0.00038203,
44.375,0.000999001,4.78E-05,,0.000377741,
44.390625,0.000999001,3.78E-05,,0.000384068,
44.40625,0.000999001,3.36E-05,,0.00040437,
44.421875,0.000999001,3.37E-05,,0.00045551,
44.4375,0.000999001,4.15E-05,,0.000516208,
44.453125,0.000999001,4.89E-05,,0.000560991,
44.46875,0.000999001,5.65E-05,,0.000614228,
44.484375,0.000999001,7.01E-05,,0.000654703,
44.5,0.000999001,9.42E-05,,0.000654265,
44.515625,0.000999001,0.000116299,,0.000603476,
44.53125,0.000999001,0.000132855,,0.000509024,
44.546875,0.000999001,0.000144063,,0.000449059,
44.5625,0.000999001,0.000149378,,0.000437111,
44.578125,0.000999001,0.000159725,,0.000437063,
44.59375,0.000999001,0.00016325,,0.000435469,
44.609375,0.000999001,0.000162508,,0.000447161,
44.625,0.000999001,0.000161864,,0.000454432,
44.640625,0.000999001,0.000163283,,0.00047031,
44.65625,0.000999001,0.000167261,,0.000461057,
44.671875,0.000999001,0.000167961,,0.000440594,
44.6875,0.000999001,0.000177842,,0.000408801,
44.703125,0.000999001,0.000201343,,0.000370204,
44.71875,0.000999001,0.000230091,,0.000329093,
44.734375,0.000999001,0.000262013,,0.000289363,
44.75,0.000999001,0.000317935,,0.000260245,
44.765625,0.000999001,0.00037947,,0.000247705,
44.78125,0.000999001,0.000404881,,0.000236528,
44.796875,0.000999001,0.000405803,,0.000218671,
44.8125,0.000999001,0.000422698,,0.000194866,
44.828125,0.000999001,0.000447101,,0.000164314,
44.84375,0.000999001,0.000464219,,0.000145819,
44.859375,0.000999001,0.000487264,,0.000147541,
44.875,0.000999001,0.000479231,,0.000154905,
44.890625,0.000999001,0.000454186,,0.000157051,
44.90625,0.000999001,0.00045457,,0.000159802,
44.921875,0.000999001,0.000502952,,0.000155874,
44.9375,0.000999001,0.000559257,,0.000158478,
44.953125,0.000999001,0.000593595,,0.000146665,
44.96875,0.000999001,0.000607334,,0.00011616,
44.984375,0.000999001,0.000606143,,9.17E-05,
45,0.000999001,0.000586725,,7.11E-05,
45.015625,0.000949268,0.000575852,,5.25E-05,
45.03125,0.000610066,0.000574274,,4.11E-05,
45.046875,0.000199721,0.000543746,,3.69E-05,
45.0625,3.75E-05,0.000492822,,4.02E-05,
45.078125,6.13E-06,0.00044675,,5.34E-05,
45.09375,1.74E-06,0.000416505,,5.62E-05,
45.109375,1.11E-06,0.000395711,,4.68E-05,
45.125,1.01E-06,0.000362491,,4.49E-05,
45.140625,1.00E-06,0.000356443,,4.83E-05,
45.15625,9.99E-07,0.000372607,,5.64E-05,
45.171875,9.99E-07,0.000378751,,5.99E-05,
45.1875,9.99E-07,0.000352862,,5.80E-05,
45.203125,9.99E-07,0.000305622,,5.69E-05,
45.21875,9.99E-07,0.000277927,,5.37E-05,
45.234375,9.99E-07,0.000264485,,3.94E-05,
45.25,9.99E-07,0.000270003,,2.54E-05,
45.265625,9.99E-07,0.000289022,,1.55E-05,
45.28125,9.99E-07,0.000316604,,8.63E-06,
45.296875,9.99E-07,0.000359963,,3.79E-06,
45.3125,9.99E-07,0.000408229,,1.61E-06,
45.328125,9.99E-07,0.000418348,,3.74E-07,
45.34375,9.99E-07,0.000401333,,2.73E-06,
45.359375,9.99E-07,0.000412244,,1.04E-05,
45.375,9.99E-07,0.00042482,,1.59E-05,
45.390625,9.99E-07,0.000422089,,1.72E-05,
45.40625,9.99E-07,0.000432797,,2.12E-05,
45.421875,9.99E-07,0.000429533,,2.37E-05,
45.4375,9.99E-07,0.000417945,,2.81E-05,
45.453125,9.99E-07,0.000402826,,2.89E-05,
45.46875,9.99E-07,0.000384574,,2.74E-05,
45.484375,9.99E-07,0.00036674,,2.70E-05,
45.5,9.99E-07,0.000353807,,2.14E-05,
45.515625,9.99E-07,0.000342038,,1.14E-05,
