Bits,InputPower,OutputPower,DelayBit,OutputPowerWithoutDelay,FiberLength,
0.546875,9.99E-07,2.25E-05,,1.33E-08,8.00E+01,
0.5625,9.99E-07,2.33E-05,,1.54E-08,8.00E+01,
0.578125,9.99E-07,2.41E-05,,1.46E-08,8.00E+01,
0.59375,9.99E-07,2.50E-05,,1.64E-08,8.00E+01,
0.609375,9.99E-07,2.56E-05,,1.61E-08,8.00E+01,
0.625,9.99E-07,2.48E-05,,1.65E-08,8.00E+01,
0.640625,9.99E-07,2.40E-05,,1.68E-08,8.00E+01,
0.65625,9.99E-07,2.42E-05,,1.73E-08,8.00E+01,
0.671875,9.99E-07,2.62E-05,,1.75E-08,8.00E+01,
0.6875,9.99E-07,2.82E-05,,1.88E-08,8.00E+01,
0.703125,9.99E-07,2.85E-05,,1.83E-08,8.00E+01,
0.71875,9.99E-07,2.73E-05,,2.18E-08,8.00E+01,
0.734375,9.99E-07,2.56E-05,,1.93E-08,8.00E+01,
0.75,9.99E-07,2.39E-05,,2.42E-08,8.00E+01,
0.765625,9.99E-07,2.17E-05,,2.00E-08,8.00E+01,
0.78125,9.99E-07,1.96E-05,,2.55E-08,8.00E+01,
0.796875,9.99E-07,1.81E-05,,2.02E-08,8.00E+01,
0.8125,9.99E-07,1.70E-05,,2.55E-08,8.00E+01,
0.828125,9.99E-07,1.52E-05,,2.26E-08,8.00E+01,
0.84375,9.99E-07,1.36E-05,,2.62E-08,8.00E+01,
0.859375,9.99E-07,1.18E-05,,2.46E-08,8.00E+01,
0.875,9.99E-07,1.11E-05,,2.62E-08,8.00E+01,
0.890625,9.99E-07,1.08E-05,,2.70E-08,8.00E+01,
0.90625,9.99E-07,1.08E-05,,2.69E-08,8.00E+01,
0.921875,9.99E-07,1.14E-05,,2.83E-08,8.00E+01,
0.9375,9.99E-07,1.12E-05,,2.71E-08,8.00E+01,
0.953125,9.99E-07,1.02E-05,,2.79E-08,8.00E+01,
0.96875,9.99E-07,9.05E-06,,2.92E-08,8.00E+01,
0.984375,9.99E-07,8.05E-06,,2.74E-08,8.00E+01,
1,9.99E-07,6.67E-06,,3.16E-08,8.00E+01,
1.015625,9.99E-07,5.42E-06,,2.68E-08,8.00E+01,
1.03125,9.99E-07,4.85E-06,,3.30E-08,8.00E+01,
1.046875,9.99E-07,4.22E-06,,2.59E-08,8.00E+01,
1.0625,9.99E-07,3.49E-06,,3.33E-08,8.00E+01,
1.078125,9.99E-07,2.95E-06,,2.61E-08,8.00E+01,
1.09375,9.99E-07,2.22E-06,,3.35E-08,8.00E+01,
1.109375,9.99E-07,1.28E-06,,2.73E-08,8.00E+01,
1.125,9.99E-07,6.82E-07,,3.30E-08,8.00E+01,
1.140625,9.99E-07,5.64E-07,,2.81E-08,8.00E+01,
1.15625,9.99E-07,7.19E-07,,3.22E-08,8.00E+01,
1.171875,9.99E-07,9.20E-07,,2.91E-08,8.00E+01,
1.1875,9.99E-07,8.83E-07,,3.14E-08,8.00E+01,
1.203125,9.99E-07,8.46E-07,,2.84E-08,8.00E+01,
1.21875,9.99E-07,1.03E-06,,3.02E-08,8.00E+01,
1.234375,9.99E-07,1.56E-06,,2.71E-08,8.00E+01,
1.25,9.99E-07,2.52E-06,,2.99E-08,8.00E+01,
1.265625,9.99E-07,3.84E-06,,2.52E-08,8.00E+01,
1.28125,9.99E-07,5.34E-06,,2.90E-08,8.00E+01,
1.296875,9.99E-07,6.71E-06,,2.45E-08,8.00E+01,
1.3125,9.99E-07,8.03E-06,,2.71E-08,8.00E+01,
1.328125,9.99E-07,9.19E-06,,2.28E-08,8.00E+01,
1.34375,9.99E-07,9.66E-06,,2.36E-08,8.00E+01,
1.359375,9.99E-07,9.38E-06,,2.28E-08,8.00E+01,
1.375,9.99E-07,8.92E-06,,2.17E-08,8.00E+01,
1.390625,9.99E-07,8.08E-06,,2.30E-08,8.00E+01,
1.40625,9.99E-07,7.39E-06,,2.02E-08,8.00E+01,
1.421875,9.99E-07,6.95E-06,,2.41E-08,8.00E+01,
1.4375,9.99E-07,6.68E-06,,1.88E-08,8.00E+01,
1.453125,9.99E-07,5.98E-06,,2.20E-08,8.00E+01,
1.46875,9.99E-07,5.42E-06,,1.74E-08,8.00E+01,
1.484375,9.99E-07,4.92E-06,,2.06E-08,8.00E+01,
1.5,9.99E-07,4.73E-06,,1.79E-08,8.00E+01,
1.515625,9.99E-07,4.72E-06,,1.87E-08,8.00E+01,
1.53125,9.99E-07,4.84E-06,,1.91E-08,8.00E+01,
1.546875,9.99E-07,4.91E-06,,1.79E-08,8.00E+01,
1.5625,9.99E-07,4.87E-06,,2.04E-08,8.00E+01,
1.578125,9.99E-07,5.02E-06,,1.82E-08,8.00E+01,
1.59375,9.99E-07,5.36E-06,,2.10E-08,8.00E+01,
1.609375,9.99E-07,5.97E-06,,1.88E-08,8.00E+01,
1.625,9.99E-07,6.73E-06,,2.26E-08,8.00E+01,
1.640625,9.99E-07,7.32E-06,,2.20E-08,8.00E+01,
1.65625,9.99E-07,7.80E-06,,2.38E-08,8.00E+01,
1.671875,9.99E-07,8.26E-06,,2.45E-08,8.00E+01,
1.6875,9.99E-07,8.59E-06,,2.53E-08,8.00E+01,
1.703125,9.99E-07,8.64E-06,,2.76E-08,8.00E+01,
1.71875,9.99E-07,7.92E-06,,2.75E-08,8.00E+01,
1.734375,9.99E-07,6.89E-06,,3.01E-08,8.00E+01,
1.75,9.99E-07,6.56E-06,,2.90E-08,8.00E+01,
1.765625,9.99E-07,7.00E-06,,3.20E-08,8.00E+01,
1.78125,9.99E-07,7.44E-06,,3.07E-08,8.00E+01,
1.796875,9.99E-07,7.21E-06,,3.39E-08,8.00E+01,
1.8125,9.99E-07,6.25E-06,,3.31E-08,8.00E+01,
1.828125,9.99E-07,5.41E-06,,3.39E-08,8.00E+01,
1.84375,9.99E-07,4.46E-06,,3.36E-08,8.00E+01,
1.859375,9.99E-07,3.37E-06,,3.33E-08,8.00E+01,
1.875,9.99E-07,2.51E-06,,3.35E-08,8.00E+01,
1.890625,9.99E-07,2.05E-06,,3.33E-08,8.00E+01,
1.90625,9.99E-07,1.67E-06,,3.32E-08,8.00E+01,
1.921875,9.99E-07,1.28E-06,,3.18E-08,8.00E+01,
1.9375,9.99E-07,1.10E-06,,3.07E-08,8.00E+01,
1.953125,9.99E-07,1.30E-06,,2.96E-08,8.00E+01,
1.96875,9.99E-07,1.45E-06,,2.93E-08,8.00E+01,
1.984375,9.99E-07,1.67E-06,,2.76E-08,8.00E+01,
2,9.99E-07,1.75E-06,,2.75E-08,8.00E+01,
2.015625,9.99E-07,1.52E-06,,2.59E-08,8.00E+01,
2.03125,9.99E-07,1.35E-06,,2.64E-08,8.00E+01,
2.046875,9.99E-07,1.56E-06,,2.33E-08,8.00E+01,
2.0625,9.99E-07,2.02E-06,,2.52E-08,8.00E+01,
2.078125,9.99E-07,2.47E-06,,2.24E-08,8.00E+01,
2.09375,9.99E-07,3.48E-06,,2.46E-08,8.00E+01,
2.109375,9.99E-07,4.44E-06,,2.19E-08,8.00E+01,
2.125,9.99E-07,5.10E-06,,2.33E-08,8.00E+01,
2.140625,9.99E-07,5.93E-06,,2.23E-08,8.00E+01,
2.15625,9.99E-07,6.72E-06,,2.26E-08,8.00E+01,
2.171875,9.99E-07,8.06E-06,,2.42E-08,8.00E+01,
2.1875,9.99E-07,1.00E-05,,2.31E-08,8.00E+01,
2.203125,9.99E-07,1.22E-05,,2.52E-08,8.00E+01,
2.21875,9.99E-07,1.31E-05,,2.36E-08,8.00E+01,
2.234375,9.99E-07,1.28E-05,,2.62E-08,8.00E+01,
2.25,9.99E-07,1.28E-05,,2.60E-08,8.00E+01,
2.265625,9.99E-07,1.41E-05,,2.71E-08,8.00E+01,
2.28125,9.99E-07,1.53E-05,,2.78E-08,8.00E+01,
2.296875,9.99E-07,1.54E-05,,2.83E-08,8.00E+01,
2.3125,9.99E-07,1.49E-05,,2.92E-08,8.00E+01,
2.328125,9.99E-07,1.52E-05,,2.87E-08,8.00E+01,
2.34375,9.99E-07,1.67E-05,,2.95E-08,8.00E+01,
2.359375,9.99E-07,1.99E-05,,3.09E-08,8.00E+01,
2.375,9.99E-07,2.30E-05,,3.04E-08,8.00E+01,
2.390625,9.99E-07,2.64E-05,,3.17E-08,8.00E+01,
2.40625,9.99E-07,2.94E-05,,2.95E-08,8.00E+01,
2.421875,9.99E-07,3.18E-05,,3.08E-08,8.00E+01,
2.4375,9.99E-07,3.25E-05,,2.79E-08,8.00E+01,
2.453125,9.99E-07,3.11E-05,,2.99E-08,8.00E+01,
2.46875,9.99E-07,2.98E-05,,2.59E-08,8.00E+01,
2.484375,9.99E-07,2.80E-05,,2.77E-08,8.00E+01,
2.5,9.99E-07,2.64E-05,,2.38E-08,8.00E+01,
2.515625,9.99E-07,2.52E-05,,2.67E-08,8.00E+01,
2.53125,9.99E-07,2.41E-05,,2.20E-08,8.00E+01,
2.546875,9.99E-07,2.20E-05,,2.51E-08,8.00E+01,
2.5625,9.99E-07,2.06E-05,,2.06E-08,8.00E+01,
2.578125,9.99E-07,2.02E-05,,2.30E-08,8.00E+01,
2.59375,9.99E-07,2.01E-05,,1.93E-08,8.00E+01,
2.609375,9.99E-07,2.02E-05,,2.17E-08,8.00E+01,
2.625,9.99E-07,1.99E-05,,1.98E-08,8.00E+01,
2.640625,9.99E-07,1.98E-05,,2.09E-08,8.00E+01,
2.65625,9.99E-07,2.02E-05,,2.05E-08,8.00E+01,
2.671875,9.99E-07,2.06E-05,,2.21E-08,8.00E+01,
2.6875,9.99E-07,2.10E-05,,2.19E-08,8.00E+01,
2.703125,9.99E-07,2.18E-05,,2.42E-08,8.00E+01,
2.71875,9.99E-07,2.15E-05,,2.34E-08,8.00E+01,
2.734375,9.99E-07,2.13E-05,,2.49E-08,8.00E+01,
2.75,9.99E-07,2.17E-05,,2.49E-08,8.00E+01,
2.765625,9.99E-07,2.20E-05,,2.61E-08,8.00E+01,
2.78125,9.99E-07,2.19E-05,,2.64E-08,8.00E+01,
2.796875,9.99E-07,2.23E-05,,2.81E-08,8.00E+01,
2.8125,9.99E-07,2.34E-05,,2.72E-08,8.00E+01,
2.828125,9.99E-07,2.55E-05,,2.92E-08,8.00E+01,
2.84375,9.99E-07,2.71E-05,,2.56E-08,8.00E+01,
2.859375,9.99E-07,2.74E-05,,2.94E-08,8.00E+01,
2.875,9.99E-07,2.72E-05,,2.46E-08,8.00E+01,
2.890625,9.99E-07,2.70E-05,,2.69E-08,8.00E+01,
2.90625,9.99E-07,2.85E-05,,2.36E-08,8.00E+01,
2.921875,9.99E-07,3.06E-05,,2.30E-08,8.00E+01,
2.9375,9.99E-07,3.28E-05,,2.37E-08,8.00E+01,
2.953125,9.99E-07,3.55E-05,,2.03E-08,8.00E+01,
2.96875,9.99E-07,3.84E-05,,2.43E-08,8.00E+01,
2.984375,9.99E-07,4.03E-05,,2.09E-08,8.00E+01,
3,9.99E-07,4.24E-05,,2.38E-08,8.00E+01,
3.015625,9.99E-07,4.48E-05,,2.27E-08,8.00E+01,
3.03125,9.99E-07,4.69E-05,,2.33E-08,8.00E+01,
3.046875,9.99E-07,4.68E-05,,2.49E-08,8.00E+01,
3.0625,9.99E-07,4.58E-05,,2.38E-08,8.00E+01,
3.078125,9.99E-07,4.48E-05,,2.55E-08,8.00E+01,
3.09375,9.99E-07,4.44E-05,,2.74E-08,8.00E+01,
3.109375,9.99E-07,4.48E-05,,2.57E-08,8.00E+01,
3.125,9.99E-07,4.53E-05,,2.97E-08,8.00E+01,
3.140625,9.99E-07,4.49E-05,,2.67E-08,8.00E+01,
3.15625,9.99E-07,4.31E-05,,2.89E-08,8.00E+01,
3.171875,9.99E-07,4.11E-05,,2.87E-08,8.00E+01,
3.1875,9.99E-07,3.75E-05,,2.69E-08,8.00E+01,
3.203125,9.99E-07,3.45E-05,,3.06E-08,8.00E+01,
3.21875,9.99E-07,3.29E-05,,2.45E-08,8.00E+01,
3.234375,9.99E-07,3.09E-05,,2.90E-08,8.00E+01,
3.25,9.99E-07,2.93E-05,,2.35E-08,8.00E+01,
3.265625,9.99E-07,2.70E-05,,2.46E-08,8.00E+01,
3.28125,9.99E-07,2.49E-05,,2.34E-08,8.00E+01,
3.296875,9.99E-07,2.45E-05,,2.18E-08,8.00E+01,
3.3125,9.99E-07,2.59E-05,,2.27E-08,8.00E+01,
3.328125,9.99E-07,2.59E-05,,2.19E-08,8.00E+01,
3.34375,9.99E-07,2.45E-05,,2.10E-08,8.00E+01,
3.359375,9.99E-07,2.35E-05,,2.35E-08,8.00E+01,
3.375,9.99E-07,2.36E-05,,1.99E-08,8.00E+01,
3.390625,9.99E-07,2.36E-05,,2.37E-08,8.00E+01,
3.40625,9.99E-07,2.17E-05,,2.23E-08,8.00E+01,
3.421875,9.99E-07,1.95E-05,,2.35E-08,8.00E+01,
3.4375,9.99E-07,1.78E-05,,2.48E-08,8.00E+01,
3.453125,9.99E-07,1.78E-05,,2.26E-08,8.00E+01,
3.46875,9.99E-07,1.91E-05,,2.65E-08,8.00E+01,
3.484375,9.99E-07,2.12E-05,,2.49E-08,8.00E+01,
3.5,9.99E-07,2.42E-05,,2.48E-08,8.00E+01,
3.515625,9.99E-07,2.68E-05,,2.79E-08,8.00E+01,
3.53125,9.99E-07,2.79E-05,,2.22E-08,8.00E+01,
3.546875,9.99E-07,2.75E-05,,2.73E-08,8.00E+01,
3.5625,9.99E-07,2.68E-05,,2.09E-08,8.00E+01,
3.578125,9.99E-07,2.51E-05,,2.43E-08,8.00E+01,
3.59375,9.99E-07,2.38E-05,,2.15E-08,8.00E+01,
3.609375,9.99E-07,2.26E-05,,2.03E-08,8.00E+01,
3.625,9.99E-07,2.13E-05,,2.18E-08,8.00E+01,
3.640625,9.99E-07,1.97E-05,,1.95E-08,8.00E+01,
3.65625,9.99E-07,1.90E-05,,2.06E-08,8.00E+01,
3.671875,9.99E-07,1.90E-05,,2.10E-08,8.00E+01,
3.6875,9.99E-07,1.90E-05,,1.92E-08,8.00E+01,
3.703125,9.99E-07,1.90E-05,,2.27E-08,8.00E+01,
3.71875,9.99E-07,1.85E-05,,2.06E-08,8.00E+01,
3.734375,9.99E-07,1.80E-05,,2.37E-08,8.00E+01,
3.75,9.99E-07,1.75E-05,,2.41E-08,8.00E+01,
3.765625,9.99E-07,1.73E-05,,2.41E-08,8.00E+01,
3.78125,9.99E-07,1.69E-05,,2.54E-08,8.00E+01,
3.796875,9.99E-07,1.58E-05,,2.65E-08,8.00E+01,
3.8125,9.99E-07,1.45E-05,,2.51E-08,8.00E+01,
3.828125,9.99E-07,1.37E-05,,2.93E-08,8.00E+01,
3.84375,9.99E-07,1.31E-05,,2.32E-08,8.00E+01,
3.859375,9.99E-07,1.22E-05,,2.84E-08,8.00E+01,
3.875,9.99E-07,1.18E-05,,2.25E-08,8.00E+01,
3.890625,9.99E-07,1.18E-05,,2.44E-08,8.00E+01,
3.90625,9.99E-07,1.16E-05,,2.31E-08,8.00E+01,
3.921875,9.99E-07,1.12E-05,,2.18E-08,8.00E+01,
3.9375,9.99E-07,9.67E-06,,2.31E-08,8.00E+01,
3.953125,9.99E-07,8.87E-06,,2.06E-08,8.00E+01,
3.96875,9.99E-07,8.78E-06,,2.23E-08,8.00E+01,
3.984375,9.99E-07,9.11E-06,,2.27E-08,8.00E+01,
4,9.99E-07,8.77E-06,,2.44E-08,8.00E+01,
4.015625,9.99E-07,8.29E-06,,2.37E-08,8.00E+01,
4.03125,9.99E-07,7.66E-06,,2.85E-08,8.00E+01,
4.046875,9.99E-07,6.70E-06,,2.41E-08,8.00E+01,
4.0625,9.99E-07,5.55E-06,,3.00E-08,8.00E+01,
4.078125,9.99E-07,4.65E-06,,2.54E-08,8.00E+01,
4.09375,9.99E-07,3.91E-06,,2.85E-08,8.00E+01,
4.109375,9.99E-07,3.31E-06,,2.70E-08,8.00E+01,
4.125,9.99E-07,3.11E-06,,2.69E-08,8.00E+01,
4.140625,9.99E-07,3.38E-06,,2.75E-08,8.00E+01,
4.15625,9.99E-07,3.71E-06,,2.46E-08,8.00E+01,
4.171875,9.99E-07,3.88E-06,,2.55E-08,8.00E+01,
4.1875,9.99E-07,3.94E-06,,2.49E-08,8.00E+01,
4.203125,9.99E-07,3.66E-06,,2.36E-08,8.00E+01,
4.21875,9.99E-07,3.80E-06,,2.55E-08,8.00E+01,
4.234375,9.99E-07,4.32E-06,,2.28E-08,8.00E+01,
4.25,9.99E-07,5.00E-06,,2.53E-08,8.00E+01,
4.265625,9.99E-07,5.52E-06,,2.46E-08,8.00E+01,
4.28125,9.99E-07,5.94E-06,,2.63E-08,8.00E+01,
4.296875,9.99E-07,5.90E-06,,2.74E-08,8.00E+01,
4.3125,9.99E-07,5.67E-06,,2.80E-08,8.00E+01,
4.328125,9.99E-07,5.84E-06,,2.93E-08,8.00E+01,
4.34375,9.99E-07,5.93E-06,,2.90E-08,8.00E+01,
4.359375,9.99E-07,5.91E-06,,2.94E-08,8.00E+01,
4.375,9.99E-07,5.46E-06,,2.82E-08,8.00E+01,
4.390625,9.99E-07,4.44E-06,,2.99E-08,8.00E+01,
4.40625,9.99E-07,3.81E-06,,2.64E-08,8.00E+01,
4.421875,9.99E-07,3.74E-06,,2.76E-08,8.00E+01,
4.4375,9.99E-07,3.87E-06,,2.63E-08,8.00E+01,
4.453125,9.99E-07,3.43E-06,,2.70E-08,8.00E+01,
4.46875,9.99E-07,3.07E-06,,2.63E-08,8.00E+01,
4.484375,9.99E-07,3.02E-06,,2.65E-08,8.00E+01,
4.5,9.99E-07,2.98E-06,,2.59E-08,8.00E+01,
4.515625,9.99E-07,2.70E-06,,2.78E-08,8.00E+01,
4.53125,9.99E-07,2.19E-06,,2.67E-08,8.00E+01,
4.546875,9.99E-07,1.41E-06,,3.04E-08,8.00E+01,
4.5625,9.99E-07,7.31E-07,,2.92E-08,8.00E+01,
4.578125,9.99E-07,3.54E-07,,3.10E-08,8.00E+01,
4.59375,9.99E-07,2.46E-07,,2.97E-08,8.00E+01,
4.609375,9.99E-07,4.88E-07,,3.12E-08,8.00E+01,
4.625,9.99E-07,9.21E-07,,2.83E-08,8.00E+01,
4.640625,9.99E-07,1.23E-06,,3.06E-08,8.00E+01,
4.65625,9.99E-07,1.44E-06,,2.55E-08,8.00E+01,
4.671875,9.99E-07,1.60E-06,,2.86E-08,8.00E+01,
4.6875,9.99E-07,1.58E-06,,2.36E-08,8.00E+01,
4.703125,9.99E-07,1.52E-06,,2.58E-08,8.00E+01,
4.71875,9.99E-07,1.42E-06,,2.33E-08,8.00E+01,
4.734375,9.99E-07,1.13E-06,,2.60E-08,8.00E+01,
4.75,9.99E-07,9.26E-07,,2.35E-08,8.00E+01,
4.765625,9.99E-07,8.23E-07,,2.68E-08,8.00E+01,
4.78125,9.99E-07,8.45E-07,,2.48E-08,8.00E+01,
4.796875,9.99E-07,8.87E-07,,2.79E-08,8.00E+01,
4.8125,9.99E-07,8.15E-07,,2.69E-08,8.00E+01,
4.828125,9.99E-07,7.58E-07,,2.79E-08,8.00E+01,
4.84375,9.99E-07,8.00E-07,,2.68E-08,8.00E+01,
4.859375,9.99E-07,9.27E-07,,2.77E-08,8.00E+01,
4.875,9.99E-07,9.56E-07,,2.43E-08,8.00E+01,
4.890625,9.99E-07,9.36E-07,,2.69E-08,8.00E+01,
4.90625,9.99E-07,7.96E-07,,2.34E-08,8.00E+01,
4.921875,9.99E-07,7.03E-07,,2.44E-08,8.00E+01,
4.9375,9.99E-07,7.08E-07,,2.53E-08,8.00E+01,
4.953125,9.99E-07,5.99E-07,,2.24E-08,8.00E+01,
4.96875,9.99E-07,5.19E-07,,2.81E-08,8.00E+01,
4.984375,9.99E-07,5.55E-07,,2.31E-08,8.00E+01,
5,9.99E-07,6.82E-07,,2.71E-08,8.00E+01,
5.015625,9.99E-07,7.63E-07,,2.68E-08,8.00E+01,
5.03125,9.99E-07,6.35E-07,,2.74E-08,8.00E+01,
5.046875,9.99E-07,4.89E-07,,2.72E-08,8.00E+01,
5.0625,9.99E-07,4.73E-07,,2.91E-08,8.00E+01,
5.078125,9.99E-07,6.71E-07,,2.37E-08,8.00E+01,
5.09375,9.99E-07,7.97E-07,,3.01E-08,8.00E+01,
5.109375,9.99E-07,8.17E-07,,2.16E-08,8.00E+01,
5.125,9.99E-07,8.42E-07,,2.67E-08,8.00E+01,
5.140625,9.99E-07,8.10E-07,,2.45E-08,8.00E+01,
5.15625,9.99E-07,7.16E-07,,2.25E-08,8.00E+01,
5.171875,9.99E-07,5.81E-07,,2.68E-08,8.00E+01,
5.1875,9.99E-07,4.81E-07,,2.19E-08,8.00E+01,
5.203125,9.99E-07,3.31E-07,,2.73E-08,8.00E+01,
5.21875,9.99E-07,1.45E-07,,2.47E-08,8.00E+01,
5.234375,9.99E-07,8.31E-08,,2.75E-08,8.00E+01,
5.25,9.99E-07,1.17E-07,,2.57E-08,8.00E+01,
5.265625,9.99E-07,1.68E-07,,2.94E-08,8.00E+01,
5.28125,9.99E-07,2.19E-07,,2.40E-08,8.00E+01,
5.296875,9.99E-07,1.64E-07,,2.82E-08,8.00E+01,
5.3125,9.99E-07,1.41E-07,,2.34E-08,8.00E+01,
5.328125,9.99E-07,2.91E-07,,2.47E-08,8.00E+01,
5.34375,9.99E-07,4.53E-07,,2.29E-08,8.00E+01,
5.359375,9.99E-07,6.73E-07,,2.24E-08,8.00E+01,
5.375,9.99E-07,8.97E-07,,2.24E-08,8.00E+01,
5.390625,9.99E-07,1.01E-06,,2.35E-08,8.00E+01,
5.40625,9.99E-07,1.05E-06,,2.36E-08,8.00E+01,
5.421875,9.99E-07,1.13E-06,,2.23E-08,8.00E+01,
5.4375,9.99E-07,1.20E-06,,2.77E-08,8.00E+01,
5.453125,9.99E-07,1.26E-06,,2.15E-08,8.00E+01,
5.46875,9.99E-07,1.15E-06,,3.03E-08,8.00E+01,
5.484375,9.99E-07,8.56E-07,,2.32E-08,8.00E+01,
5.5,9.99E-07,7.14E-07,,2.61E-08,8.00E+01,
5.515625,9.99E-07,6.99E-07,,2.53E-08,8.00E+01,
5.53125,9.99E-07,7.36E-07,,2.23E-08,8.00E+01,
5.546875,9.99E-07,6.25E-07,,2.44E-08,8.00E+01,
5.5625,9.99E-07,5.06E-07,,2.31E-08,8.00E+01,
5.578125,9.99E-07,5.10E-07,,2.20E-08,8.00E+01,
5.59375,9.99E-07,5.44E-07,,2.44E-08,8.00E+01,
5.609375,9.99E-07,5.26E-07,,2.49E-08,8.00E+01,
5.625,9.99E-07,3.86E-07,,2.32E-08,8.00E+01,
5.640625,9.99E-07,2.16E-07,,3.02E-08,8.00E+01,
5.65625,9.99E-07,9.84E-08,,2.28E-08,8.00E+01,
5.671875,9.99E-07,5.17E-08,,3.00E-08,8.00E+01,
5.6875,9.99E-07,5.74E-08,,2.55E-08,8.00E+01,
5.703125,9.99E-07,1.06E-07,,2.54E-08,8.00E+01,
5.71875,9.99E-07,1.62E-07,,2.71E-08,8.00E+01,
5.734375,9.99E-07,1.67E-07,,2.26E-08,8.00E+01,
5.75,9.99E-07,1.33E-07,,2.54E-08,8.00E+01,
5.765625,9.99E-07,1.36E-07,,2.20E-08,8.00E+01,
5.78125,9.99E-07,1.24E-07,,2.50E-08,8.00E+01,
5.796875,9.99E-07,1.09E-07,,2.28E-08,8.00E+01,
5.8125,9.99E-07,1.22E-07,,2.65E-08,8.00E+01,
5.828125,9.99E-07,1.15E-07,,2.49E-08,8.00E+01,
5.84375,9.99E-07,6.65E-08,,2.62E-08,8.00E+01,
5.859375,9.99E-07,5.21E-08,,2.74E-08,8.00E+01,
5.875,9.99E-07,7.80E-08,,2.58E-08,8.00E+01,
5.890625,9.99E-07,1.43E-07,,2.53E-08,8.00E+01,
5.90625,9.99E-07,1.98E-07,,2.59E-08,8.00E+01,
5.921875,9.99E-07,1.83E-07,,2.19E-08,8.00E+01,
5.9375,9.99E-07,2.04E-07,,2.44E-08,8.00E+01,
5.953125,9.99E-07,2.98E-07,,2.32E-08,8.00E+01,
5.96875,9.99E-07,3.60E-07,,2.10E-08,8.00E+01,
5.984375,9.99E-07,4.39E-07,,2.62E-08,8.00E+01,
6,9.99E-07,4.38E-07,,2.37E-08,8.00E+01,
6.015625,9.99E-07,3.76E-07,,2.49E-08,8.00E+01,
6.03125,9.99E-07,3.87E-07,,2.85E-08,8.00E+01,
6.046875,9.99E-07,3.22E-07,,2.29E-08,8.00E+01,
6.0625,9.99E-07,2.95E-07,,2.72E-08,8.00E+01,
6.078125,9.99E-07,3.11E-07,,2.56E-08,8.00E+01,
6.09375,9.99E-07,3.66E-07,,2.13E-08,8.00E+01,
6.109375,9.99E-07,4.08E-07,,2.59E-08,8.00E+01,
6.125,9.99E-07,2.87E-07,,2.21E-08,8.00E+01,
6.140625,9.99E-07,2.26E-07,,2.26E-08,8.00E+01,
6.15625,9.99E-07,2.64E-07,,2.63E-08,8.00E+01,
6.171875,9.99E-07,3.37E-07,,2.35E-08,8.00E+01,
6.1875,9.99E-07,3.38E-07,,2.44E-08,8.00E+01,
6.203125,9.99E-07,2.87E-07,,2.87E-08,8.00E+01,
6.21875,9.99E-07,2.60E-07,,2.22E-08,8.00E+01,
