Bits,InputPower,OutputPower
2.421875,9.99E-07,3.18E-05
2.4375,9.99E-07,3.25E-05
2.453125,9.99E-07,3.11E-05
2.46875,9.99E-07,2.98E-05
2.484375,9.99E-07,2.80E-05
2.5,9.99E-07,2.64E-05
2.515625,9.99E-07,2.52E-05
2.53125,9.99E-07,2.41E-05
2.546875,9.99E-07,2.20E-05
2.5625,9.99E-07,2.06E-05
2.578125,9.99E-07,2.02E-05
2.59375,9.99E-07,2.01E-05
2.609375,9.99E-07,2.02E-05
2.625,9.99E-07,1.99E-05
2.640625,9.99E-07,1.98E-05
2.65625,9.99E-07,2.02E-05
2.671875,9.99E-07,2.06E-05
2.6875,9.99E-07,2.10E-05
2.703125,9.99E-07,2.18E-05
2.71875,9.99E-07,2.15E-05
2.734375,9.99E-07,2.13E-05
2.75,9.99E-07,2.17E-05
2.765625,9.99E-07,2.20E-05
2.78125,9.99E-07,2.19E-05
2.796875,9.99E-07,2.23E-05
2.8125,9.99E-07,2.34E-05
2.828125,9.99E-07,2.55E-05
2.84375,9.99E-07,2.71E-05
2.859375,9.99E-07,2.74E-05
2.875,9.99E-07,2.72E-05
2.890625,9.99E-07,2.70E-05
2.90625,9.99E-07,2.85E-05
2.921875,9.99E-07,3.06E-05
2.9375,9.99E-07,3.28E-05
2.953125,9.99E-07,3.55E-05
2.96875,9.99E-07,3.84E-05
2.984375,9.99E-07,4.03E-05
3,9.99E-07,4.24E-05
3.015625,9.99E-07,4.48E-05
3.03125,9.99E-07,4.69E-05
3.046875,9.99E-07,4.68E-05
3.0625,9.99E-07,4.58E-05
3.078125,9.99E-07,4.48E-05
3.09375,9.99E-07,4.44E-05
3.109375,9.99E-07,4.48E-05
3.125,9.99E-07,4.53E-05
3.140625,9.99E-07,4.49E-05
3.15625,9.99E-07,4.31E-05
3.171875,9.99E-07,4.11E-05
3.1875,9.99E-07,3.75E-05
3.203125,9.99E-07,3.45E-05
3.21875,9.99E-07,3.29E-05
3.234375,9.99E-07,3.09E-05
3.25,9.99E-07,2.93E-05
3.265625,9.99E-07,2.70E-05
3.28125,9.99E-07,2.49E-05
3.296875,9.99E-07,2.45E-05
3.3125,9.99E-07,2.59E-05
3.328125,9.99E-07,2.59E-05
3.34375,9.99E-07,2.45E-05
3.359375,9.99E-07,2.35E-05
3.375,9.99E-07,2.36E-05
3.390625,9.99E-07,2.36E-05
3.40625,9.99E-07,2.17E-05
3.421875,9.99E-07,1.95E-05
3.4375,9.99E-07,1.78E-05
3.453125,9.99E-07,1.78E-05
3.46875,9.99E-07,1.91E-05
3.484375,9.99E-07,2.12E-05
3.5,9.99E-07,2.42E-05
3.515625,9.99E-07,2.68E-05
3.53125,9.99E-07,2.79E-05
3.546875,9.99E-07,2.75E-05
3.5625,9.99E-07,2.68E-05
3.578125,9.99E-07,2.51E-05
3.59375,9.99E-07,2.38E-05
3.609375,9.99E-07,2.26E-05
3.625,9.99E-07,2.13E-05
3.640625,9.99E-07,1.97E-05
3.65625,9.99E-07,1.90E-05
3.671875,9.99E-07,1.90E-05
3.6875,9.99E-07,1.90E-05
3.703125,9.99E-07,1.90E-05
3.71875,9.99E-07,1.85E-05
3.734375,9.99E-07,1.80E-05
3.75,9.99E-07,1.75E-05
3.765625,9.99E-07,1.73E-05
3.78125,9.99E-07,1.69E-05
3.796875,9.99E-07,1.58E-05
3.8125,9.99E-07,1.45E-05
3.828125,9.99E-07,1.37E-05
3.84375,9.99E-07,1.31E-05
3.859375,9.99E-07,1.22E-05
3.875,9.99E-07,1.18E-05
3.890625,9.99E-07,1.18E-05
3.90625,9.99E-07,1.16E-05
3.921875,9.99E-07,1.12E-05
3.9375,9.99E-07,9.67E-06
3.953125,9.99E-07,8.87E-06
3.96875,9.99E-07,8.78E-06
3.984375,9.99E-07,9.11E-06
4,9.99E-07,8.77E-06
4.015625,9.99E-07,8.29E-06
4.03125,9.99E-07,7.66E-06
4.046875,9.99E-07,6.70E-06
4.0625,9.99E-07,5.55E-06
4.078125,9.99E-07,4.65E-06
4.09375,9.99E-07,3.91E-06
4.109375,9.99E-07,3.31E-06
4.125,9.99E-07,3.11E-06
4.140625,9.99E-07,3.38E-06
4.15625,9.99E-07,3.71E-06
4.171875,9.99E-07,3.88E-06
4.1875,9.99E-07,3.94E-06
4.203125,9.99E-07,3.66E-06
4.21875,9.99E-07,3.80E-06
4.234375,9.99E-07,4.32E-06
4.25,9.99E-07,5.00E-06
4.265625,9.99E-07,5.52E-06
4.28125,9.99E-07,5.94E-06
4.296875,9.99E-07,5.90E-06
4.3125,9.99E-07,5.67E-06
4.328125,9.99E-07,5.84E-06
4.34375,9.99E-07,5.93E-06
4.359375,9.99E-07,5.91E-06
4.375,9.99E-07,5.46E-06
4.390625,9.99E-07,4.44E-06
4.40625,9.99E-07,3.81E-06
4.421875,9.99E-07,3.74E-06
4.4375,9.99E-07,3.87E-06
4.453125,9.99E-07,3.43E-06
4.46875,9.99E-07,3.07E-06
4.484375,9.99E-07,3.02E-06
4.5,9.99E-07,2.98E-06
4.515625,9.99E-07,2.70E-06
4.53125,9.99E-07,2.19E-06
4.546875,9.99E-07,1.41E-06
4.5625,9.99E-07,7.31E-07
4.578125,9.99E-07,3.54E-07
4.59375,9.99E-07,2.46E-07
4.609375,9.99E-07,4.88E-07
4.625,9.99E-07,9.21E-07
4.640625,9.99E-07,1.23E-06
4.65625,9.99E-07,1.44E-06
4.671875,9.99E-07,1.60E-06
4.6875,9.99E-07,1.58E-06
4.703125,9.99E-07,1.52E-06
4.71875,9.99E-07,1.42E-06
4.734375,9.99E-07,1.13E-06
4.75,9.99E-07,9.26E-07
4.765625,9.99E-07,8.23E-07
4.78125,9.99E-07,8.45E-07
4.796875,9.99E-07,8.87E-07
4.8125,9.99E-07,8.15E-07
4.828125,9.99E-07,7.58E-07
4.84375,9.99E-07,8.00E-07
4.859375,9.99E-07,9.27E-07
4.875,9.99E-07,9.56E-07
4.890625,9.99E-07,9.36E-07
4.90625,9.99E-07,7.96E-07
4.921875,9.99E-07,7.03E-07
4.9375,9.99E-07,7.08E-07
4.953125,9.99E-07,5.99E-07
4.96875,9.99E-07,5.19E-07
4.984375,9.99E-07,5.55E-07
5,9.99E-07,6.82E-07
5.015625,9.99E-07,7.63E-07
5.03125,9.99E-07,6.35E-07
5.046875,9.99E-07,4.89E-07
5.0625,9.99E-07,4.73E-07
5.078125,9.99E-07,6.71E-07
5.09375,9.99E-07,7.97E-07
5.109375,9.99E-07,8.17E-07
5.125,9.99E-07,8.42E-07
5.140625,9.99E-07,8.10E-07
5.15625,9.99E-07,7.16E-07
5.171875,9.99E-07,5.81E-07
5.1875,9.99E-07,4.81E-07
5.203125,9.99E-07,3.31E-07
5.21875,9.99E-07,1.45E-07
5.234375,9.99E-07,8.31E-08
5.25,9.99E-07,1.17E-07
5.265625,9.99E-07,1.68E-07
5.28125,9.99E-07,2.19E-07
5.296875,9.99E-07,1.64E-07
5.3125,9.99E-07,1.41E-07
5.328125,9.99E-07,2.91E-07
5.34375,9.99E-07,4.53E-07
5.359375,9.99E-07,6.73E-07
5.375,9.99E-07,8.97E-07
5.390625,9.99E-07,1.01E-06
5.40625,9.99E-07,1.05E-06
5.421875,9.99E-07,1.13E-06
5.4375,9.99E-07,1.20E-06
5.453125,9.99E-07,1.26E-06
5.46875,9.99E-07,1.15E-06
5.484375,9.99E-07,8.56E-07
5.5,9.99E-07,7.14E-07
5.515625,9.99E-07,6.99E-07
5.53125,9.99E-07,7.36E-07
5.546875,9.99E-07,6.25E-07
5.5625,9.99E-07,5.06E-07
5.578125,9.99E-07,5.10E-07
5.59375,9.99E-07,5.44E-07
5.609375,9.99E-07,5.26E-07
5.625,9.99E-07,3.86E-07
5.640625,9.99E-07,2.16E-07
5.65625,9.99E-07,9.84E-08
5.671875,9.99E-07,5.17E-08
5.6875,9.99E-07,5.74E-08
5.703125,9.99E-07,1.06E-07
5.71875,9.99E-07,1.62E-07
5.734375,9.99E-07,1.67E-07
5.75,9.99E-07,1.33E-07
5.765625,9.99E-07,1.36E-07
5.78125,9.99E-07,1.24E-07
5.796875,9.99E-07,1.09E-07
5.8125,9.99E-07,1.22E-07
5.828125,9.99E-07,1.15E-07
5.84375,9.99E-07,6.65E-08
5.859375,9.99E-07,5.21E-08
5.875,9.99E-07,7.80E-08
5.890625,9.99E-07,1.43E-07
5.90625,9.99E-07,1.98E-07
5.921875,9.99E-07,1.83E-07
5.9375,9.99E-07,2.04E-07
5.953125,9.99E-07,2.98E-07
5.96875,9.99E-07,3.60E-07
5.984375,9.99E-07,4.39E-07
6,9.99E-07,4.38E-07
6.015625,9.99E-07,3.76E-07
6.03125,9.99E-07,3.87E-07
6.046875,9.99E-07,3.22E-07
6.0625,9.99E-07,2.95E-07
6.078125,9.99E-07,3.11E-07
6.09375,9.99E-07,3.66E-07
6.109375,9.99E-07,4.08E-07
6.125,9.99E-07,2.87E-07
6.140625,9.99E-07,2.26E-07
6.15625,9.99E-07,2.64E-07
6.171875,9.99E-07,3.37E-07
6.1875,9.99E-07,3.38E-07
6.203125,9.99E-07,2.87E-07
6.21875,9.99E-07,2.60E-07
6.234375,9.99E-07,1.98E-07
6.25,9.99E-07,1.36E-07
6.265625,9.99E-07,8.11E-08
6.28125,9.99E-07,6.30E-08
6.296875,9.99E-07,7.60E-08
6.3125,9.99E-07,5.19E-08
6.328125,9.99E-07,2.96E-08
6.34375,9.99E-07,1.72E-08
6.359375,9.99E-07,1.58E-09
6.375,9.99E-07,6.52E-10
6.390625,9.99E-07,6.22E-10
6.40625,9.99E-07,1.17E-09
6.421875,9.99E-07,3.24E-08
6.4375,9.99E-07,8.73E-08
6.453125,9.99E-07,1.89E-07
6.46875,9.99E-07,3.20E-07
6.484375,9.99E-07,3.90E-07
6.5,9.99E-07,4.04E-07
6.515625,9.99E-07,4.31E-07
6.53125,9.99E-07,5.06E-07
6.546875,9.99E-07,5.53E-07
6.5625,9.99E-07,5.28E-07
6.578125,9.99E-07,3.55E-07
6.59375,9.99E-07,2.30E-07
6.609375,9.99E-07,2.35E-07
6.625,9.99E-07,2.23E-07
6.640625,9.99E-07,1.57E-07
6.65625,9.99E-07,1.16E-07
6.671875,9.99E-07,1.13E-07
6.6875,9.99E-07,1.20E-07
6.703125,9.99E-07,1.09E-07
6.71875,9.99E-07,8.95E-08
6.734375,9.99E-07,9.54E-08
6.75,9.99E-07,1.06E-07
6.765625,9.99E-07,1.05E-07
6.78125,9.99E-07,9.30E-08
6.796875,9.99E-07,6.29E-08
6.8125,9.99E-07,4.14E-08
6.828125,9.99E-07,4.94E-08
6.84375,9.99E-07,7.28E-08
6.859375,9.99E-07,1.19E-07
6.875,9.99E-07,1.74E-07
6.890625,9.99E-07,1.88E-07
6.90625,9.99E-07,2.15E-07
6.921875,9.99E-07,2.12E-07
6.9375,9.99E-07,1.73E-07
6.953125,9.99E-07,1.58E-07
6.96875,9.99E-07,1.91E-07
6.984375,9.99E-07,2.10E-07
7,9.99E-07,2.02E-07
7.015625,9.99E-07,1.71E-07
7.03125,9.99E-07,1.91E-07
7.046875,9.99E-07,1.97E-07
7.0625,9.99E-07,1.76E-07
7.078125,9.99E-07,1.27E-07
7.09375,9.99E-07,6.34E-08
7.109375,9.99E-07,3.93E-08
7.125,9.99E-07,3.08E-08
7.140625,9.99E-07,2.88E-08
7.15625,9.99E-07,3.32E-08
7.171875,9.99E-07,4.11E-08
7.1875,9.99E-07,6.70E-08
7.203125,9.99E-07,1.12E-07
7.21875,9.99E-07,1.13E-07
7.234375,9.99E-07,7.53E-08
7.25,9.99E-07,1.05E-07
7.265625,9.99E-07,1.84E-07
7.28125,9.99E-07,2.57E-07
7.296875,9.99E-07,2.77E-07
7.3125,9.99E-07,2.65E-07
7.328125,9.99E-07,2.30E-07
7.34375,9.99E-07,1.29E-07
7.359375,9.99E-07,4.09E-08
7.375,9.99E-07,6.26E-09
7.390625,9.99E-07,4.72E-09
7.40625,9.99E-07,3.05E-08
7.421875,9.99E-07,4.80E-08
7.4375,9.99E-07,4.72E-08
7.453125,9.99E-07,2.35E-08
7.46875,9.99E-07,1.09E-08
7.484375,9.99E-07,6.98E-09
7.5,9.99E-07,1.00E-08
7.515625,9.99E-07,8.89E-09
7.53125,9.99E-07,1.97E-08
7.546875,9.99E-07,6.13E-08
7.5625,9.99E-07,1.33E-07
7.578125,9.99E-07,1.90E-07
7.59375,9.99E-07,2.32E-07
7.609375,9.99E-07,3.21E-07
7.625,9.99E-07,4.08E-07
7.640625,9.99E-07,3.92E-07
7.65625,9.99E-07,3.37E-07
7.671875,9.99E-07,1.91E-07
7.6875,9.99E-07,1.06E-07
7.703125,9.99E-07,1.09E-07
7.71875,9.99E-07,8.31E-08
7.734375,9.99E-07,4.34E-08
7.75,9.99E-07,1.50E-08
7.765625,9.99E-07,2.01E-08
7.78125,9.99E-07,6.31E-08
7.796875,9.99E-07,1.14E-07
7.8125,9.99E-07,1.82E-07
7.828125,9.99E-07,1.96E-07
7.84375,9.99E-07,1.48E-07
7.859375,9.99E-07,6.86E-08
7.875,9.99E-07,7.57E-09
7.890625,9.99E-07,1.64E-08
7.90625,9.99E-07,9.80E-08
7.921875,9.99E-07,1.73E-07
7.9375,9.99E-07,2.03E-07
7.953125,9.99E-07,2.02E-07
7.96875,9.99E-07,1.72E-07
7.984375,9.99E-07,1.30E-07
8,9.99E-07,7.60E-08
8.015625,9.99E-07,3.20E-08
8.03125,9.99E-07,6.06E-09
8.046875,9.99E-07,5.03E-09
8.0625,9.99E-07,4.29E-09
8.078125,9.99E-07,4.19E-09
8.09375,9.99E-07,1.41E-08
8.109375,9.99E-07,2.76E-08
8.125,9.99E-07,4.48E-08
8.140625,9.99E-07,1.14E-07
8.15625,9.99E-07,1.94E-07
8.171875,9.99E-07,2.32E-07
8.1875,9.99E-07,2.05E-07
8.203125,9.99E-07,1.47E-07
8.21875,9.99E-07,1.35E-07
8.234375,9.99E-07,9.22E-08
8.25,9.99E-07,5.41E-08
8.265625,9.99E-07,3.77E-08
8.28125,9.99E-07,2.07E-08
8.296875,9.99E-07,5.58E-09
8.3125,9.99E-07,2.04E-10
8.328125,9.99E-07,1.52E-09
8.34375,9.99E-07,2.70E-09
8.359375,9.99E-07,4.23E-08
8.375,9.99E-07,1.02E-07
8.390625,9.99E-07,1.59E-07
8.40625,9.99E-07,1.92E-07
8.421875,9.99E-07,1.84E-07
8.4375,9.99E-07,1.47E-07
8.453125,9.99E-07,6.28E-08
8.46875,9.99E-07,2.20E-08
8.484375,9.99E-07,3.63E-09
8.5,9.99E-07,2.40E-08
8.515625,9.99E-07,6.14E-08
8.53125,9.99E-07,6.53E-08
8.546875,9.99E-07,4.14E-08
8.5625,9.99E-07,1.39E-08
8.578125,9.99E-07,8.49E-09
8.59375,9.99E-07,9.28E-09
8.609375,9.99E-07,7.09E-10
8.625,9.99E-07,1.59E-08
8.640625,9.99E-07,6.62E-08
8.65625,9.99E-07,1.38E-07
8.671875,9.99E-07,1.83E-07
8.6875,9.99E-07,2.00E-07
8.703125,9.99E-07,1.98E-07
8.71875,9.99E-07,2.11E-07
8.734375,9.99E-07,1.55E-07
8.75,9.99E-07,7.14E-08
8.765625,9.99E-07,1.40E-08
8.78125,9.99E-07,1.17E-09
8.796875,9.99E-07,1.42E-09
8.8125,9.99E-07,1.08E-08
8.828125,9.99E-07,4.15E-08
8.84375,9.99E-07,6.09E-08
8.859375,9.99E-07,9.53E-08
8.875,9.99E-07,1.55E-07
8.890625,9.99E-07,1.80E-07
8.90625,9.99E-07,1.50E-07
8.921875,9.99E-07,5.66E-08
8.9375,9.99E-07,4.90E-09
8.953125,9.99E-07,1.72E-08
8.96875,9.99E-07,8.77E-08
8.984375,9.99E-07,1.32E-07
9,9.99E-07,1.41E-07
9.015625,9.99E-07,7.83E-08
9.03125,9.99E-07,2.21E-08
9.046875,9.99E-07,5.73E-09
9.0625,9.99E-07,1.58E-08
9.078125,9.99E-07,3.94E-08
9.09375,9.99E-07,7.29E-08
9.109375,9.99E-07,8.26E-08
9.125,9.99E-07,8.52E-08
9.140625,9.99E-07,8.31E-08
9.15625,9.99E-07,9.90E-08
9.171875,9.99E-07,1.10E-07
9.1875,9.99E-07,8.33E-08
9.203125,9.99E-07,4.93E-08
9.21875,9.99E-07,3.75E-08
9.234375,9.99E-07,2.09E-08
9.25,9.99E-07,1.18E-08
9.265625,9.99E-07,3.45E-08
9.28125,9.99E-07,6.68E-08
9.296875,9.99E-07,7.13E-08
9.3125,9.99E-07,1.12E-07
9.328125,9.99E-07,1.07E-07
9.34375,9.99E-07,8.65E-08
9.359375,9.99E-07,6.93E-08
9.375,9.99E-07,5.54E-08
9.390625,9.99E-07,4.63E-08
9.40625,9.99E-07,1.28E-08
9.421875,9.99E-07,1.21E-08
9.4375,9.99E-07,7.28E-09
9.453125,9.99E-07,7.08E-10
9.46875,9.99E-07,1.84E-08
9.484375,9.99E-07,5.66E-08
9.5,9.99E-07,8.80E-08
9.515625,9.99E-07,1.08E-07
9.53125,9.99E-07,8.90E-08
9.546875,9.99E-07,3.51E-08
9.5625,9.99E-07,1.58E-08
9.578125,9.99E-07,1.30E-08
9.59375,9.99E-07,3.16E-08
9.609375,9.99E-07,5.49E-08
9.625,9.99E-07,4.54E-08
9.640625,9.99E-07,1.93E-08
9.65625,9.99E-07,2.83E-09
9.671875,9.99E-07,5.41E-09
9.6875,9.99E-07,2.76E-09
9.703125,9.99E-07,7.33E-09
9.71875,9.99E-07,5.24E-08
9.734375,9.99E-07,9.61E-08
9.75,9.99E-07,1.35E-07
9.765625,9.99E-07,1.59E-07
9.78125,9.99E-07,1.34E-07
9.796875,9.99E-07,1.03E-07
9.8125,9.99E-07,4.95E-08
9.828125,9.99E-07,1.48E-08
9.84375,9.99E-07,1.75E-08
9.859375,9.99E-07,3.65E-08
9.875,9.99E-07,3.92E-08
9.890625,9.99E-07,7.30E-08
9.90625,9.99E-07,1.31E-07
9.921875,9.99E-07,1.30E-07
9.9375,9.99E-07,1.00E-07
9.953125,9.99E-07,8.18E-08
9.96875,9.99E-07,5.29E-08
9.984375,9.99E-07,1.46E-08
10,9.99E-07,1.08E-08
10.015625,9.99E-07,5.93E-08
10.03125,9.99E-07,1.03E-07
10.046875,9.99E-07,8.92E-08
10.0625,9.99E-07,3.75E-08
10.078125,9.99E-07,2.43E-09
10.09375,9.99E-07,3.10E-08
10.109375,9.99E-07,9.30E-08
10.125,9.99E-07,1.08E-07
10.140625,9.99E-07,1.13E-07
10.15625,9.99E-07,8.80E-08
10.171875,9.99E-07,5.47E-08
10.1875,9.99E-07,1.70E-08
10.203125,9.99E-07,3.70E-09
10.21875,9.99E-07,3.45E-09
10.234375,9.99E-07,8.67E-09
10.25,9.99E-07,1.82E-08
10.265625,9.99E-07,5.68E-08
10.28125,9.99E-07,9.38E-08
10.296875,9.99E-07,1.08E-07
10.3125,9.99E-07,1.20E-07
10.328125,9.99E-07,1.14E-07
10.34375,9.99E-07,6.41E-08
10.359375,9.99E-07,1.75E-08
10.375,9.99E-07,3.24E-10
10.390625,9.99E-07,1.12E-08
10.40625,9.99E-07,3.18E-08
10.421875,9.99E-07,6.28E-08
10.4375,9.99E-07,7.35E-08
10.453125,9.99E-07,7.12E-08
10.46875,9.99E-07,6.70E-08
10.484375,9.99E-07,6.12E-08
10.5,9.99E-07,4.51E-08
10.515625,9.99E-07,2.82E-08
10.53125,9.99E-07,2.23E-08
10.546875,9.99E-07,3.43E-09
10.5625,9.99E-07,1.02E-08
10.578125,9.99E-07,4.08E-08
10.59375,9.99E-07,7.50E-08
10.609375,9.99E-07,9.63E-08
10.625,9.99E-07,7.68E-08
10.640625,9.99E-07,3.96E-08
10.65625,9.99E-07,1.35E-08
10.671875,9.99E-07,1.78E-08
10.6875,9.99E-07,3.27E-08
10.703125,9.99E-07,4.83E-08
10.71875,9.99E-07,1.69E-08
10.734375,9.99E-07,6.24E-09
10.75,9.99E-07,1.06E-08
10.765625,9.99E-07,2.76E-08
10.78125,9.99E-07,2.22E-08
10.796875,9.99E-07,4.57E-08
10.8125,9.99E-07,9.36E-08
10.828125,9.99E-07,1.06E-07
10.84375,9.99E-07,8.41E-08
10.859375,9.99E-07,4.32E-08
10.875,9.99E-07,9.13E-09
10.890625,9.99E-07,2.91E-09
10.90625,9.99E-07,3.43E-08
10.921875,9.99E-07,8.45E-08
10.9375,9.99E-07,1.08E-07
10.953125,9.99E-07,9.84E-08
10.96875,9.99E-07,7.20E-08
10.984375,9.99E-07,7.05E-08
11,9.99E-07,4.24E-08
11.015625,9.99E-07,3.28E-09
11.03125,9.99E-07,3.49E-09
11.046875,9.99E-07,2.44E-08
11.0625,9.99E-07,6.18E-08
11.078125,9.99E-07,9.92E-08
11.09375,9.99E-07,1.10E-07
11.109375,9.99E-07,4.55E-08
11.125,9.99E-07,7.51E-10
11.140625,9.99E-07,2.18E-08
11.15625,9.99E-07,7.91E-08
11.171875,9.99E-07,9.62E-08
11.1875,9.99E-07,5.12E-08
11.203125,9.99E-07,9.93E-09
11.21875,9.99E-07,5.70E-09
11.234375,9.99E-07,3.34E-08
11.25,9.99E-07,6.21E-08
11.265625,9.99E-07,8.12E-08
11.28125,9.99E-07,6.59E-08
11.296875,9.99E-07,4.82E-08
11.3125,9.99E-07,3.28E-08
11.328125,9.99E-07,2.04E-08
11.34375,9.99E-07,3.15E-09
11.359375,9.99E-07,3.94E-09
11.375,9.99E-07,2.82E-08
11.390625,9.99E-07,4.97E-08
11.40625,9.99E-07,6.90E-08
11.421875,9.99E-07,9.87E-08
11.4375,9.99E-07,7.41E-08
11.453125,9.99E-07,4.00E-08
11.46875,9.99E-07,6.08E-09
11.484375,9.99E-07,2.95E-09
11.5,9.99E-07,1.11E-08
11.515625,9.99E-07,3.48E-08
11.53125,9.99E-07,3.81E-08
11.546875,9.99E-07,4.90E-08
11.5625,9.99E-07,5.80E-08
