Bits,InputPower,OutputPower,OutputPowerWithoutDelay,FiberLength,PreviousOutputPowerWithoutDelay
54.421875,0.000999001,0.00022762,0.00025685,3.50E+01,0.000246236
54.4375,0.000999001,0.000225638,0.000275663,3.50E+01,0.00025685
54.453125,0.000999001,0.000223609,0.000277912,3.50E+01,0.000275663
54.46875,0.000999001,0.000214184,0.000262187,3.50E+01,0.000277912
54.484375,0.000999001,0.00019769,0.000241966,3.50E+01,0.000262187
54.5,0.000999001,0.000179946,0.000231025,3.50E+01,0.000241966
54.515625,0.000999001,0.000169812,0.000240909,3.50E+01,0.000231025
54.53125,0.000999001,0.0001686,0.000258413,3.50E+01,0.000240909
54.546875,0.000999001,0.000172547,0.000266323,3.50E+01,0.000258413
54.5625,0.000999001,0.000170068,0.000278892,3.50E+01,0.000266323
54.578125,0.000999001,0.000155652,0.000299411,3.50E+01,0.000278892
54.59375,0.000999001,0.000142261,0.000298327,3.50E+01,0.000299411
54.609375,0.000999001,0.000142879,0.000272199,3.50E+01,0.000298327
54.625,0.000999001,0.000155322,0.000238015,3.50E+01,0.000272199
54.640625,0.000999001,0.000174792,0.000223523,3.50E+01,0.000238015
54.65625,0.000999001,0.000188965,0.000210679,3.50E+01,0.000223523
54.671875,0.000999001,0.000199658,0.000206575,3.50E+01,0.000210679
54.6875,0.000999001,0.0002152,0.000210009,3.50E+01,0.000206575
54.703125,0.000999001,0.000231736,0.000216069,3.50E+01,0.000210009
54.71875,0.000999001,0.000232559,0.000216525,3.50E+01,0.000216069
54.734375,0.000999001,0.000240692,0.00021692,3.50E+01,0.000216525
54.75,0.000999001,0.000252144,0.000209663,3.50E+01,0.00021692
54.765625,0.000999001,0.000251956,0.000196481,3.50E+01,0.000209663
54.78125,0.000999001,0.000248998,0.000185761,3.50E+01,0.000196481
54.796875,0.000999001,0.000248416,0.000180777,3.50E+01,0.000185761
54.8125,0.000999001,0.000231405,0.000180523,3.50E+01,0.000180777
54.828125,0.000999001,0.00019682,0.000185681,3.50E+01,0.000180523
54.84375,0.000999001,0.000164973,0.000198779,3.50E+01,0.000185681
54.859375,0.000999001,0.000162452,0.000202775,3.50E+01,0.000198779
54.875,0.000999001,0.000175783,0.000202636,3.50E+01,0.000202775
54.890625,0.000999001,0.000185567,0.000202794,3.50E+01,0.000202636
54.90625,0.000999001,0.000192996,0.000200681,3.50E+01,0.000202794
54.921875,0.000999001,0.000204574,0.000190399,3.50E+01,0.000200681
54.9375,0.000999001,0.000214024,0.000175793,3.50E+01,0.000190399
54.953125,0.000999001,0.000208993,0.000162933,3.50E+01,0.000175793
54.96875,0.000999001,0.000199339,0.000151931,3.50E+01,0.000162933
54.984375,0.000999001,0.000184178,0.000148004,3.50E+01,0.000151931
55,0.000999001,0.00016922,0.000154403,3.50E+01,0.000148004
55.015625,0.000999001,0.000163343,0.000160326,3.50E+01,0.000154403
55.03125,0.000999001,0.000167575,0.000169428,3.50E+01,0.000160326
55.046875,0.000999001,0.000165104,0.000194008,3.50E+01,0.000169428
55.0625,0.000999001,0.000151356,0.000222414,3.50E+01,0.000194008
55.078125,0.000999001,0.00014579,0.000228733,3.50E+01,0.000222414
55.09375,0.000999001,0.000161787,0.000220158,3.50E+01,0.000228733
55.109375,0.000999001,0.000180484,0.000218945,3.50E+01,0.000220158
55.125,0.000999001,0.000195392,0.000218771,3.50E+01,0.000218945
55.140625,0.000999001,0.000205934,0.00021624,3.50E+01,0.000218771
55.15625,0.000999001,0.000217541,0.000219501,3.50E+01,0.00021624
55.171875,0.000999001,0.000236395,0.00022391,3.50E+01,0.000219501
55.1875,0.000999001,0.000243414,0.000225606,3.50E+01,0.00022391
55.203125,0.000999001,0.000246107,0.000228858,3.50E+01,0.000225606
55.21875,0.000999001,0.000253801,0.000227955,3.50E+01,0.000228858
55.234375,0.000999001,0.000263223,0.000218058,3.50E+01,0.000227955
55.25,0.000999001,0.0002767,0.000211581,3.50E+01,0.000218058
55.265625,0.000999001,0.000300372,0.000210952,3.50E+01,0.000211581
55.28125,0.000999001,0.000315624,0.000209548,3.50E+01,0.000210952
55.296875,0.000999001,0.000306191,0.000218434,3.50E+01,0.000209548
55.3125,0.000999001,0.000280612,0.000245496,3.50E+01,0.000218434
55.328125,0.000999001,0.00025983,0.000272362,3.50E+01,0.000245496
55.34375,0.000999001,0.000255533,0.000280617,3.50E+01,0.000272362
55.359375,0.000999001,0.000253026,0.000281193,3.50E+01,0.000280617
55.375,0.000999001,0.00024765,0.000290215,3.50E+01,0.000281193
55.390625,0.000999001,0.000240698,0.00030474,3.50E+01,0.000290215
55.40625,0.000999001,0.000237181,0.0003029,3.50E+01,0.00030474
55.421875,0.000999001,0.000224043,0.000280195,3.50E+01,0.0003029
55.4375,0.000999001,0.000209884,0.000255608,3.50E+01,0.000280195
55.453125,0.000999001,0.000204174,0.000240279,3.50E+01,0.000255608
55.46875,0.000999001,0.00020554,0.000246679,3.50E+01,0.000240279
55.484375,0.000999001,0.000214958,0.000250312,3.50E+01,0.000246679
55.5,0.000999001,0.000218594,0.000249203,3.50E+01,0.000250312
55.515625,0.000999001,0.000213192,0.000239483,3.50E+01,0.000249203
55.53125,0.000999001,0.000220994,0.000219233,3.50E+01,0.000239483
55.546875,0.000999001,0.000238444,0.00019723,3.50E+01,0.000219233
55.5625,0.000999001,0.000229374,0.000178602,3.50E+01,0.00019723
55.578125,0.000999001,0.000206795,0.000167388,3.50E+01,0.000178602
55.59375,0.000999001,0.000187807,0.000161397,3.50E+01,0.000167388
55.609375,0.000999001,0.000174092,0.000168055,3.50E+01,0.000161397
55.625,0.000999001,0.000167084,0.000173604,3.50E+01,0.000168055
55.640625,0.000999001,0.000156213,0.000168298,3.50E+01,0.000173604
55.65625,0.000999001,0.000150128,0.000157944,3.50E+01,0.000168298
55.671875,0.000999001,0.000154053,0.000149385,3.50E+01,0.000157944
55.6875,0.000999001,0.000151758,0.000142267,3.50E+01,0.000149385
55.703125,0.000999001,0.000138156,0.000141871,3.50E+01,0.000142267
55.71875,0.000999001,1.20E-04,0.000141201,3.50E+01,0.000141871
55.734375,0.000999001,9.53E-05,0.000136272,3.50E+01,0.000141201
55.75,0.000999001,7.18E-05,0.000131502,3.50E+01,0.000136272
55.765625,0.000999001,5.66E-05,0.000129776,3.50E+01,0.000131502
55.78125,0.000999001,4.77E-05,1.16E-04,3.50E+01,0.000129776
55.796875,0.000999001,4.72E-05,9.57E-05,3.50E+01,1.16E-04
55.8125,0.000999001,5.32E-05,8.34E-05,3.50E+01,9.57E-05
55.828125,0.000999001,6.27E-05,7.71E-05,3.50E+01,8.34E-05
55.84375,0.000999001,6.85E-05,7.89E-05,3.50E+01,7.71E-05
55.859375,0.000999001,7.20E-05,7.11E-05,3.50E+01,7.89E-05
55.875,0.000999001,7.99E-05,6.03E-05,3.50E+01,7.11E-05
55.890625,0.000999001,8.37E-05,5.27E-05,3.50E+01,6.03E-05
55.90625,0.000999001,8.10E-05,4.79E-05,3.50E+01,5.27E-05
55.921875,0.000999001,7.27E-05,4.46E-05,3.50E+01,4.79E-05
55.9375,0.000999001,6.28E-05,4.57E-05,3.50E+01,4.46E-05
55.953125,0.000999001,5.49E-05,5.26E-05,3.50E+01,4.57E-05
55.96875,0.000999001,5.45E-05,5.53E-05,3.50E+01,5.26E-05
55.984375,0.000999001,5.78E-05,5.71E-05,3.50E+01,5.53E-05
56,0.000999001,5.77E-05,6.67E-05,3.50E+01,5.71E-05
56.015625,0.000949268,5.63E-05,7.34E-05,3.50E+01,6.67E-05
56.03125,0.000610066,5.32E-05,6.47E-05,3.50E+01,7.34E-05
56.046875,0.000199721,4.62E-05,4.38E-05,3.50E+01,6.47E-05
56.0625,3.75E-05,4.17E-05,2.78E-05,3.50E+01,4.38E-05
56.078125,6.13E-06,4.00E-05,2.19E-05,3.50E+01,2.78E-05
56.09375,1.74E-06,3.82E-05,1.82E-05,3.50E+01,2.19E-05
56.109375,1.11E-06,3.18E-05,1.53E-05,3.50E+01,1.82E-05
56.125,1.01E-06,2.46E-05,1.46E-05,3.50E+01,1.53E-05
56.140625,1.00E-06,2.09E-05,1.58E-05,3.50E+01,1.46E-05
56.15625,9.99E-07,2.09E-05,1.82E-05,3.50E+01,1.58E-05
56.171875,9.99E-07,1.71E-05,1.98E-05,3.50E+01,1.82E-05
56.1875,9.99E-07,1.20E-05,2.22E-05,3.50E+01,1.98E-05
56.203125,9.99E-07,6.70E-06,2.84E-05,3.50E+01,2.22E-05
56.21875,9.99E-07,1.92E-06,3.33E-05,3.50E+01,2.84E-05
56.234375,9.99E-07,9.14E-07,3.49E-05,3.50E+01,3.33E-05
56.25,9.99E-07,4.58E-06,3.24E-05,3.50E+01,3.49E-05
56.265625,9.99E-07,1.38E-05,2.25E-05,3.50E+01,3.24E-05
56.28125,9.99E-07,1.95E-05,1.45E-05,3.50E+01,2.25E-05
56.296875,9.99E-07,2.10E-05,1.06E-05,3.50E+01,1.45E-05
56.3125,9.99E-07,2.19E-05,1.07E-05,3.50E+01,1.06E-05
56.328125,9.99E-07,2.35E-05,9.15E-06,3.50E+01,1.07E-05
56.34375,9.99E-07,2.68E-05,5.29E-06,3.50E+01,9.15E-06
56.359375,9.99E-07,3.04E-05,3.77E-06,3.50E+01,5.29E-06
56.375,9.99E-07,3.29E-05,3.83E-06,3.50E+01,3.77E-06
56.390625,9.99E-07,3.18E-05,5.58E-06,3.50E+01,3.83E-06
56.40625,9.99E-07,2.87E-05,6.71E-06,3.50E+01,5.58E-06
56.421875,9.99E-07,2.35E-05,7.26E-06,3.50E+01,6.71E-06
56.4375,9.99E-07,2.01E-05,7.93E-06,3.50E+01,7.26E-06
56.453125,9.99E-07,2.00E-05,8.74E-06,3.50E+01,7.93E-06
56.46875,9.99E-07,2.21E-05,1.17E-05,3.50E+01,8.74E-06
56.484375,9.99E-07,2.17E-05,1.75E-05,3.50E+01,1.17E-05
56.5,9.99E-07,2.03E-05,1.88E-05,3.50E+01,1.75E-05
56.515625,9.99E-07,1.72E-05,1.09E-05,3.50E+01,1.88E-05
56.53125,9.99E-07,1.27E-05,3.76E-06,3.50E+01,1.09E-05
56.546875,9.99E-07,8.96E-06,1.32E-06,3.50E+01,3.76E-06
56.5625,9.99E-07,7.55E-06,4.82E-07,3.50E+01,1.32E-06
56.578125,9.99E-07,6.53E-06,2.27E-07,3.50E+01,4.82E-07
56.59375,9.99E-07,4.06E-06,5.84E-08,3.50E+01,2.27E-07
56.609375,9.99E-07,3.90E-06,3.87E-07,3.50E+01,5.84E-08
56.625,9.99E-07,5.90E-06,1.01E-06,3.50E+01,3.87E-07
56.640625,9.99E-07,8.03E-06,1.77E-06,3.50E+01,1.01E-06
56.65625,9.99E-07,8.13E-06,2.51E-06,3.50E+01,1.77E-06
56.671875,9.99E-07,8.69E-06,5.65E-06,3.50E+01,2.51E-06
56.6875,9.99E-07,1.35E-05,1.01E-05,3.50E+01,5.65E-06
56.703125,9.99E-07,2.28E-05,1.35E-05,3.50E+01,1.01E-05
56.71875,9.99E-07,3.53E-05,1.34E-05,3.50E+01,1.35E-05
56.734375,9.99E-07,5.07E-05,1.01E-05,3.50E+01,1.34E-05
56.75,9.99E-07,6.25E-05,5.58E-06,3.50E+01,1.01E-05
56.765625,9.99E-07,6.59E-05,2.87E-06,3.50E+01,5.58E-06
56.78125,9.99E-07,6.59E-05,2.32E-06,3.50E+01,2.87E-06
56.796875,9.99E-07,6.66E-05,1.92E-06,3.50E+01,2.32E-06
56.8125,9.99E-07,7.05E-05,9.13E-07,3.50E+01,1.92E-06
56.828125,9.99E-07,7.40E-05,1.94E-07,3.50E+01,9.13E-07
56.84375,9.99E-07,7.63E-05,2.22E-07,3.50E+01,1.94E-07
56.859375,9.99E-07,7.43E-05,1.79E-06,3.50E+01,2.22E-07
56.875,9.99E-07,6.76E-05,4.63E-06,3.50E+01,1.79E-06
56.890625,9.99E-07,5.84E-05,6.65E-06,3.50E+01,4.63E-06
56.90625,9.99E-07,5.20E-05,6.37E-06,3.50E+01,6.65E-06
56.921875,9.99E-07,5.28E-05,6.00E-06,3.50E+01,6.37E-06
56.9375,9.99E-07,5.60E-05,7.25E-06,3.50E+01,6.00E-06
56.953125,9.99E-07,6.02E-05,1.15E-05,3.50E+01,7.25E-06
56.96875,9.99E-07,6.53E-05,1.74E-05,3.50E+01,1.15E-05
56.984375,9.99E-07,6.34E-05,1.49E-05,3.50E+01,1.74E-05
57,9.99E-07,5.52E-05,6.68E-06,3.50E+01,1.49E-05
57.015625,9.99E-07,4.65E-05,1.73E-06,3.50E+01,6.68E-06
57.03125,9.99E-07,3.85E-05,9.83E-07,3.50E+01,1.73E-06
57.046875,9.99E-07,3.79E-05,2.03E-06,3.50E+01,9.83E-07
57.0625,9.99E-07,4.41E-05,2.93E-06,3.50E+01,2.03E-06
57.078125,9.99E-07,5.26E-05,2.03E-06,3.50E+01,2.93E-06
57.09375,9.99E-07,5.97E-05,1.16E-06,3.50E+01,2.03E-06
57.109375,9.99E-07,6.43E-05,1.40E-06,3.50E+01,1.16E-06
57.125,9.99E-07,7.33E-05,1.78E-06,3.50E+01,1.40E-06
57.140625,9.99E-07,8.34E-05,3.58E-06,3.50E+01,1.78E-06
57.15625,9.99E-07,0.000102754,7.42E-06,3.50E+01,3.58E-06
57.171875,9.99E-07,0.000133396,1.19E-05,3.50E+01,7.42E-06
57.1875,9.99E-07,0.000163565,1.38E-05,3.50E+01,1.19E-05
57.203125,9.99E-07,0.000200165,1.19E-05,3.50E+01,1.38E-05
57.21875,9.99E-07,0.000243282,7.38E-06,3.50E+01,1.19E-05
57.234375,9.99E-07,0.000269058,3.43E-06,3.50E+01,7.38E-06
57.25,9.99E-07,0.000276686,1.88E-06,3.50E+01,3.43E-06
57.265625,9.99E-07,0.000281898,2.74E-06,3.50E+01,1.88E-06
57.28125,9.99E-07,0.000293035,2.81E-06,3.50E+01,2.74E-06
57.296875,9.99E-07,0.000309144,2.44E-06,3.50E+01,2.81E-06
57.3125,9.99E-07,0.000318243,1.77E-06,3.50E+01,2.44E-06
57.328125,9.99E-07,0.000314494,1.80E-06,3.50E+01,1.77E-06
57.34375,9.99E-07,0.000299083,3.36E-06,3.50E+01,1.80E-06
57.359375,9.99E-07,0.000280476,5.73E-06,3.50E+01,3.36E-06
57.375,9.99E-07,0.000267004,5.94E-06,3.50E+01,5.73E-06
57.390625,9.99E-07,0.000267006,5.10E-06,3.50E+01,5.94E-06
57.40625,9.99E-07,0.000267559,5.64E-06,3.50E+01,5.10E-06
57.421875,9.99E-07,0.000253955,9.39E-06,3.50E+01,5.64E-06
57.4375,9.99E-07,0.000251788,1.69E-05,3.50E+01,9.39E-06
57.453125,9.99E-07,0.000263717,1.93E-05,3.50E+01,1.69E-05
57.46875,9.99E-07,0.000278033,1.24E-05,3.50E+01,1.93E-05
57.484375,9.99E-07,0.00029361,5.26E-06,3.50E+01,1.24E-05
57.5,9.99E-07,0.000314905,3.71E-06,3.50E+01,5.26E-06
57.515625,9.99E-07,0.000323611,5.79E-06,3.50E+01,3.71E-06
57.53125,9.99E-07,0.000316174,7.55E-06,3.50E+01,5.79E-06
57.546875,9.99E-07,0.000310391,8.41E-06,3.50E+01,7.55E-06
57.5625,9.99E-07,0.000296091,7.68E-06,3.50E+01,8.41E-06
57.578125,9.99E-07,0.000280802,9.22E-06,3.50E+01,7.68E-06
57.59375,9.99E-07,0.000269858,1.08E-05,3.50E+01,9.22E-06
57.609375,9.99E-07,0.000254097,1.42E-05,3.50E+01,1.08E-05
57.625,9.99E-07,0.000231026,1.97E-05,3.50E+01,1.42E-05
57.640625,9.99E-07,0.000194459,2.83E-05,3.50E+01,1.97E-05
57.65625,9.99E-07,0.000160643,3.47E-05,3.50E+01,2.83E-05
57.671875,9.99E-07,1.30E-04,3.28E-05,3.50E+01,3.47E-05
57.6875,9.99E-07,9.80E-05,2.57E-05,3.50E+01,3.28E-05
57.703125,9.99E-07,7.57E-05,1.84E-05,3.50E+01,2.57E-05
57.71875,9.99E-07,6.50E-05,1.41E-05,3.50E+01,1.84E-05
57.734375,9.99E-07,6.01E-05,1.38E-05,3.50E+01,1.41E-05
57.75,9.99E-07,5.91E-05,1.66E-05,3.50E+01,1.38E-05
57.765625,9.99E-07,5.80E-05,2.10E-05,3.50E+01,1.66E-05
57.78125,9.99E-07,5.39E-05,2.25E-05,3.50E+01,2.10E-05
57.796875,9.99E-07,5.10E-05,2.48E-05,3.50E+01,2.25E-05
57.8125,9.99E-07,5.28E-05,3.01E-05,3.50E+01,2.48E-05
57.828125,9.99E-07,5.43E-05,3.82E-05,3.50E+01,3.01E-05
57.84375,9.99E-07,5.28E-05,4.17E-05,3.50E+01,3.82E-05
57.859375,9.99E-07,4.98E-05,3.93E-05,3.50E+01,4.17E-05
57.875,9.99E-07,4.96E-05,3.67E-05,3.50E+01,3.93E-05
57.890625,9.99E-07,5.41E-05,4.18E-05,3.50E+01,3.67E-05
57.90625,9.99E-07,6.17E-05,5.29E-05,3.50E+01,4.18E-05
57.921875,9.99E-07,6.91E-05,6.23E-05,3.50E+01,5.29E-05
57.9375,9.99E-07,7.02E-05,6.29E-05,3.50E+01,6.23E-05
57.953125,9.99E-07,6.75E-05,5.35E-05,3.50E+01,6.29E-05
57.96875,9.99E-07,6.50E-05,4.99E-05,3.50E+01,5.35E-05
57.984375,9.99E-07,6.03E-05,5.13E-05,3.50E+01,4.99E-05
58,9.99E-07,5.85E-05,5.96E-05,3.50E+01,5.13E-05
58.015625,5.07E-05,6.48E-05,6.73E-05,3.50E+01,5.96E-05
58.03125,0.000389934,7.23E-05,6.87E-05,3.50E+01,6.73E-05
58.046875,0.000800279,7.02E-05,7.45E-05,3.50E+01,6.87E-05
58.0625,0.000962522,6.40E-05,8.12E-05,3.50E+01,7.45E-05
58.078125,0.000993874,5.99E-05,9.01E-05,3.50E+01,8.12E-05
58.09375,0.000998258,5.58E-05,0.000102328,3.50E+01,9.01E-05
58.109375,0.000998893,4.65E-05,0.000120298,3.50E+01,0.000102328
58.125,0.000998988,3.30E-05,0.000134982,3.50E+01,0.000120298
58.140625,0.000999,2.06E-05,0.000137844,3.50E+01,0.000134982
58.15625,0.000999001,9.80E-06,0.000135084,3.50E+01,0.000137844
58.171875,0.000999001,4.53E-06,0.000128818,3.50E+01,0.000135084
58.1875,0.000999001,4.66E-06,0.000128671,3.50E+01,0.000128818
58.203125,0.000999001,6.90E-06,0.000129266,3.50E+01,0.000128671
58.21875,0.000999001,8.60E-06,0.000126685,3.50E+01,0.000129266
58.234375,0.000999001,7.42E-06,0.000132483,3.50E+01,0.000126685
58.25,0.000999001,5.48E-06,0.000148388,3.50E+01,0.000132483
58.265625,0.000999001,4.47E-06,0.000163974,3.50E+01,0.000148388
58.28125,0.000999001,4.43E-06,0.000183491,3.50E+01,0.000163974
58.296875,0.000999001,6.71E-06,0.000211772,3.50E+01,0.000183491
58.3125,0.000999001,1.16E-05,0.000231613,3.50E+01,0.000211772
58.328125,0.000999001,1.47E-05,0.000243532,3.50E+01,0.000231613
58.34375,0.000999001,1.52E-05,0.000244408,3.50E+01,0.000243532
58.359375,0.000999001,1.71E-05,0.000231777,3.50E+01,0.000244408
58.375,0.000999001,2.34E-05,0.000211959,3.50E+01,0.000231777
58.390625,0.000999001,3.00E-05,0.000201466,3.50E+01,0.000211959
58.40625,0.000999001,3.19E-05,0.00020144,3.50E+01,0.000201466
58.421875,0.000999001,2.97E-05,0.000225997,3.50E+01,0.00020144
58.4375,0.000999001,2.61E-05,0.000264472,3.50E+01,0.000225997
58.453125,0.000999001,2.29E-05,0.000285373,3.50E+01,0.000264472
58.46875,0.000999001,1.96E-05,0.000280679,3.50E+01,0.000285373
58.484375,0.000999001,2.01E-05,0.000273946,3.50E+01,0.000280679
58.5,0.000999001,2.37E-05,0.000275778,3.50E+01,0.000273946
58.515625,0.000999001,2.57E-05,0.000288586,3.50E+01,0.000275778
58.53125,0.000999001,2.23E-05,0.000300574,3.50E+01,0.000288586
58.546875,0.000999001,1.74E-05,0.000295994,3.50E+01,0.000300574
58.5625,0.000999001,1.62E-05,0.000282897,3.50E+01,0.000295994
58.578125,0.000999001,1.17E-05,0.000268005,3.50E+01,0.000282897
58.59375,0.000999001,4.63E-06,0.000239404,3.50E+01,0.000268005
58.609375,0.000999001,1.32E-06,0.00022264,3.50E+01,0.000239404
58.625,0.000999001,2.43E-06,0.000222624,3.50E+01,0.00022264
58.640625,0.000999001,8.12E-06,0.000234323,3.50E+01,0.000222624
58.65625,0.000999001,1.64E-05,0.000248231,3.50E+01,0.000234323
58.671875,0.000999001,2.23E-05,0.000253772,3.50E+01,0.000248231
58.6875,0.000999001,2.56E-05,0.00025727,3.50E+01,0.000253772
58.703125,0.000999001,2.70E-05,0.000243178,3.50E+01,0.00025727
58.71875,0.000999001,2.56E-05,0.000225052,3.50E+01,0.000243178
58.734375,0.000999001,2.62E-05,0.000205184,3.50E+01,0.000225052
58.75,0.000999001,2.69E-05,0.000190074,3.50E+01,0.000205184
58.765625,0.000999001,2.87E-05,0.0001678,3.50E+01,0.000190074
58.78125,0.000999001,3.52E-05,0.000146575,3.50E+01,0.0001678
58.796875,0.000999001,4.48E-05,0.000131741,3.50E+01,0.000146575
58.8125,0.000999001,5.07E-05,0.00012311,3.50E+01,0.000131741
58.828125,0.000999001,5.10E-05,0.000129075,3.50E+01,0.00012311
58.84375,0.000999001,5.69E-05,0.000142979,3.50E+01,0.000129075
58.859375,0.000999001,7.11E-05,0.000174259,3.50E+01,0.000142979
58.875,0.000999001,7.91E-05,0.000199865,3.50E+01,0.000174259
58.890625,0.000999001,8.00E-05,0.00020275,3.50E+01,0.000199865
58.90625,0.000999001,7.92E-05,0.000182116,3.50E+01,0.00020275
58.921875,0.000999001,7.72E-05,0.000166802,3.50E+01,0.000182116
58.9375,0.000999001,7.30E-05,0.000162732,3.50E+01,0.000166802
58.953125,0.000999001,6.78E-05,0.000170628,3.50E+01,0.000162732
58.96875,0.000999001,6.53E-05,0.000181228,3.50E+01,0.000170628
58.984375,0.000999001,6.43E-05,0.000187973,3.50E+01,0.000181228
59,0.000999001,6.16E-05,0.00020286,3.50E+01,0.000187973
59.015625,0.000999001,5.78E-05,0.0002086,3.50E+01,0.00020286
59.03125,0.000999001,5.54E-05,0.000210401,3.50E+01,0.0002086
59.046875,0.000999001,5.15E-05,0.000214337,3.50E+01,0.000210401
59.0625,0.000999001,5.18E-05,0.000210272,3.50E+01,0.000214337
59.078125,0.000999001,6.03E-05,0.000197352,3.50E+01,0.000210272
59.09375,0.000999001,8.06E-05,0.000189399,3.50E+01,0.000197352
59.109375,0.000999001,0.000110528,0.000195407,3.50E+01,0.000189399
59.125,0.000999001,0.000145566,0.000209468,3.50E+01,0.000195407
59.140625,0.000999001,0.000169614,0.000231135,3.50E+01,0.000209468
59.15625,0.000999001,0.000183641,0.000243259,3.50E+01,0.000231135
59.171875,0.000999001,0.000191777,0.000240103,3.50E+01,0.000243259
59.1875,0.000999001,0.000185387,0.000223487,3.50E+01,0.000240103
59.203125,0.000999001,0.000173365,0.000206198,3.50E+01,0.000223487
59.21875,0.000999001,0.000165178,0.000193671,3.50E+01,0.000206198
59.234375,0.000999001,0.000166892,0.000177517,3.50E+01,0.000193671
59.25,0.000999001,0.000178662,0.000161076,3.50E+01,0.000177517
59.265625,0.000999001,0.000194773,0.000152435,3.50E+01,0.000161076
59.28125,0.000999001,0.000204094,0.000144883,3.50E+01,0.000152435
59.296875,0.000999001,0.000208007,0.000138776,3.50E+01,0.000144883
59.3125,0.000999001,0.000209739,0.000141826,3.50E+01,0.000138776
59.328125,0.000999001,0.000213208,0.000160018,3.50E+01,0.000141826
59.34375,0.000999001,0.000226369,0.000181409,3.50E+01,0.000160018
59.359375,0.000999001,0.000244803,0.000202929,3.50E+01,0.000181409
59.375,0.000999001,0.000255109,0.000221931,3.50E+01,0.000202929
59.390625,0.000999001,0.000264958,0.000243875,3.50E+01,0.000221931
59.40625,0.000999001,0.000288402,0.000249497,3.50E+01,0.000243875
59.421875,0.000999001,0.000291317,0.000246287,3.50E+01,0.000249497
59.4375,0.000999001,0.000270468,0.000248352,3.50E+01,0.000246287
59.453125,0.000999001,0.000249312,0.000249393,3.50E+01,0.000248352
59.46875,0.000999001,0.000237752,0.000250536,3.50E+01,0.000249393
59.484375,0.000999001,0.000246394,0.00024933,3.50E+01,0.000250536
59.5,0.000999001,0.000256132,0.000237725,3.50E+01,0.00024933
59.515625,0.000999001,0.000264404,0.000220006,3.50E+01,0.000237725
59.53125,0.000999001,0.000276113,0.000198886,3.50E+01,0.000220006
59.546875,0.000999001,0.000296137,0.000188894,3.50E+01,0.000198886
59.5625,0.000999001,0.000295847,0.000184057,3.50E+01,0.000188894
59.578125,0.000999001,0.000267925,0.000184651,3.50E+01,0.000184057
59.59375,0.000999001,0.000234657,0.000181495,3.50E+01,0.000184651
59.609375,0.000999001,0.000217661,0.000169538,3.50E+01,0.000181495
59.625,0.000999001,0.000203642,0.000150546,3.50E+01,0.000169538
59.640625,0.000999001,0.000195305,0.000148312,3.50E+01,0.000150546
59.65625,0.000999001,0.000197643,0.00015901,3.50E+01,0.000148312
59.671875,0.000999001,0.000201707,0.000171488,3.50E+01,0.00015901
59.6875,0.000999001,0.000208118,0.000186151,3.50E+01,0.000171488
59.703125,0.000999001,0.000208805,0.000205646,3.50E+01,0.000186151
59.71875,0.000999001,0.000202845,0.000222363,3.50E+01,0.000205646
59.734375,0.000999001,0.000183432,0.000234698,3.50E+01,0.000222363
59.75,0.000999001,0.000172772,0.000242901,3.50E+01,0.000234698
59.765625,0.000999001,0.000169768,0.000254547,3.50E+01,0.000242901
59.78125,0.000999001,0.000175251,0.000263072,3.50E+01,0.000254547
59.796875,0.000999001,0.000185496,0.00026596,3.50E+01,0.000263072
59.8125,0.000999001,0.000198808,0.000267757,3.50E+01,0.00026596
59.828125,0.000999001,0.000200316,0.000257247,3.50E+01,0.000267757
59.84375,0.000999001,0.000198944,0.000236397,3.50E+01,0.000257247
59.859375,0.000999001,0.000195771,0.000195808,3.50E+01,0.000236397
59.875,0.000999001,0.000196245,0.000166237,3.50E+01,0.000195808
59.890625,0.000999001,0.000187614,0.000163889,3.50E+01,0.000166237
59.90625,0.000999001,0.000173883,0.000178392,3.50E+01,0.000163889
59.921875,0.000999001,0.000160603,0.000188551,3.50E+01,0.000178392
59.9375,0.000999001,0.000149989,0.000193207,3.50E+01,0.000188551
59.953125,0.000999001,0.000145867,0.00019986,3.50E+01,0.000193207
59.96875,0.000999001,0.000152475,0.000207354,3.50E+01,0.00019986
59.984375,0.000999001,0.000159043,0.000200681,3.50E+01,0.000207354
60,0.000999001,0.000165461,0.000192128,3.50E+01,0.000200681
60.015625,0.000999001,0.000188854,0.00017698,3.50E+01,0.000192128
60.03125,0.000999001,0.000214146,0.000157803,3.50E+01,0.00017698
60.046875,0.000999001,0.000216098,0.000148587,3.50E+01,0.000157803
60.0625,0.000999001,0.000212812,0.000149857,3.50E+01,0.000148587
60.078125,0.000999001,0.000212453,0.000145334,3.50E+01,0.000149857
60.09375,0.000999001,0.00021202,0.000132129,3.50E+01,0.000145334
60.109375,0.000999001,0.000203744,0.000124017,3.50E+01,0.000132129
60.125,0.000999001,0.000206858,0.000136149,3.50E+01,0.000124017
60.140625,0.000999001,0.000207247,0.00015157,3.50E+01,0.000136149
60.15625,0.000999001,0.000212644,0.000164957,3.50E+01,0.00015157
60.171875,0.000999001,0.000216504,0.000175937,3.50E+01,0.000164957
60.1875,0.000999001,0.000216685,0.000193643,3.50E+01,0.000175937
60.203125,0.000999001,0.000211947,0.000212913,3.50E+01,0.000193643
60.21875,0.000999001,0.000204581,0.000224168,3.50E+01,0.000212913
