Bits,InputPower,OutputPower
0.859375,9.99E-07,6.75E-07
0.875,9.99E-07,6.17E-07
0.890625,9.99E-07,6.36E-07
0.90625,9.99E-07,6.49E-07
0.921875,9.99E-07,5.99E-07
0.9375,9.99E-07,6.48E-07
0.953125,9.99E-07,6.20E-07
0.96875,9.99E-07,6.03E-07
0.984375,9.99E-07,6.49E-07
1,9.99E-07,6.00E-07
1.015625,9.99E-07,6.54E-07
1.03125,9.99E-07,6.36E-07
1.046875,9.99E-07,6.00E-07
1.0625,9.99E-07,6.70E-07
1.078125,9.99E-07,6.25E-07
1.09375,9.99E-07,6.16E-07
1.109375,9.99E-07,6.69E-07
1.125,9.99E-07,6.06E-07
1.140625,9.99E-07,6.09E-07
1.15625,9.99E-07,6.22E-07
1.171875,9.99E-07,5.75E-07
1.1875,9.99E-07,6.28E-07
1.203125,9.99E-07,6.29E-07
1.21875,9.99E-07,5.82E-07
1.234375,9.99E-07,6.38E-07
1.25,9.99E-07,6.11E-07
1.265625,9.99E-07,5.74E-07
1.28125,9.99E-07,6.26E-07
1.296875,9.99E-07,6.23E-07
1.3125,9.99E-07,5.81E-07
1.328125,9.99E-07,6.55E-07
1.34375,9.99E-07,6.22E-07
1.359375,9.99E-07,5.88E-07
1.375,9.99E-07,6.56E-07
1.390625,9.99E-07,6.42E-07
1.40625,9.99E-07,6.18E-07
1.421875,9.99E-07,6.97E-07
1.4375,9.99E-07,6.62E-07
1.453125,9.99E-07,6.10E-07
1.46875,9.99E-07,6.77E-07
1.484375,9.99E-07,6.60E-07
1.5,9.99E-07,6.16E-07
1.515625,9.99E-07,6.63E-07
1.53125,9.99E-07,6.64E-07
1.546875,9.99E-07,6.01E-07
1.5625,9.99E-07,6.16E-07
1.578125,9.99E-07,6.55E-07
1.59375,9.99E-07,5.98E-07
1.609375,9.99E-07,6.08E-07
1.625,9.99E-07,6.69E-07
1.640625,9.99E-07,6.30E-07
1.65625,9.99E-07,5.99E-07
1.671875,9.99E-07,6.61E-07
1.6875,9.99E-07,6.50E-07
1.703125,9.99E-07,6.10E-07
1.71875,9.99E-07,6.61E-07
1.734375,9.99E-07,7.02E-07
1.75,9.99E-07,6.38E-07
1.765625,9.99E-07,6.15E-07
1.78125,9.99E-07,6.73E-07
1.796875,9.99E-07,6.34E-07
1.8125,9.99E-07,5.87E-07
1.828125,9.99E-07,6.28E-07
1.84375,9.99E-07,6.71E-07
1.859375,9.99E-07,6.18E-07
1.875,9.99E-07,6.03E-07
1.890625,9.99E-07,6.54E-07
1.90625,9.99E-07,6.59E-07
1.921875,9.99E-07,5.89E-07
1.9375,9.99E-07,5.93E-07
1.953125,9.99E-07,6.66E-07
1.96875,9.99E-07,6.43E-07
1.984375,9.99E-07,5.93E-07
2,9.99E-07,6.23E-07
2.015625,9.99E-07,6.81E-07
2.03125,9.99E-07,6.44E-07
2.046875,9.99E-07,6.03E-07
2.0625,9.99E-07,6.40E-07
2.078125,9.99E-07,6.87E-07
2.09375,9.99E-07,6.50E-07
2.109375,9.99E-07,5.91E-07
2.125,9.99E-07,6.26E-07
2.140625,9.99E-07,6.76E-07
2.15625,9.99E-07,6.38E-07
2.171875,9.99E-07,5.88E-07
2.1875,9.99E-07,6.15E-07
2.203125,9.99E-07,6.76E-07
2.21875,9.99E-07,6.60E-07
2.234375,9.99E-07,5.94E-07
2.25,9.99E-07,6.05E-07
2.265625,9.99E-07,6.64E-07
2.28125,9.99E-07,6.83E-07
2.296875,9.99E-07,6.29E-07
2.3125,9.99E-07,5.93E-07
2.328125,9.99E-07,6.31E-07
2.34375,9.99E-07,6.74E-07
2.359375,9.99E-07,6.63E-07
2.375,9.99E-07,6.00E-07
2.390625,9.99E-07,5.94E-07
2.40625,9.99E-07,6.64E-07
2.421875,9.99E-07,6.94E-07
2.4375,9.99E-07,6.36E-07
2.453125,9.99E-07,5.92E-07
2.46875,9.99E-07,5.95E-07
2.484375,9.99E-07,6.40E-07
2.5,9.99E-07,6.80E-07
2.515625,9.99E-07,6.34E-07
2.53125,9.99E-07,5.77E-07
2.546875,9.99E-07,5.90E-07
2.5625,9.99E-07,6.53E-07
2.578125,9.99E-07,6.78E-07
2.59375,9.99E-07,6.32E-07
2.609375,9.99E-07,5.76E-07
2.625,9.99E-07,5.93E-07
2.640625,9.99E-07,6.62E-07
2.65625,9.99E-07,7.10E-07
2.671875,9.99E-07,6.86E-07
2.6875,9.99E-07,6.35E-07
2.703125,9.99E-07,5.91E-07
2.71875,9.99E-07,6.16E-07
2.734375,9.99E-07,6.68E-07
2.75,9.99E-07,6.88E-07
2.765625,9.99E-07,6.47E-07
2.78125,9.99E-07,5.85E-07
2.796875,9.99E-07,5.64E-07
2.8125,9.99E-07,5.99E-07
2.828125,9.99E-07,6.48E-07
2.84375,9.99E-07,6.69E-07
2.859375,9.99E-07,6.24E-07
2.875,9.99E-07,5.55E-07
2.890625,9.99E-07,5.45E-07
2.90625,9.99E-07,5.72E-07
2.921875,9.99E-07,6.40E-07
2.9375,9.99E-07,6.85E-07
2.953125,9.99E-07,6.67E-07
2.96875,9.99E-07,6.14E-07
2.984375,9.99E-07,5.70E-07
3,9.99E-07,5.74E-07
3.015625,9.99E-07,6.17E-07
3.03125,9.99E-07,6.78E-07
3.046875,9.99E-07,7.22E-07
3.0625,9.99E-07,7.06E-07
3.078125,9.99E-07,6.61E-07
3.09375,9.99E-07,6.03E-07
3.109375,9.99E-07,5.85E-07
3.125,9.99E-07,6.00E-07
3.140625,9.99E-07,6.50E-07
3.15625,9.99E-07,6.99E-07
3.171875,9.99E-07,7.21E-07
3.1875,9.99E-07,6.93E-07
3.203125,9.99E-07,6.35E-07
3.21875,9.99E-07,5.81E-07
3.234375,9.99E-07,5.43E-07
3.25,9.99E-07,5.51E-07
3.265625,9.99E-07,5.90E-07
3.28125,9.99E-07,6.39E-07
3.296875,9.99E-07,6.88E-07
3.3125,9.99E-07,7.00E-07
3.328125,9.99E-07,6.64E-07
3.34375,9.99E-07,5.99E-07
3.359375,9.99E-07,5.47E-07
3.375,9.99E-07,5.05E-07
3.390625,9.99E-07,5.15E-07
3.40625,9.99E-07,5.47E-07
3.421875,9.99E-07,5.99E-07
3.4375,9.99E-07,6.60E-07
3.453125,9.99E-07,7.08E-07
3.46875,9.99E-07,7.13E-07
3.484375,9.99E-07,6.87E-07
3.5,9.99E-07,6.65E-07
3.515625,9.99E-07,6.12E-07
3.53125,9.99E-07,5.62E-07
3.546875,9.99E-07,5.20E-07
3.5625,9.99E-07,5.10E-07
3.578125,9.99E-07,5.52E-07
3.59375,9.99E-07,6.02E-07
3.609375,9.99E-07,6.68E-07
3.625,9.99E-07,7.38E-07
3.640625,9.99E-07,7.97E-07
3.65625,9.99E-07,8.28E-07
3.671875,9.99E-07,8.27E-07
3.6875,9.99E-07,8.07E-07
3.703125,9.99E-07,7.64E-07
3.71875,9.99E-07,7.05E-07
3.734375,9.99E-07,6.37E-07
3.75,9.99E-07,5.68E-07
3.765625,9.99E-07,5.13E-07
3.78125,9.99E-07,4.69E-07
3.796875,9.99E-07,4.72E-07
3.8125,9.99E-07,4.69E-07
3.828125,9.99E-07,4.89E-07
3.84375,9.99E-07,5.30E-07
3.859375,9.99E-07,5.68E-07
3.875,9.99E-07,6.33E-07
3.890625,9.99E-07,6.85E-07
3.90625,9.99E-07,7.56E-07
3.921875,9.99E-07,8.08E-07
3.9375,9.99E-07,8.54E-07
3.953125,9.99E-07,8.89E-07
3.96875,9.99E-07,9.28E-07
3.984375,9.99E-07,9.38E-07
4,9.99E-07,9.62E-07
4.015625,9.99E-07,9.74E-07
4.03125,9.99E-07,9.60E-07
4.046875,9.99E-07,9.31E-07
4.0625,9.99E-07,9.00E-07
4.078125,9.99E-07,8.62E-07
4.09375,9.99E-07,8.32E-07
4.109375,9.99E-07,7.90E-07
4.125,9.99E-07,7.56E-07
4.140625,9.99E-07,7.01E-07
4.15625,9.99E-07,6.61E-07
4.171875,9.99E-07,6.09E-07
4.1875,9.99E-07,5.65E-07
4.203125,9.99E-07,5.14E-07
4.21875,9.99E-07,4.91E-07
4.234375,9.99E-07,4.57E-07
4.25,9.99E-07,4.27E-07
4.265625,9.99E-07,3.87E-07
4.28125,9.99E-07,3.57E-07
4.296875,9.99E-07,3.28E-07
4.3125,9.99E-07,3.16E-07
4.328125,9.99E-07,3.04E-07
4.34375,9.99E-07,2.93E-07
4.359375,9.99E-07,2.79E-07
4.375,9.99E-07,2.75E-07
4.390625,9.99E-07,2.85E-07
4.40625,9.99E-07,2.98E-07
4.421875,9.99E-07,3.19E-07
4.4375,9.99E-07,3.48E-07
4.453125,9.99E-07,3.78E-07
4.46875,9.99E-07,4.30E-07
4.484375,9.99E-07,4.86E-07
4.5,9.99E-07,5.50E-07
4.515625,9.99E-07,5.97E-07
4.53125,9.99E-07,6.68E-07
4.546875,9.99E-07,7.20E-07
4.5625,9.99E-07,7.82E-07
4.578125,9.99E-07,8.16E-07
4.59375,9.99E-07,8.58E-07
4.609375,9.99E-07,8.65E-07
4.625,9.99E-07,8.56E-07
4.640625,9.99E-07,8.41E-07
4.65625,9.99E-07,8.32E-07
4.671875,9.99E-07,7.87E-07
4.6875,9.99E-07,7.33E-07
4.703125,9.99E-07,6.63E-07
4.71875,9.99E-07,6.01E-07
4.734375,9.99E-07,5.32E-07
4.75,9.99E-07,4.85E-07
4.765625,9.99E-07,4.74E-07
4.78125,9.99E-07,4.93E-07
4.796875,9.99E-07,5.25E-07
4.8125,9.99E-07,5.64E-07
4.828125,9.99E-07,6.11E-07
4.84375,9.99E-07,6.76E-07
4.859375,9.99E-07,7.17E-07
4.875,9.99E-07,7.43E-07
4.890625,9.99E-07,7.47E-07
4.90625,9.99E-07,7.26E-07
4.921875,9.99E-07,6.93E-07
4.9375,9.99E-07,6.23E-07
4.953125,9.99E-07,5.71E-07
4.96875,9.99E-07,5.29E-07
4.984375,9.99E-07,5.07E-07
5,9.99E-07,5.36E-07
5.015625,9.99E-07,5.85E-07
5.03125,9.99E-07,6.37E-07
5.046875,9.99E-07,6.76E-07
5.0625,9.99E-07,7.26E-07
5.078125,9.99E-07,7.29E-07
5.09375,9.99E-07,7.04E-07
5.109375,9.99E-07,6.54E-07
5.125,9.99E-07,5.96E-07
5.140625,9.99E-07,5.61E-07
5.15625,9.99E-07,5.56E-07
5.171875,9.99E-07,5.74E-07
5.1875,9.99E-07,6.42E-07
5.203125,9.99E-07,6.96E-07
5.21875,9.99E-07,7.17E-07
5.234375,9.99E-07,6.94E-07
5.25,9.99E-07,6.49E-07
5.265625,9.99E-07,5.90E-07
5.28125,9.99E-07,5.60E-07
5.296875,9.99E-07,5.62E-07
5.3125,9.99E-07,5.95E-07
5.328125,9.99E-07,6.63E-07
5.34375,9.99E-07,6.95E-07
5.359375,9.99E-07,7.04E-07
5.375,9.99E-07,6.40E-07
5.390625,9.99E-07,5.80E-07
5.40625,9.99E-07,5.40E-07
5.421875,9.99E-07,5.48E-07
5.4375,9.99E-07,5.99E-07
5.453125,9.99E-07,6.67E-07
5.46875,9.99E-07,6.82E-07
5.484375,9.99E-07,6.48E-07
5.5,9.99E-07,5.91E-07
5.515625,9.99E-07,5.52E-07
5.53125,9.99E-07,5.62E-07
5.546875,9.99E-07,6.01E-07
5.5625,9.99E-07,6.58E-07
5.578125,9.99E-07,6.77E-07
5.59375,9.99E-07,6.56E-07
5.609375,9.99E-07,5.95E-07
5.625,9.99E-07,5.50E-07
5.640625,9.99E-07,5.70E-07
5.65625,9.99E-07,6.27E-07
5.671875,9.99E-07,6.77E-07
5.6875,9.99E-07,6.70E-07
5.703125,9.99E-07,6.08E-07
5.71875,9.99E-07,5.72E-07
5.734375,9.99E-07,5.85E-07
5.75,9.99E-07,6.53E-07
5.765625,9.99E-07,6.92E-07
5.78125,9.99E-07,6.71E-07
5.796875,9.99E-07,6.04E-07
5.8125,9.99E-07,5.81E-07
5.828125,9.99E-07,6.09E-07
5.84375,9.99E-07,6.57E-07
5.859375,9.99E-07,6.92E-07
5.875,9.99E-07,6.57E-07
5.890625,9.99E-07,5.94E-07
5.90625,9.99E-07,6.00E-07
5.921875,9.99E-07,6.61E-07
5.9375,9.99E-07,6.97E-07
5.953125,9.99E-07,6.50E-07
5.96875,9.99E-07,5.87E-07
5.984375,9.99E-07,5.95E-07
6,9.99E-07,6.46E-07
6.015625,9.99E-07,7.01E-07
6.03125,9.99E-07,6.81E-07
6.046875,9.99E-07,6.44E-07
6.0625,9.99E-07,6.25E-07
6.078125,9.99E-07,6.76E-07
6.09375,9.99E-07,7.03E-07
6.109375,9.99E-07,6.59E-07
6.125,9.99E-07,6.04E-07
6.140625,9.99E-07,6.25E-07
6.15625,9.99E-07,6.97E-07
6.171875,9.99E-07,6.93E-07
6.1875,9.99E-07,6.32E-07
6.203125,9.99E-07,6.04E-07
6.21875,9.99E-07,6.44E-07
6.234375,9.99E-07,6.94E-07
6.25,9.99E-07,6.64E-07
6.265625,9.99E-07,6.04E-07
6.28125,9.99E-07,6.20E-07
6.296875,9.99E-07,6.75E-07
6.3125,9.99E-07,6.76E-07
6.328125,9.99E-07,6.04E-07
6.34375,9.99E-07,5.97E-07
6.359375,9.99E-07,6.46E-07
6.375,9.99E-07,6.44E-07
6.390625,9.99E-07,5.96E-07
6.40625,9.99E-07,5.78E-07
6.421875,9.99E-07,6.25E-07
6.4375,9.99E-07,6.46E-07
6.453125,9.99E-07,5.96E-07
6.46875,9.99E-07,5.90E-07
6.484375,9.99E-07,6.49E-07
6.5,9.99E-07,6.57E-07
6.515625,9.99E-07,6.14E-07
6.53125,9.99E-07,6.06E-07
6.546875,9.99E-07,6.72E-07
6.5625,9.99E-07,6.61E-07
6.578125,9.99E-07,5.89E-07
6.59375,9.99E-07,6.24E-07
6.609375,9.99E-07,6.65E-07
6.625,9.99E-07,6.36E-07
6.640625,9.99E-07,5.81E-07
6.65625,9.99E-07,6.33E-07
6.671875,9.99E-07,6.66E-07
6.6875,9.99E-07,6.10E-07
6.703125,9.99E-07,6.10E-07
6.71875,9.99E-07,6.79E-07
6.734375,9.99E-07,6.57E-07
6.75,9.99E-07,6.16E-07
6.765625,9.99E-07,6.40E-07
6.78125,9.99E-07,6.75E-07
6.796875,9.99E-07,6.10E-07
6.8125,9.99E-07,6.04E-07
6.828125,9.99E-07,6.61E-07
6.84375,9.99E-07,6.41E-07
6.859375,9.99E-07,5.85E-07
6.875,9.99E-07,6.47E-07
6.890625,9.99E-07,6.44E-07
6.90625,9.99E-07,5.84E-07
6.921875,9.99E-07,6.07E-07
6.9375,9.99E-07,6.45E-07
6.953125,9.99E-07,5.95E-07
6.96875,9.99E-07,6.03E-07
6.984375,9.99E-07,6.43E-07
7,9.99E-07,6.05E-07
7.015625,9.99E-07,5.82E-07
7.03125,9.99E-07,6.40E-07
7.046875,9.99E-07,6.12E-07
7.0625,9.99E-07,5.98E-07
7.078125,9.99E-07,6.47E-07
7.09375,9.99E-07,6.56E-07
7.109375,9.99E-07,6.11E-07
7.125,9.99E-07,6.61E-07
7.140625,9.99E-07,6.50E-07
7.15625,9.99E-07,5.91E-07
7.171875,9.99E-07,6.50E-07
7.1875,9.99E-07,6.56E-07
7.203125,9.99E-07,6.00E-07
7.21875,9.99E-07,6.58E-07
7.234375,9.99E-07,6.45E-07
7.25,9.99E-07,6.10E-07
7.265625,9.99E-07,6.64E-07
7.28125,9.99E-07,6.50E-07
7.296875,9.99E-07,6.13E-07
7.3125,9.99E-07,6.78E-07
7.328125,9.99E-07,6.39E-07
7.34375,9.99E-07,6.34E-07
7.359375,9.99E-07,6.88E-07
7.375,9.99E-07,6.28E-07
7.390625,9.99E-07,6.26E-07
7.40625,9.99E-07,6.76E-07
7.421875,9.99E-07,6.25E-07
7.4375,9.99E-07,6.65E-07
7.453125,9.99E-07,6.62E-07
7.46875,9.99E-07,5.98E-07
7.484375,9.99E-07,6.50E-07
7.5,9.99E-07,6.12E-07
7.515625,9.99E-07,5.88E-07
7.53125,9.99E-07,6.38E-07
7.546875,9.99E-07,5.81E-07
7.5625,9.99E-07,6.11E-07
7.578125,9.99E-07,6.13E-07
7.59375,9.99E-07,5.95E-07
7.609375,9.99E-07,6.57E-07
7.625,9.99E-07,6.22E-07
7.640625,9.99E-07,6.00E-07
7.65625,9.99E-07,6.36E-07
7.671875,9.99E-07,5.83E-07
7.6875,9.99E-07,6.23E-07
7.703125,9.99E-07,5.95E-07
7.71875,9.99E-07,5.84E-07
7.734375,9.99E-07,6.40E-07
7.75,9.99E-07,5.94E-07
7.765625,9.99E-07,6.35E-07
7.78125,9.99E-07,6.24E-07
7.796875,9.99E-07,6.06E-07
7.8125,9.99E-07,6.69E-07
7.828125,9.99E-07,6.05E-07
7.84375,9.99E-07,6.53E-07
7.859375,9.99E-07,6.18E-07
7.875,9.99E-07,6.17E-07
7.890625,9.99E-07,6.53E-07
7.90625,9.99E-07,6.16E-07
7.921875,9.99E-07,6.75E-07
7.9375,9.99E-07,6.41E-07
7.953125,9.99E-07,6.57E-07
7.96875,9.99E-07,6.49E-07
7.984375,9.99E-07,6.17E-07
8,9.99E-07,6.75E-07
8.015625,9.99E-07,6.07E-07
8.03125,9.99E-07,6.59E-07
8.046875,9.99E-07,6.09E-07
8.0625,9.99E-07,6.53E-07
8.078125,9.99E-07,6.37E-07
8.09375,9.99E-07,6.15E-07
8.109375,9.99E-07,6.45E-07
8.125,9.99E-07,5.90E-07
8.140625,9.99E-07,6.26E-07
8.15625,9.99E-07,5.70E-07
8.171875,9.99E-07,6.17E-07
8.1875,9.99E-07,5.87E-07
8.203125,9.99E-07,6.03E-07
8.21875,9.99E-07,6.09E-07
8.234375,9.99E-07,5.73E-07
8.25,9.99E-07,6.31E-07
8.265625,9.99E-07,5.81E-07
8.28125,9.99E-07,6.36E-07
8.296875,9.99E-07,5.79E-07
8.3125,9.99E-07,6.45E-07
8.328125,9.99E-07,5.76E-07
8.34375,9.99E-07,6.48E-07
8.359375,9.99E-07,6.05E-07
8.375,9.99E-07,6.47E-07
8.390625,9.99E-07,6.06E-07
8.40625,9.99E-07,6.37E-07
8.421875,9.99E-07,6.14E-07
8.4375,9.99E-07,6.32E-07
8.453125,9.99E-07,6.43E-07
8.46875,9.99E-07,6.36E-07
8.484375,9.99E-07,6.56E-07
8.5,9.99E-07,6.55E-07
8.515625,9.99E-07,6.78E-07
8.53125,9.99E-07,6.67E-07
8.546875,9.99E-07,7.10E-07
8.5625,9.99E-07,6.71E-07
8.578125,9.99E-07,6.95E-07
8.59375,9.99E-07,6.62E-07
8.609375,9.99E-07,6.94E-07
8.625,9.99E-07,6.59E-07
8.640625,9.99E-07,6.78E-07
8.65625,9.99E-07,6.28E-07
8.671875,9.99E-07,6.56E-07
8.6875,9.99E-07,6.29E-07
8.703125,9.99E-07,6.46E-07
8.71875,9.99E-07,6.27E-07
8.734375,9.99E-07,6.39E-07
8.75,9.99E-07,6.34E-07
8.765625,9.99E-07,6.64E-07
8.78125,9.99E-07,6.49E-07
8.796875,9.99E-07,6.57E-07
8.8125,9.99E-07,6.42E-07
8.828125,9.99E-07,6.49E-07
8.84375,9.99E-07,6.32E-07
8.859375,9.99E-07,6.52E-07
8.875,9.99E-07,6.26E-07
8.890625,9.99E-07,6.32E-07
8.90625,9.99E-07,6.06E-07
8.921875,9.99E-07,6.14E-07
8.9375,9.99E-07,5.98E-07
8.953125,9.99E-07,6.15E-07
8.96875,9.99E-07,6.17E-07
8.984375,9.99E-07,6.25E-07
9,9.99E-07,6.19E-07
9.015625,9.99E-07,6.40E-07
9.03125,9.99E-07,6.24E-07
9.046875,9.99E-07,6.20E-07
9.0625,9.99E-07,6.14E-07
9.078125,9.99E-07,6.19E-07
9.09375,9.99E-07,6.15E-07
9.109375,9.99E-07,6.24E-07
9.125,9.99E-07,6.20E-07
9.140625,9.99E-07,6.26E-07
9.15625,9.99E-07,6.21E-07
9.171875,9.99E-07,6.25E-07
9.1875,9.99E-07,6.18E-07
9.203125,9.99E-07,6.29E-07
9.21875,9.99E-07,6.22E-07
9.234375,9.99E-07,6.40E-07
9.25,9.99E-07,6.35E-07
9.265625,9.99E-07,6.30E-07
9.28125,9.99E-07,6.21E-07
9.296875,9.99E-07,6.14E-07
9.3125,9.99E-07,6.31E-07
9.328125,9.99E-07,6.46E-07
9.34375,9.99E-07,6.56E-07
9.359375,9.99E-07,6.49E-07
9.375,9.99E-07,6.48E-07
9.390625,9.99E-07,6.44E-07
9.40625,9.99E-07,6.33E-07
9.421875,9.99E-07,6.48E-07
9.4375,9.99E-07,6.26E-07
9.453125,9.99E-07,6.13E-07
9.46875,9.99E-07,6.12E-07
9.484375,9.99E-07,6.31E-07
9.5,9.99E-07,6.45E-07
9.515625,9.99E-07,6.40E-07
9.53125,9.99E-07,6.35E-07
9.546875,9.99E-07,6.46E-07
9.5625,9.99E-07,6.33E-07
9.578125,9.99E-07,6.38E-07
9.59375,9.99E-07,6.32E-07
9.609375,9.99E-07,6.35E-07
9.625,9.99E-07,6.19E-07
9.640625,9.99E-07,6.16E-07
9.65625,9.99E-07,6.20E-07
9.671875,9.99E-07,6.21E-07
9.6875,9.99E-07,6.32E-07
9.703125,9.99E-07,6.30E-07
9.71875,9.99E-07,6.33E-07
9.734375,9.99E-07,6.33E-07
9.75,9.99E-07,6.37E-07
9.765625,9.99E-07,6.28E-07
9.78125,9.99E-07,6.26E-07
9.796875,9.99E-07,6.28E-07
9.8125,9.99E-07,6.31E-07
9.828125,9.99E-07,6.35E-07
9.84375,9.99E-07,6.25E-07
9.859375,9.99E-07,6.36E-07
9.875,9.99E-07,6.32E-07
9.890625,9.99E-07,6.12E-07
9.90625,9.99E-07,6.04E-07
9.921875,9.99E-07,6.16E-07
9.9375,9.99E-07,6.21E-07
9.953125,9.99E-07,6.29E-07
9.96875,9.99E-07,6.34E-07
9.984375,9.99E-07,6.37E-07
10,9.99E-07,6.54E-07
10.015625,9.99E-07,6.57E-07
10.03125,9.99E-07,6.46E-07
10.046875,9.99E-07,6.53E-07
10.0625,9.99E-07,6.39E-07
10.078125,9.99E-07,6.29E-07
10.09375,9.99E-07,6.36E-07
10.109375,9.99E-07,6.32E-07
10.125,9.99E-07,6.29E-07
10.140625,9.99E-07,6.38E-07
10.15625,9.99E-07,6.38E-07
10.171875,9.99E-07,6.32E-07
10.1875,9.99E-07,6.25E-07
10.203125,9.99E-07,6.32E-07
10.21875,9.99E-07,6.29E-07
10.234375,9.99E-07,6.18E-07
10.25,9.99E-07,6.20E-07
10.265625,9.99E-07,6.40E-07
10.28125,9.99E-07,6.30E-07
10.296875,9.99E-07,6.21E-07
10.3125,9.99E-07,6.16E-07
10.328125,9.99E-07,6.18E-07
10.34375,9.99E-07,6.12E-07
10.359375,9.99E-07,6.12E-07
10.375,9.99E-07,6.12E-07
10.390625,9.99E-07,6.07E-07
10.40625,9.99E-07,6.00E-07
10.421875,9.99E-07,6.08E-07
10.4375,9.99E-07,6.15E-07
10.453125,9.99E-07,6.12E-07
10.46875,9.99E-07,6.14E-07
10.484375,9.99E-07,6.11E-07
10.5,9.99E-07,6.10E-07
10.515625,9.99E-07,6.24E-07
10.53125,9.99E-07,6.21E-07
10.546875,9.99E-07,6.18E-07
10.5625,9.99E-07,6.09E-07
10.578125,9.99E-07,6.10E-07
10.59375,9.99E-07,6.04E-07
10.609375,9.99E-07,6.12E-07
10.625,9.99E-07,6.14E-07
10.640625,9.99E-07,6.34E-07
10.65625,9.99E-07,6.44E-07
10.671875,9.99E-07,6.45E-07
10.6875,9.99E-07,6.60E-07
10.703125,9.99E-07,6.68E-07
10.71875,9.99E-07,6.62E-07
10.734375,9.99E-07,6.64E-07
10.75,9.99E-07,6.66E-07
10.765625,9.99E-07,6.74E-07
10.78125,9.99E-07,6.55E-07
10.796875,9.99E-07,6.65E-07
10.8125,9.99E-07,6.55E-07
10.828125,9.99E-07,6.52E-07
10.84375,9.99E-07,6.56E-07
10.859375,9.99E-07,6.44E-07
10.875,9.99E-07,6.28E-07
10.890625,9.99E-07,6.25E-07
10.90625,9.99E-07,6.37E-07
10.921875,9.99E-07,6.44E-07
10.9375,9.99E-07,6.37E-07
10.953125,9.99E-07,6.42E-07
10.96875,9.99E-07,6.45E-07
10.984375,9.99E-07,6.43E-07
11,9.99E-07,6.24E-07
11.015625,9.99E-07,6.16E-07
11.03125,9.99E-07,6.03E-07
11.046875,9.99E-07,5.85E-07
11.0625,9.99E-07,5.84E-07
11.078125,9.99E-07,5.91E-07
11.09375,9.99E-07,6.02E-07
11.109375,9.99E-07,5.91E-07
11.125,9.99E-07,5.94E-07
11.140625,9.99E-07,5.92E-07
11.15625,9.99E-07,5.95E-07
11.171875,9.99E-07,6.19E-07
11.1875,9.99E-07,6.13E-07
11.203125,9.99E-07,6.05E-07
11.21875,9.99E-07,6.14E-07
11.234375,9.99E-07,6.19E-07
11.25,9.99E-07,6.32E-07
11.265625,9.99E-07,6.47E-07
11.28125,9.99E-07,6.46E-07
11.296875,9.99E-07,6.41E-07
11.3125,9.99E-07,6.33E-07
11.328125,9.99E-07,6.18E-07
11.34375,9.99E-07,6.21E-07
11.359375,9.99E-07,6.26E-07
11.375,9.99E-07,6.37E-07
11.390625,9.99E-07,6.46E-07
11.40625,9.99E-07,6.33E-07
11.421875,9.99E-07,6.46E-07
11.4375,9.99E-07,6.44E-07
11.453125,9.99E-07,6.41E-07
11.46875,9.99E-07,6.39E-07
11.484375,9.99E-07,6.25E-07
11.5,9.99E-07,6.22E-07
11.515625,9.99E-07,6.31E-07
11.53125,9.99E-07,6.34E-07
11.546875,9.99E-07,6.22E-07
11.5625,9.99E-07,6.25E-07
